Target,DE_R1_mock,DE_R25_mock,DE_R1_R25,R1_LFC,R25_LFC,abs_R1_FC,abs_R25_FC,mean_fc
Glyma.15G038200,no,yes,no,-0.559914007,-0.736681776,0.559914007,0.736681776,0.648297892
Glyma.15G038500,yes,yes,yes,3.194512989,5.332967829,3.194512989,5.332967829,4.263740409
Glyma.15G040900,no,yes,no,-1.377739846,-1.395435808,1.377739846,1.395435808,1.386587827
Glyma.15G041100,yes,yes,no,-2.462808782,-1.815259689,2.462808782,1.815259689,2.139034235
Glyma.15G043600,yes,no,no,-1.007509817,-0.655497205,1.007509817,0.655497205,0.831503511
Glyma.15G045600,no,yes,no,0.958780981,1.32898247,0.958780981,1.32898247,1.143881725
Glyma.15G046400,no,yes,no,-0.247589461,-0.621824728,0.247589461,0.621824728,0.434707095
Glyma.15G047000,no,yes,no,-0.586413755,-0.949723242,0.586413755,0.949723242,0.768068499
Glyma.15G047700,no,yes,no,-0.491530857,-0.67899143,0.491530857,0.67899143,0.585261143
Glyma.15G048200,yes,yes,no,0.929790603,1.109611992,0.929790603,1.109611992,1.019701298
Glyma.15G049533,yes,yes,no,1.659585447,2.817156987,1.659585447,2.817156987,2.238371217
Glyma.15G049600,yes,yes,no,1.168736095,2.152323511,1.168736095,2.152323511,1.660529803
Glyma.15G051600,no,yes,no,0.595942676,0.939249107,0.595942676,0.939249107,0.767595892
Glyma.15G052200,no,yes,no,-0.90966165,-1.640541827,0.90966165,1.640541827,1.275101739
Glyma.15G052400,no,yes,no,-0.617631136,-1.243459925,0.617631136,1.243459925,0.93054553
Glyma.15G052600,yes,yes,no,3.333999518,4.078088931,3.333999518,4.078088931,3.706044225
Glyma.15G052700,no,yes,no,3.127437211,4.381438806,3.127437211,4.381438806,3.754438008
Glyma.15G053700,yes,yes,no,1.46617099,2.092087465,1.46617099,2.092087465,1.779129228
Glyma.15G054500,yes,yes,no,2.476202962,3.532186969,2.476202962,3.532186969,3.004194965
Glyma.15G054600,yes,yes,no,2.975227788,3.921018298,2.975227788,3.921018298,3.448123043
Glyma.15G055700,yes,yes,no,2.202434778,3.517577761,2.202434778,3.517577761,2.860006269
Glyma.15G056500,no,yes,no,-0.439266589,-0.83352398,0.439266589,0.83352398,0.636395285
Glyma.15G056800,no,yes,no,-0.662580801,-0.83666698,0.662580801,0.83666698,0.749623891
Glyma.15G057600,no,yes,yes,-0.744541194,-3.648437804,0.744541194,3.648437804,2.196489499
Glyma.15G057700,yes,yes,no,-1.641440986,-1.913566415,1.641440986,1.913566415,1.7775037
Glyma.15G058000,no,yes,no,-0.366000031,-1.448344973,0.366000031,1.448344973,0.907172502
Glyma.15G058900,no,yes,no,-0.406177378,-0.704860674,0.406177378,0.704860674,0.555519026
Glyma.15G059800,yes,yes,no,1.380493194,2.225628483,1.380493194,2.225628483,1.803060838
Glyma.15G061100,no,yes,no,-0.552096877,-0.811903507,0.552096877,0.811903507,0.682000192
Glyma.15G061500,no,yes,no,-0.28594406,-0.626720576,0.28594406,0.626720576,0.456332318
Glyma.15G062400,no,yes,no,2.863640948,4.116755383,2.863640948,4.116755383,3.490198166
Glyma.15G062500,no,yes,no,1.426608464,1.619265106,1.426608464,1.619265106,1.522936785
Glyma.15G063000,no,yes,no,-2.13124106,-2.415207409,2.13124106,2.415207409,2.273224235
Glyma.15G063300,yes,yes,no,0.869598898,0.888081035,0.869598898,0.888081035,0.878839966
Glyma.15G064700,yes,yes,no,1.184819772,1.709047455,1.184819772,1.709047455,1.446933614
Glyma.15G065100,yes,yes,no,3.164803466,3.952122446,3.164803466,3.952122446,3.558462956
Glyma.15G065200,yes,yes,no,1.954801719,2.491081029,1.954801719,2.491081029,2.222941374
Glyma.15G067200,no,yes,no,-0.406710416,-0.76831742,0.406710416,0.76831742,0.587513918
Glyma.15G068300,no,yes,no,0.204382821,0.481574603,0.204382821,0.481574603,0.342978712
Glyma.15G069100,yes,yes,no,0.946076258,1.469102292,0.946076258,1.469102292,1.207589275
Glyma.15G070200,no,yes,no,-1.041019924,-1.472141923,1.041019924,1.472141923,1.256580923
Glyma.15G071200,yes,yes,no,5.416319905,6.808145871,5.416319905,6.808145871,6.112232888
Glyma.15G072200,yes,yes,no,2.042714354,2.846115681,2.042714354,2.846115681,2.444415017
Glyma.15G072600,no,yes,no,0.27374931,1.793022324,0.27374931,1.793022324,1.033385817
Glyma.15G073000,no,yes,no,-1.211400528,-1.411213152,1.211400528,1.411213152,1.31130684
Glyma.15G073100,no,yes,no,-0.680468206,-1.528890216,0.680468206,1.528890216,1.104679211
Glyma.15G074600,yes,yes,no,1.924388704,2.119402287,1.924388704,2.119402287,2.021895495
Glyma.15G075200,no,yes,no,0.850872529,0.856419483,0.850872529,0.856419483,0.853646006
Glyma.15G077000,yes,yes,no,4.946865835,5.108597205,4.946865835,5.108597205,5.02773152
Glyma.15G077100,yes,yes,no,2.514630456,2.895012023,2.514630456,2.895012023,2.704821239
Glyma.15G078600,no,yes,no,0.331785404,0.814333527,0.331785404,0.814333527,0.573059465
Glyma.15G079100,no,yes,no,0.578694551,1.717112323,0.578694551,1.717112323,1.147903437
Glyma.15G079500,no,yes,no,-2.320449017,-2.284823529,2.320449017,2.284823529,2.302636273
Glyma.15G080000,yes,yes,no,-0.691998744,-1.227651644,0.691998744,1.227651644,0.959825194
Glyma.15G080200,no,yes,no,-0.694679856,-1.1415993,0.694679856,1.1415993,0.918139578
Glyma.15G081300,no,yes,no,-0.964147277,-1.640077018,0.964147277,1.640077018,1.302112148
Glyma.15G082000,no,yes,no,-0.408199687,-0.896804593,0.408199687,0.896804593,0.65250214
Glyma.15G082800,no,yes,no,0.367752765,0.60031789,0.367752765,0.60031789,0.484035328
Glyma.15G084200,yes,yes,no,1.308645152,1.263305064,1.308645152,1.263305064,1.285975108
Glyma.15G085500,no,yes,no,-1.207988203,-1.530598113,1.207988203,1.530598113,1.369293158
Glyma.15G086400,no,yes,no,0.799760483,0.81623728,0.799760483,0.81623728,0.807998882
Glyma.15G088100,yes,yes,no,1.114993297,1.210864071,1.114993297,1.210864071,1.162928684
Glyma.15G088900,yes,yes,no,-1.045370524,-1.081451079,1.045370524,1.081451079,1.063410802
Glyma.15G089100,yes,yes,no,-1.622186542,-2.032425064,1.622186542,2.032425064,1.827305803
Glyma.15G089700,yes,yes,no,0.773417291,0.857374535,0.773417291,0.857374535,0.815395913
Glyma.15G091000,no,yes,no,0.534791089,0.708503249,0.534791089,0.708503249,0.621647169
Glyma.15G091600,no,yes,no,-0.826419018,-0.988694217,0.826419018,0.988694217,0.907556617
Glyma.15G092700,no,yes,no,0.552005183,0.642758299,0.552005183,0.642758299,0.597381741
Glyma.15G093900,no,yes,no,1.894302484,2.832254341,1.894302484,2.832254341,2.363278412
Glyma.15G095000,no,yes,no,1.054570435,1.812219972,1.054570435,1.812219972,1.433395204
Glyma.15G099500,yes,yes,no,4.622143993,5.638618542,4.622143993,5.638618542,5.130381267
Glyma.15G102000,yes,yes,no,-1.328967761,-1.728954505,1.328967761,1.728954505,1.528961133
Glyma.15G103333,no,yes,no,1.459491778,2.44701891,1.459491778,2.44701891,1.953255344
Glyma.15G104100,yes,yes,no,-1.316549894,-1.706817952,1.316549894,1.706817952,1.511683923
Glyma.15G104700,yes,yes,no,3.189606096,3.082083722,3.189606096,3.082083722,3.135844909
Glyma.15G105100,no,yes,no,-0.350418081,-0.544714309,0.350418081,0.544714309,0.447566195
Glyma.15G105300,no,yes,no,2.094247154,3.445157593,2.094247154,3.445157593,2.769702374
Glyma.15G105900,no,yes,no,-1.439991546,-2.067888051,1.439991546,2.067888051,1.753939799
Glyma.15G106000,no,yes,no,-0.778843905,-1.039436838,0.778843905,1.039436838,0.909140371
Glyma.15G106200,no,yes,no,0.765593717,1.537459835,0.765593717,1.537459835,1.151526776
Glyma.15G107100,yes,yes,no,3.174554632,4.195678571,3.174554632,4.195678571,3.685116602
Glyma.15G107200,no,yes,no,-0.680746301,-0.989461525,0.680746301,0.989461525,0.835103913
Glyma.15G107300,no,yes,no,2.629372029,2.743082269,2.629372029,2.743082269,2.686227149
Glyma.15G107700,yes,yes,no,-1.196834068,-0.902773694,1.196834068,0.902773694,1.049803881
Glyma.15G107900,no,yes,no,-0.833793563,-0.962121538,0.833793563,0.962121538,0.897957551
Glyma.15G108400,yes,yes,no,-0.901609898,-0.878785953,0.901609898,0.878785953,0.890197926
Glyma.15G109500,yes,yes,no,3.217108066,4.053072309,3.217108066,4.053072309,3.635090188
Glyma.15G110200,no,yes,no,-1.337487086,-1.758483212,1.337487086,1.758483212,1.547985149
Glyma.15G110300,yes,yes,yes,2.652502917,3.604954969,2.652502917,3.604954969,3.128728943
Glyma.15G111500,no,yes,no,-0.454262802,-0.720832854,0.454262802,0.720832854,0.587547828
Glyma.15G111600,no,yes,no,-0.47112367,-0.564094457,0.47112367,0.564094457,0.517609064
Glyma.15G113800,no,yes,no,0.404135129,0.461684987,0.404135129,0.461684987,0.432910058
Glyma.15G115000,no,yes,no,-0.8601642,-1.321799883,0.8601642,1.321799883,1.090982041
Glyma.15G115200,no,yes,no,1.137994442,2.01448647,1.137994442,2.01448647,1.576240456
Glyma.15G115500,yes,yes,no,-0.955575264,-1.425919673,0.955575264,1.425919673,1.190747468
Glyma.15G115600,yes,yes,no,1.337937836,1.919012204,1.337937836,1.919012204,1.62847502
Glyma.15G116700,no,yes,no,-0.996888421,-1.949979575,0.996888421,1.949979575,1.473433998
Glyma.15G118600,no,yes,no,-0.534844214,-0.75278272,0.534844214,0.75278272,0.643813467
Glyma.15G118700,yes,no,no,-1.02573683,-0.608508919,1.02573683,0.608508919,0.817122874
Glyma.15G118800,yes,yes,no,-0.925203988,-0.923903766,0.925203988,0.923903766,0.924553877
Glyma.15G119900,no,yes,no,-0.339781001,-1.19930736,0.339781001,1.19930736,0.76954418
Glyma.15G120300,no,yes,no,-0.400576525,-0.547228274,0.400576525,0.547228274,0.473902399
Glyma.15G121000,no,yes,no,3.101049662,3.385928113,3.101049662,3.385928113,3.243488887
Glyma.15G121700,yes,yes,no,0.87474912,1.27677169,0.87474912,1.27677169,1.075760405
Glyma.15G122100,no,yes,no,-0.538742687,-1.446030959,0.538742687,1.446030959,0.992386823
Glyma.15G122200,yes,yes,no,4.495768498,5.505824563,4.495768498,5.505824563,5.00079653
Glyma.15G123400,yes,no,no,-0.713410648,-0.20684599,0.713410648,0.20684599,0.460128319
Glyma.15G123700,yes,yes,no,1.746528829,1.946289057,1.746528829,1.946289057,1.846408943
Glyma.15G124900,yes,yes,no,4.815477068,5.185490618,4.815477068,5.185490618,5.000483843
Glyma.15G128700,yes,yes,yes,3.271485059,4.236158647,3.271485059,4.236158647,3.753821853
Glyma.15G128800,yes,yes,no,5.546621976,6.368852211,5.546621976,6.368852211,5.957737094
Glyma.15G129100,yes,yes,no,1.734995204,2.135536365,1.734995204,2.135536365,1.935265784
Glyma.15G129200,yes,yes,no,4.140590327,5.508420908,4.140590327,5.508420908,4.824505617
Glyma.15G130300,no,yes,no,0.597947341,0.796001522,0.597947341,0.796001522,0.696974431
Glyma.15G131300,no,yes,no,3.375246447,4.621724923,3.375246447,4.621724923,3.998485685
Glyma.15G131400,yes,yes,no,5.23414244,6.71979352,5.23414244,6.71979352,5.97696798
Glyma.15G132200,no,yes,no,-0.170464838,-0.515558355,0.170464838,0.515558355,0.343011596
Glyma.15G132800,no,yes,no,1.038819039,1.663108742,1.038819039,1.663108742,1.350963891
Glyma.15G133600,no,yes,no,1.224490914,1.808589956,1.224490914,1.808589956,1.516540435
Glyma.15G133900,no,yes,no,-1.713579924,-3.259002229,1.713579924,3.259002229,2.486291077
Glyma.15G134300,yes,yes,no,5.631228977,6.674882058,5.631228977,6.674882058,6.153055517
Glyma.15G134900,yes,yes,no,-1.214529123,-1.073135761,1.214529123,1.073135761,1.143832442
Glyma.15G135200,no,yes,no,-0.888513495,-1.34432975,0.888513495,1.34432975,1.116421623
Glyma.15G136000,no,yes,no,0.539355639,0.669462261,0.539355639,0.669462261,0.60440895
Glyma.15G136200,no,yes,no,-0.436601329,-0.806775406,0.436601329,0.806775406,0.621688368
Glyma.15G139200,no,yes,no,-0.302263144,-0.604689794,0.302263144,0.604689794,0.453476469
Glyma.15G140200,yes,yes,no,-1.243937565,-1.898247706,1.243937565,1.898247706,1.571092635
Glyma.15G142400,yes,yes,no,4.17499766,5.343472229,4.17499766,5.343472229,4.759234945
Glyma.15G143900,no,yes,no,-1.211402618,-1.747940119,1.211402618,1.747940119,1.479671368
Glyma.15G145600,yes,yes,no,4.877576338,6.412653221,4.877576338,6.412653221,5.64511478
Glyma.15G145700,yes,yes,no,1.901826143,2.478162302,1.901826143,2.478162302,2.189994222
Glyma.15G145900,no,yes,no,2.031444945,2.524364899,2.031444945,2.524364899,2.277904922
Glyma.15G146400,no,yes,no,-2.23588272,-2.157359639,2.23588272,2.157359639,2.196621179
Glyma.15G146600,yes,yes,no,2.585529237,3.377378508,2.585529237,3.377378508,2.981453872
Glyma.15G150500,yes,yes,no,2.932196492,3.074727994,2.932196492,3.074727994,3.003462243
Glyma.15G152000,yes,yes,no,0.863013523,0.877114601,0.863013523,0.877114601,0.870064062
Glyma.15G152200,no,yes,no,0.435766232,0.878807613,0.435766232,0.878807613,0.657286923
Glyma.15G152400,no,yes,no,1.078630436,1.423409343,1.078630436,1.423409343,1.251019889
Glyma.15G152700,yes,no,no,-0.761956949,-0.430586948,0.761956949,0.430586948,0.596271948
Glyma.15G154900,yes,no,no,-0.714981972,-0.494030334,0.714981972,0.494030334,0.604506153
Glyma.15G156100,yes,yes,no,6.260293169,7.61842812,6.260293169,7.61842812,6.939360644
Glyma.15G156400,no,yes,no,0.657139665,1.0925579,0.657139665,1.0925579,0.874848782
Glyma.15G156900,no,yes,no,0.792287107,1.184489984,0.792287107,1.184489984,0.988388546
Glyma.15G157700,no,yes,no,-0.963334694,-1.356367164,0.963334694,1.356367164,1.159850929
Glyma.15G158200,yes,yes,no,3.111722072,4.953884103,3.111722072,4.953884103,4.032803087
Glyma.15G159200,yes,yes,no,4.956970743,6.347755706,4.956970743,6.347755706,5.652363225
Glyma.15G160300,yes,yes,no,2.209391308,3.128890891,2.209391308,3.128890891,2.669141099
Glyma.15G160700,no,yes,no,-0.957720161,-1.052687153,0.957720161,1.052687153,1.005203657
Glyma.15G160900,no,yes,no,2.418705039,3.484790369,2.418705039,3.484790369,2.951747704
Glyma.15G162600,yes,yes,no,2.0712856,2.670454186,2.0712856,2.670454186,2.370869893
Glyma.15G162800,no,yes,no,-0.948596426,-2.072241209,0.948596426,2.072241209,1.510418818
Glyma.15G163900,no,yes,no,0.322610633,0.484381035,0.322610633,0.484381035,0.403495834
Glyma.15G165000,yes,yes,no,3.931572904,5.4830549,3.931572904,5.4830549,4.707313902
Glyma.15G167800,yes,yes,no,4.689481633,5.162651823,4.689481633,5.162651823,4.926066728
Glyma.15G168200,yes,yes,no,0.862093287,1.124903805,0.862093287,1.124903805,0.993498546
Glyma.15G168500,yes,yes,no,1.094146284,1.272573452,1.094146284,1.272573452,1.183359868
Glyma.15G169600,yes,yes,no,-1.24622504,-1.784411598,1.24622504,1.784411598,1.515318319
Glyma.15G170500,no,yes,no,3.437155421,4.344918055,3.437155421,4.344918055,3.891036738
Glyma.15G170700,no,yes,no,0.432217898,0.572273145,0.432217898,0.572273145,0.502245522
Glyma.15G171000,yes,yes,no,1.546901765,2.324557061,1.546901765,2.324557061,1.935729413
Glyma.15G171100,no,yes,no,-0.5302727,-0.775790061,0.5302727,0.775790061,0.65303138
Glyma.15G172800,yes,yes,no,4.25141354,5.962076485,4.25141354,5.962076485,5.106745013
Glyma.15G174200,no,yes,no,-0.687205346,-1.228399092,0.687205346,1.228399092,0.957802219
Glyma.15G177900,yes,yes,no,2.804085996,3.764196584,2.804085996,3.764196584,3.28414129
Glyma.15G178400,no,yes,no,-0.455108945,-0.629181868,0.455108945,0.629181868,0.542145407
Glyma.15G179600,yes,yes,no,1.177999788,1.537710518,1.177999788,1.537710518,1.357855153
Glyma.15G181600,no,yes,no,-0.808989934,-1.176856685,0.808989934,1.176856685,0.992923309
Glyma.15G182800,no,yes,no,-0.413220621,-0.772959816,0.413220621,0.772959816,0.593090218
Glyma.15G185000,yes,yes,no,-0.723775453,-1.054063145,0.723775453,1.054063145,0.888919299
Glyma.15G185200,yes,yes,no,-1.608935879,-2.091141072,1.608935879,2.091141072,1.850038475
Glyma.15G186300,yes,yes,no,4.00734004,4.358687671,4.00734004,4.358687671,4.183013855
Glyma.15G190500,no,yes,no,-0.329043018,-0.693908817,0.329043018,0.693908817,0.511475918
Glyma.15G192700,no,yes,no,-0.139688631,-0.447834532,0.139688631,0.447834532,0.293761581
Glyma.15G193000,no,yes,no,0.655394688,1.256338514,0.655394688,1.256338514,0.955866601
Glyma.15G194300,yes,yes,no,-0.91100851,-1.081627841,0.91100851,1.081627841,0.996318175
Glyma.15G194600,no,yes,no,1.022315235,2.29075595,1.022315235,2.29075595,1.656535593
Glyma.15G197100,no,yes,no,-0.62954841,-1.086934695,0.62954841,1.086934695,0.858241553
Glyma.15G197800,no,yes,no,-0.534550683,-0.798222902,0.534550683,0.798222902,0.666386793
Glyma.15G199700,yes,yes,no,2.205102756,3.368268325,2.205102756,3.368268325,2.78668554
Glyma.15G201200,yes,yes,no,1.182382702,0.970258919,1.182382702,0.970258919,1.076320811
Glyma.15G201400,no,yes,no,0.517636806,0.952388403,0.517636806,0.952388403,0.735012604
Glyma.15G201600,yes,yes,no,1.02372243,0.80467539,1.02372243,0.80467539,0.91419891
Glyma.15G203100,no,yes,no,-0.80259648,-1.041138019,0.80259648,1.041138019,0.92186725
Glyma.15G203500,yes,yes,no,4.115611743,4.496513268,4.115611743,4.496513268,4.306062505
Glyma.15G205900,yes,yes,no,-0.91088588,-0.863234337,0.91088588,0.863234337,0.887060108
Glyma.15G206100,yes,yes,no,0.788782612,1.143519518,0.788782612,1.143519518,0.966151065
Glyma.15G206800,no,yes,no,2.045362202,2.572030831,2.045362202,2.572030831,2.308696516
Glyma.15G209300,no,yes,no,1.037402256,1.423519226,1.037402256,1.423519226,1.230460741
Glyma.15G210100,yes,yes,no,-0.95420321,-1.058608185,0.95420321,1.058608185,1.006405698
Glyma.15G212100,no,yes,no,-0.723318243,-0.90176493,0.723318243,0.90176493,0.812541587
Glyma.15G212400,no,yes,no,0.723384232,1.270044816,0.723384232,1.270044816,0.996714524
Glyma.15G213400,no,yes,no,0.529734297,0.757257333,0.529734297,0.757257333,0.643495815
Glyma.15G213700,yes,yes,no,-1.400686605,-1.107417432,1.400686605,1.107417432,1.254052018
Glyma.15G215400,yes,yes,no,1.226151028,1.867173041,1.226151028,1.867173041,1.546662035
Glyma.15G217400,no,yes,no,-0.343218941,-0.63822991,0.343218941,0.63822991,0.490724425
Glyma.15G219100,no,yes,no,-0.321782942,-0.484008133,0.321782942,0.484008133,0.402895538
Glyma.15G219400,no,yes,no,1.342459146,2.690192634,1.342459146,2.690192634,2.01632589
Glyma.15G222300,yes,yes,no,2.340932775,3.115176047,2.340932775,3.115176047,2.728054411
Glyma.15G223900,yes,yes,yes,7.857223678,9.451605517,7.857223678,9.451605517,8.654414597
Glyma.15G228400,yes,no,no,-3.653073449,-0.696922031,3.653073449,0.696922031,2.17499774
Glyma.15G229600,no,yes,no,0.423888342,2.641929333,0.423888342,2.641929333,1.532908837
Glyma.15G234100,no,yes,no,-0.409618043,-1.037653893,0.409618043,1.037653893,0.723635968
Glyma.15G236100,no,yes,no,-0.86431267,-1.179227343,0.86431267,1.179227343,1.021770006
Glyma.15G237800,no,yes,no,-0.466477807,-0.839656518,0.466477807,0.839656518,0.653067163
Glyma.15G238600,no,yes,no,-0.826204922,-0.860861371,0.826204922,0.860861371,0.843533147
Glyma.15G239200,no,yes,no,-3.93041541,-6.168625108,3.93041541,6.168625108,5.049520259
Glyma.15G239500,yes,yes,no,-1.555192289,-2.484550225,1.555192289,2.484550225,2.019871257
Glyma.15G239600,no,yes,no,-1.457012828,-2.652919095,1.457012828,2.652919095,2.054965961
Glyma.15G239700,no,yes,no,-1.325150582,-2.47664248,1.325150582,2.47664248,1.900896531
Glyma.15G241100,no,yes,no,-0.812174077,-2.099589875,0.812174077,2.099589875,1.455881976
Glyma.15G242200,no,yes,no,-0.990123314,-0.95555301,0.990123314,0.95555301,0.972838162
Glyma.15G242900,yes,yes,no,-0.953314259,-1.564054302,0.953314259,1.564054302,1.25868428
Glyma.15G243000,no,yes,no,-0.880110012,-1.373800783,0.880110012,1.373800783,1.126955397
Glyma.15G245600,yes,yes,no,0.725607405,0.759203156,0.725607405,0.759203156,0.74240528
Glyma.15G247900,no,yes,no,-0.785910386,-1.44486872,0.785910386,1.44486872,1.115389553
Glyma.15G248200,no,yes,no,0.851528251,1.109917835,0.851528251,1.109917835,0.980723043
Glyma.15G248300,no,yes,no,-0.991550596,-0.964554101,0.991550596,0.964554101,0.978052348
Glyma.15G249800,no,yes,no,2.32385904,2.911074028,2.32385904,2.911074028,2.617466534
Glyma.15G250100,no,yes,no,-1.062705664,-1.602466779,1.062705664,1.602466779,1.332586221
Glyma.15G250800,yes,yes,no,-1.182118468,-1.376720452,1.182118468,1.376720452,1.27941946
Glyma.15G251500,yes,yes,yes,1.936067935,2.883285453,1.936067935,2.883285453,2.409676694
Glyma.15G251600,no,yes,no,-0.036694264,0.756645562,0.036694264,0.756645562,0.396669913
Glyma.15G252200,yes,yes,no,2.496223701,3.401502899,2.496223701,3.401502899,2.9488633
Glyma.15G253000,no,yes,no,-0.719389808,-0.730476322,0.719389808,0.730476322,0.724933065
Glyma.15G253300,yes,yes,no,-0.599240159,-0.560417809,0.599240159,0.560417809,0.579828984
Glyma.15G253700,no,yes,no,-0.546251982,-0.702165254,0.546251982,0.702165254,0.624208618
Glyma.15G254100,no,yes,no,0.6531826,0.860171593,0.6531826,0.860171593,0.756677097
Glyma.15G256000,yes,yes,no,4.008974407,4.440214814,4.008974407,4.440214814,4.22459461
Glyma.15G256300,yes,yes,no,2.161883299,3.071238007,2.161883299,3.071238007,2.616560653
Glyma.15G258200,no,yes,no,-0.786304951,-1.354373647,0.786304951,1.354373647,1.070339299
Glyma.15G261100,no,yes,no,0.369471451,0.604507471,0.369471451,0.604507471,0.486989461
Glyma.15G261900,no,yes,no,-0.732166064,-1.089878622,0.732166064,1.089878622,0.911022343
Glyma.15G263000,yes,yes,no,-2.667720281,-2.853309699,2.667720281,2.853309699,2.76051499
Glyma.15G264200,yes,yes,no,5.097960152,5.915347431,5.097960152,5.915347431,5.506653791
Glyma.15G264300,yes,yes,no,6.341542011,9.102795221,6.341542011,9.102795221,7.722168616
Glyma.15G267700,no,yes,no,0.353759649,1.039392291,0.353759649,1.039392291,0.69657597
Glyma.15G268500,no,yes,no,0.438922161,0.830190567,0.438922161,0.830190567,0.634556364
Glyma.15G270000,yes,yes,no,4.588293024,5.016230799,4.588293024,5.016230799,4.802261912
Glyma.15G270100,no,yes,no,1.982889076,2.780307626,1.982889076,2.780307626,2.381598351
Glyma.15G270900,no,yes,no,-0.439468927,-0.934479442,0.439468927,0.934479442,0.686974184
Glyma.15G271000,yes,yes,no,-1.011634327,-1.538595284,1.011634327,1.538595284,1.275114805
Glyma.15G271200,no,yes,no,-0.305190383,-0.976046758,0.305190383,0.976046758,0.640618571
Glyma.15G271500,no,yes,no,0.588692095,0.780501644,0.588692095,0.780501644,0.684596869
Glyma.15G271800,yes,yes,no,0.567569928,0.744330246,0.567569928,0.744330246,0.655950087
Glyma.15G272700,yes,yes,no,1.475267499,2.450648319,1.475267499,2.450648319,1.962957909
Glyma.15G272800,yes,yes,no,1.879200277,2.648623937,1.879200277,2.648623937,2.263912107
Glyma.15G273600,no,yes,no,0.472477819,0.538330373,0.472477819,0.538330373,0.505404096
Glyma.15G274200,yes,yes,no,-1.93251746,-1.70306026,1.93251746,1.70306026,1.81778886
Glyma.15G274300,yes,yes,no,-1.111989302,-1.246091156,1.111989302,1.246091156,1.179040229
Glyma.15G274600,no,yes,no,-1.373968746,-1.962575677,1.373968746,1.962575677,1.668272212
Glyma.15G275600,no,yes,no,-0.654417991,-0.870591673,0.654417991,0.870591673,0.762504832
Glyma.15G275700,no,yes,no,-1.05772297,-1.645444036,1.05772297,1.645444036,1.351583503
Glyma.15G275900,no,yes,no,-0.585644894,-1.008212871,0.585644894,1.008212871,0.796928882
Glyma.15G276100,no,yes,no,-0.276055787,-0.737565554,0.276055787,0.737565554,0.506810671
Glyma.15G276400,no,yes,no,1.47741552,1.707009062,1.47741552,1.707009062,1.592212291
Glyma.16G004400,no,yes,no,0.424041001,0.663687518,0.424041001,0.663687518,0.543864259
Glyma.16G004800,no,yes,no,0.723397014,1.058938453,0.723397014,1.058938453,0.891167733
Glyma.16G007700,no,yes,no,-2.960955681,-5.323757578,2.960955681,5.323757578,4.14235663
Glyma.16G008500,yes,yes,no,3.967131256,5.139040366,3.967131256,5.139040366,4.553085811
Glyma.16G008900,no,yes,no,-0.428319004,-0.584322665,0.428319004,0.584322665,0.506320835
Glyma.16G009100,yes,yes,no,0.778642455,0.823188444,0.778642455,0.823188444,0.80091545
Glyma.16G010000,yes,yes,no,1.070902367,1.772050912,1.070902367,1.772050912,1.42147664
Glyma.16G012100,no,yes,no,0.793092399,0.926463421,0.793092399,0.926463421,0.85977791
Glyma.16G012700,no,yes,no,-0.777371781,-1.181588436,0.777371781,1.181588436,0.979480108
Glyma.16G013500,no,yes,no,0.06060052,0.569518456,0.06060052,0.569518456,0.315059488
Glyma.16G013900,no,yes,no,0.235344495,0.368772185,0.235344495,0.368772185,0.30205834
Glyma.16G014100,no,yes,no,1.003043668,1.336262177,1.003043668,1.336262177,1.169652922
Glyma.16G014200,no,yes,no,-0.274674268,-0.399931574,0.274674268,0.399931574,0.337302921
Glyma.16G014500,no,yes,no,-0.288405471,-0.745119108,0.288405471,0.745119108,0.516762289
Glyma.16G014700,no,yes,no,1.455002201,2.570096664,1.455002201,2.570096664,2.012549433
Glyma.16G016100,no,yes,no,-0.824794848,-1.119611248,0.824794848,1.119611248,0.972203048
Glyma.16G016200,no,yes,no,0.425567813,0.915026926,0.425567813,0.915026926,0.670297369
Glyma.16G017500,no,yes,no,2.833470911,3.720816972,2.833470911,3.720816972,3.277143942
Glyma.16G017600,yes,yes,no,-1.366178326,-1.593015195,1.366178326,1.593015195,1.47959676
Glyma.16G018300,no,yes,no,-0.42074477,-0.677939163,0.42074477,0.677939163,0.549341967
Glyma.16G018500,yes,yes,no,-1.101521258,-1.319641236,1.101521258,1.319641236,1.210581247
Glyma.16G019700,no,yes,no,-0.490605046,-0.812070325,0.490605046,0.812070325,0.651337686
Glyma.16G019900,yes,yes,yes,5.739738962,7.100799725,5.739738962,7.100799725,6.420269344
Glyma.16G020300,yes,yes,no,4.181935941,4.875935089,4.181935941,4.875935089,4.528935515
Glyma.16G020500,no,yes,no,0.517927183,1.63233135,0.517927183,1.63233135,1.075129267
Glyma.16G021200,no,yes,no,-0.794966417,-1.464375433,0.794966417,1.464375433,1.129670925
Glyma.16G021300,yes,yes,yes,1.862477303,2.765756749,1.862477303,2.765756749,2.314117026
Glyma.16G021400,no,yes,no,-0.697685036,-1.53560926,0.697685036,1.53560926,1.116647148
Glyma.16G022000,yes,yes,no,1.249557509,1.71773375,1.249557509,1.71773375,1.48364563
Glyma.16G023000,yes,yes,no,4.67284838,5.936207107,4.67284838,5.936207107,5.304527743
Glyma.16G023200,no,yes,no,-0.68414688,-1.77469377,0.68414688,1.77469377,1.229420325
Glyma.16G024200,no,yes,no,0.350106872,0.510079196,0.350106872,0.510079196,0.430093034
Glyma.16G024500,no,yes,no,-0.538425441,-0.956751514,0.538425441,0.956751514,0.747588477
