Target,DE_R1_mock,DE_R25_mock,DE_R1_R25,R1_LFC,R25_LFC,abs_R1_FC,abs_R25_FC,mean_fc
Glyma.05G076600,no,yes,no,3.203248805,3.199704781,3.203248805,3.199704781,3.201476793
Glyma.05G079100,no,yes,no,0.482076366,0.70081643,0.482076366,0.70081643,0.591446398
Glyma.05G079700,yes,yes,no,0.498319107,0.594083149,0.498319107,0.594083149,0.546201128
Glyma.05G080400,no,yes,no,0.518847838,0.912613448,0.518847838,0.912613448,0.715730643
Glyma.05G082200,no,yes,no,0.496621005,0.819218912,0.496621005,0.819218912,0.657919958
Glyma.05G083600,yes,yes,no,-1.617325171,-1.892968572,1.617325171,1.892968572,1.755146872
Glyma.05G085000,no,yes,no,-0.188047706,-0.654280438,0.188047706,0.654280438,0.421164072
Glyma.05G085200,no,yes,no,0.822410993,1.238050206,0.822410993,1.238050206,1.030230599
Glyma.05G085400,no,yes,no,-0.39257192,-0.614758809,0.39257192,0.614758809,0.503665365
Glyma.05G093000,no,yes,no,-0.732852932,-0.856003675,0.732852932,0.856003675,0.794428303
Glyma.05G096000,no,yes,no,0.355566918,0.441790533,0.355566918,0.441790533,0.398678725
Glyma.05G096500,no,yes,no,0.480681037,0.618948402,0.480681037,0.618948402,0.54981472
Glyma.05G096800,no,yes,no,-0.347891036,-1.026137658,0.347891036,1.026137658,0.687014347
Glyma.05G097100,no,yes,no,0.659860492,0.875797762,0.659860492,0.875797762,0.767829127
Glyma.05G097300,no,yes,no,0.936998458,1.115625799,0.936998458,1.115625799,1.026312128
Glyma.05G098200,no,yes,no,0.385975401,0.723734678,0.385975401,0.723734678,0.554855039
Glyma.05G099300,yes,yes,no,4.580744446,6.728592529,4.580744446,6.728592529,5.654668487
Glyma.05G100400,no,yes,no,0.615070519,0.88075312,0.615070519,0.88075312,0.74791182
Glyma.05G101300,no,yes,no,3.016744832,3.671928128,3.016744832,3.671928128,3.34433648
Glyma.05G103300,no,yes,no,0.904094695,1.159611241,0.904094695,1.159611241,1.031852968
Glyma.05G103600,yes,yes,no,1.334994801,1.562818677,1.334994801,1.562818677,1.448906739
Glyma.05G103700,yes,yes,no,4.274357405,3.751573943,4.274357405,3.751573943,4.012965674
Glyma.05G104000,yes,yes,no,0.745216951,0.800606231,0.745216951,0.800606231,0.772911591
Glyma.05G105000,no,yes,no,-0.65151849,-0.859622874,0.65151849,0.859622874,0.755570682
Glyma.05G105100,no,yes,no,-0.980909724,-1.83404358,0.980909724,1.83404358,1.407476652
Glyma.05G106800,no,yes,no,-1.270687224,-1.774550838,1.270687224,1.774550838,1.522619031
Glyma.05G107500,yes,yes,no,6.557617218,5.92772971,6.557617218,5.92772971,6.242673464
Glyma.05G108400,no,yes,no,1.628127183,2.640697546,1.628127183,2.640697546,2.134412365
Glyma.05G110200,no,yes,no,-0.369674426,-0.665868748,0.369674426,0.665868748,0.517771587
Glyma.05G112100,yes,no,no,-0.934026247,-0.506489866,0.934026247,0.506489866,0.720258057
Glyma.05G113400,no,yes,no,0.973489969,1.082306203,0.973489969,1.082306203,1.027898086
Glyma.05G116300,yes,yes,no,-1.069078647,-1.694457873,1.069078647,1.694457873,1.38176826
Glyma.05G116800,yes,yes,no,0.77021299,1.280000324,0.77021299,1.280000324,1.025106657
Glyma.05G118300,no,yes,no,-0.496650014,-1.167199826,0.496650014,1.167199826,0.83192492
Glyma.05G118500,no,yes,no,0.609527134,0.78950063,0.609527134,0.78950063,0.699513882
Glyma.05G119200,no,yes,no,2.751158592,3.851168055,2.751158592,3.851168055,3.301163324
Glyma.05G120100,no,yes,no,-0.255952125,-0.644863882,0.255952125,0.644863882,0.450408003
Glyma.05G124800,yes,yes,no,7.945900715,8.853642649,7.945900715,8.853642649,8.399771682
Glyma.05G124900,yes,yes,no,5.256028456,7.291819441,5.256028456,7.291819441,6.273923948
Glyma.05G125200,yes,yes,no,5.00098822,6.881760542,5.00098822,6.881760542,5.941374381
Glyma.05G125800,yes,yes,no,-0.85709079,-1.300651173,0.85709079,1.300651173,1.078870981
Glyma.05G126100,no,yes,no,-0.53746068,-0.968514505,0.53746068,0.968514505,0.752987592
Glyma.05G126900,yes,yes,no,4.845257858,6.412701188,4.845257858,6.412701188,5.628979523
Glyma.05G127600,yes,yes,no,1.800247044,3.424764842,1.800247044,3.424764842,2.612505943
Glyma.05G128000,no,yes,no,-0.642655484,-0.991788279,0.642655484,0.991788279,0.817221881
Glyma.05G128200,no,yes,no,1.309156733,2.302503438,1.309156733,2.302503438,1.805830085
Glyma.05G128500,no,yes,no,2.613076505,3.443876463,2.613076505,3.443876463,3.028476484
Glyma.05G129100,yes,yes,no,-1.316216413,-1.601863469,1.316216413,1.601863469,1.459039941
Glyma.05G129200,no,yes,no,1.810986207,2.672748718,1.810986207,2.672748718,2.241867462
Glyma.05G130400,no,yes,no,-1.197433043,-1.661963882,1.197433043,1.661963882,1.429698462
Glyma.05G130500,no,yes,no,-1.001299704,-1.628211635,1.001299704,1.628211635,1.31475567
Glyma.05G130600,yes,yes,no,-1.471590615,-2.467570841,1.471590615,2.467570841,1.969580728
Glyma.05G131800,no,yes,no,-0.510842041,-0.7334556,0.510842041,0.7334556,0.62214882
Glyma.05G132000,yes,yes,no,-1.594468735,-1.569537987,1.594468735,1.569537987,1.582003361
Glyma.05G132200,yes,yes,no,-0.620275005,-0.592546924,0.620275005,0.592546924,0.606410964
Glyma.05G133000,no,yes,no,0.09237675,3.00256666,0.09237675,3.00256666,1.547471705
Glyma.05G133700,no,yes,no,0.760868715,1.180808106,0.760868715,1.180808106,0.97083841
Glyma.05G134500,no,yes,no,0.235718341,0.901471462,0.235718341,0.901471462,0.568594901
Glyma.05G135200,no,yes,no,0.666033136,1.499688818,0.666033136,1.499688818,1.082860977
Glyma.05G136400,no,yes,no,0.690976678,1.265924155,0.690976678,1.265924155,0.978450417
Glyma.05G139500,no,yes,no,1.25477481,2.169580434,1.25477481,2.169580434,1.712177622
Glyma.05G139900,no,yes,no,0.181746919,0.338242247,0.181746919,0.338242247,0.259994583
Glyma.05G140600,no,yes,no,-0.436325193,-0.646278906,0.436325193,0.646278906,0.54130205
Glyma.05G141000,no,yes,no,-0.413548322,-0.580203653,0.413548322,0.580203653,0.496875988
Glyma.05G143800,no,yes,no,-0.342210456,-0.510615948,0.342210456,0.510615948,0.426413202
Glyma.05G145000,yes,no,yes,1.519789829,-0.209720614,1.519789829,0.209720614,0.864755222
Glyma.05G145900,yes,no,no,1.28328697,0.69373406,1.28328697,0.69373406,0.988510515
Glyma.05G146000,no,yes,no,-1.088423023,-2.521809551,1.088423023,2.521809551,1.805116287
Glyma.05G146100,yes,yes,no,0.85154985,0.927994204,0.85154985,0.927994204,0.889772027
Glyma.05G147000,yes,yes,no,6.076160714,7.485494967,6.076160714,7.485494967,6.78082784
Glyma.05G147100,no,yes,no,2.33538364,3.169026368,2.33538364,3.169026368,2.752205004
Glyma.05G147200,no,yes,no,-0.306235742,-1.105246231,0.306235742,1.105246231,0.705740986
Glyma.05G147700,no,yes,no,-2.111794767,-3.431533125,2.111794767,3.431533125,2.771663946
Glyma.05G149900,no,yes,no,-0.583187554,-1.338760558,0.583187554,1.338760558,0.960974056
Glyma.05G151200,no,yes,no,-0.648777748,-1.144994669,0.648777748,1.144994669,0.896886209
Glyma.05G151800,no,yes,no,0.385952227,0.981772078,0.385952227,0.981772078,0.683862152
Glyma.05G152200,yes,yes,no,1.275882416,2.138767747,1.275882416,2.138767747,1.707325082
Glyma.05G152300,yes,yes,no,0.764707348,0.71902304,0.764707348,0.71902304,0.741865194
Glyma.05G154600,no,yes,no,-0.454899589,-0.688866196,0.454899589,0.688866196,0.571882892
Glyma.05G154700,no,yes,no,0.450874012,0.706781926,0.450874012,0.706781926,0.578827969
Glyma.05G155000,no,yes,no,-0.628774701,-0.577942654,0.628774701,0.577942654,0.603358678
Glyma.05G155300,no,yes,no,-0.156742647,-0.456178934,0.156742647,0.456178934,0.30646079
Glyma.05G155700,no,yes,no,0.532333853,0.84582742,0.532333853,0.84582742,0.689080636
Glyma.05G156300,no,yes,no,-0.761004885,-0.82686018,0.761004885,0.82686018,0.793932533
Glyma.05G156600,no,yes,no,-0.731478389,-1.838632247,0.731478389,1.838632247,1.285055318
Glyma.05G157000,yes,yes,no,1.775031501,2.037580784,1.775031501,2.037580784,1.906306142
Glyma.05G157600,no,yes,no,0.607142334,1.054222978,0.607142334,1.054222978,0.830682656
Glyma.05G158800,no,yes,no,-0.729733622,-1.415971357,0.729733622,1.415971357,1.07285249
Glyma.05G159200,no,yes,no,2.875529692,3.67787244,2.875529692,3.67787244,3.276701066
Glyma.05G160800,no,yes,no,1.326828015,1.792412744,1.326828015,1.792412744,1.55962038
Glyma.05G161000,yes,yes,no,-0.78828435,-0.747350888,0.78828435,0.747350888,0.767817619
Glyma.05G161100,no,yes,no,0.825136499,1.747137017,0.825136499,1.747137017,1.286136758
Glyma.05G161200,yes,yes,no,1.442573613,1.849323952,1.442573613,1.849323952,1.645948783
Glyma.05G161400,no,yes,no,2.218436879,3.335695612,2.218436879,3.335695612,2.777066245
Glyma.05G161600,no,yes,no,1.708245326,2.313452126,1.708245326,2.313452126,2.010848726
Glyma.05G162100,yes,yes,no,1.320972851,1.468858774,1.320972851,1.468858774,1.394915813
Glyma.05G162600,no,yes,no,1.557828794,2.353476697,1.557828794,2.353476697,1.955652746
Glyma.05G166800,no,yes,no,-0.916937755,-1.120208527,0.916937755,1.120208527,1.018573141
Glyma.05G166900,no,yes,no,-1.644843715,-1.82538734,1.644843715,1.82538734,1.735115528
Glyma.05G167100,no,yes,no,-0.363769472,-0.467907928,0.363769472,0.467907928,0.4158387
Glyma.05G167300,yes,yes,no,0.810477483,0.812154786,0.810477483,0.812154786,0.811316134
Glyma.05G167700,no,yes,no,0.515138117,0.63652203,0.515138117,0.63652203,0.575830073
Glyma.05G168400,yes,yes,no,-0.828347723,-0.99929372,0.828347723,0.99929372,0.913820721
Glyma.05G168802,no,yes,no,0.848216887,1.264224327,0.848216887,1.264224327,1.056220607
Glyma.05G168900,yes,yes,no,-1.20325673,-0.983240502,1.20325673,0.983240502,1.093248616
Glyma.05G169200,no,yes,no,-0.524155858,-0.926722006,0.524155858,0.926722006,0.725438932
Glyma.05G169600,yes,yes,no,2.163790292,1.948873966,2.163790292,1.948873966,2.056332129
Glyma.05G172300,no,yes,no,-0.625585271,-0.859603994,0.625585271,0.859603994,0.742594632
Glyma.05G173100,no,yes,no,1.286223381,1.769110309,1.286223381,1.769110309,1.527666845
Glyma.05G173300,no,yes,no,1.762932047,2.229030886,1.762932047,2.229030886,1.995981466
Glyma.05G174200,no,yes,no,-0.428578982,-0.535612759,0.428578982,0.535612759,0.482095871
Glyma.05G175400,no,yes,no,1.225255323,1.32927989,1.225255323,1.32927989,1.277267606
Glyma.05G175600,no,yes,no,0.373724855,0.523908616,0.373724855,0.523908616,0.448816736
Glyma.05G175800,no,yes,no,0.187911844,4.565639959,0.187911844,4.565639959,2.376775902
Glyma.05G175900,no,yes,no,0.441158831,0.634538892,0.441158831,0.634538892,0.537848861
Glyma.05G176400,no,yes,no,0.065112272,0.442444278,0.065112272,0.442444278,0.253778275
Glyma.05G177000,no,yes,no,-0.307763651,-0.886989336,0.307763651,0.886989336,0.597376494
Glyma.05G177700,yes,yes,no,5.208256553,5.714518895,5.208256553,5.714518895,5.461387724
Glyma.05G178200,no,yes,no,1.066912193,1.651960443,1.066912193,1.651960443,1.359436318
Glyma.05G179300,no,yes,no,-0.694829145,-1.029309611,0.694829145,1.029309611,0.862069378
Glyma.05G180600,yes,no,no,-2.282955073,-1.421329693,2.282955073,1.421329693,1.852142383
Glyma.05G181600,no,yes,no,-0.245429073,-0.5663104,0.245429073,0.5663104,0.405869736
Glyma.05G182300,no,yes,no,-0.289069113,-0.458643336,0.289069113,0.458643336,0.373856225
Glyma.05G183100,yes,yes,no,-0.794109895,-0.993556149,0.794109895,0.993556149,0.893833022
Glyma.05G183600,no,yes,no,-0.246598524,-0.768828207,0.246598524,0.768828207,0.507713366
Glyma.05G183800,no,yes,no,0.779531944,1.052791063,0.779531944,1.052791063,0.916161503
Glyma.05G184200,yes,no,no,-1.672383301,-0.94996135,1.672383301,0.94996135,1.311172325
Glyma.05G185000,no,yes,no,0.607926155,1.011083011,0.607926155,1.011083011,0.809504583
Glyma.05G189600,yes,yes,no,1.684334407,2.477531397,1.684334407,2.477531397,2.080932902
Glyma.05G191900,yes,yes,no,-1.456427396,-1.312645919,1.456427396,1.312645919,1.384536658
Glyma.05G192700,yes,yes,no,-1.287582053,-1.288707595,1.287582053,1.288707595,1.288144824
Glyma.05G193200,no,yes,no,-0.366097146,-0.797815116,0.366097146,0.797815116,0.581956131
Glyma.05G193500,yes,yes,no,-1.222756608,-1.406815306,1.222756608,1.406815306,1.314785957
Glyma.05G194101,no,yes,no,0.881023566,1.391955602,0.881023566,1.391955602,1.136489584
Glyma.05G194700,yes,yes,no,-1.126351402,-0.855774096,1.126351402,0.855774096,0.991062749
Glyma.05G195000,yes,yes,no,3.776168363,4.769699186,3.776168363,4.769699186,4.272933774
Glyma.05G195400,no,yes,no,-0.70136268,-0.959850097,0.70136268,0.959850097,0.830606388
Glyma.05G195900,yes,yes,no,-1.900576376,-2.337030181,1.900576376,2.337030181,2.118803278
Glyma.05G196700,yes,yes,no,2.095451351,2.780118029,2.095451351,2.780118029,2.43778469
Glyma.05G196900,no,yes,no,0.76845424,0.946650051,0.76845424,0.946650051,0.857552145
Glyma.05G197000,no,yes,no,1.308005054,1.736389754,1.308005054,1.736389754,1.522197404
Glyma.05G197400,no,yes,no,0.450044509,0.746593906,0.450044509,0.746593906,0.598319207
Glyma.05G197700,no,yes,no,-0.381066748,-0.734353267,0.381066748,0.734353267,0.557710008
Glyma.05G200101,no,yes,no,2.445182167,3.282930789,2.445182167,3.282930789,2.864056478
Glyma.05G200200,yes,yes,no,2.816674315,3.049714186,2.816674315,3.049714186,2.93319425
Glyma.05G201300,yes,yes,no,-1.584087907,-2.032946492,1.584087907,2.032946492,1.808517199
Glyma.05G202500,yes,yes,no,3.21418872,3.739472962,3.21418872,3.739472962,3.476830841
Glyma.05G202700,no,yes,no,-0.78293898,-1.118622732,0.78293898,1.118622732,0.950780856
Glyma.05G203500,no,yes,no,-0.797023435,-1.30523879,0.797023435,1.30523879,1.051131113
Glyma.05G204100,no,yes,no,-0.444671779,-0.907721997,0.444671779,0.907721997,0.676196888
Glyma.05G204800,yes,yes,no,4.272180932,4.422472233,4.272180932,4.422472233,4.347326582
Glyma.05G206200,no,yes,no,-1.518489379,-2.787546357,1.518489379,2.787546357,2.153017868
Glyma.05G207400,no,yes,no,0.320791843,0.58622744,0.320791843,0.58622744,0.453509641
Glyma.05G207600,no,yes,no,0.69771794,0.871452267,0.69771794,0.871452267,0.784585104
Glyma.05G208400,no,yes,no,0.645896828,0.977243555,0.645896828,0.977243555,0.811570192
Glyma.05G208700,no,yes,no,-1.726044379,-3.551874137,1.726044379,3.551874137,2.638959258
Glyma.05G209000,yes,yes,yes,2.36085099,3.497362665,2.36085099,3.497362665,2.929106828
Glyma.05G209100,no,yes,no,1.182481445,1.666305717,1.182481445,1.666305717,1.424393581
Glyma.05G209600,no,yes,no,0.367698843,0.645538745,0.367698843,0.645538745,0.506618794
Glyma.05G210400,no,yes,no,-0.557717456,-0.828035698,0.557717456,0.828035698,0.692876577
Glyma.05G211900,yes,yes,no,3.914576339,4.798561236,3.914576339,4.798561236,4.356568788
Glyma.05G213200,no,yes,no,0.571632005,0.652449856,0.571632005,0.652449856,0.61204093
Glyma.05G213300,yes,yes,no,0.739096323,0.660110205,0.739096323,0.660110205,0.699603264
Glyma.05G214300,no,yes,no,-0.599033269,-1.270316531,0.599033269,1.270316531,0.9346749
Glyma.05G214700,no,yes,no,0.587930107,2.890899602,0.587930107,2.890899602,1.739414854
Glyma.05G215900,yes,yes,no,2.552628614,2.962067204,2.552628614,2.962067204,2.757347909
Glyma.05G216000,no,yes,no,-1.040540864,-1.18455922,1.040540864,1.18455922,1.112550042
Glyma.05G216100,yes,yes,no,-1.210545708,-1.267250337,1.210545708,1.267250337,1.238898023
Glyma.05G216400,no,yes,no,-0.365260236,-0.776028211,0.365260236,0.776028211,0.570644224
Glyma.05G219100,yes,no,no,-2.039898531,-1.331828857,2.039898531,1.331828857,1.685863694
Glyma.05G219500,no,yes,no,0.356011396,0.983779416,0.356011396,0.983779416,0.669895406
Glyma.05G221300,yes,yes,no,1.01465136,1.022419586,1.01465136,1.022419586,1.018535473
Glyma.05G221800,no,yes,no,-0.65484375,-1.281045692,0.65484375,1.281045692,0.967944721
Glyma.05G222400,yes,yes,no,5.435933795,5.573539711,5.435933795,5.573539711,5.504736753
Glyma.05G222700,no,yes,no,-0.540766123,-0.978146236,0.540766123,0.978146236,0.759456179
Glyma.05G222800,no,yes,no,-0.840535687,-1.371742377,0.840535687,1.371742377,1.106139032
Glyma.05G224000,yes,yes,no,0.51546767,0.398227931,0.51546767,0.398227931,0.4568478
Glyma.05G224400,no,yes,no,-0.695961422,-1.331460659,0.695961422,1.331460659,1.013711041
Glyma.05G226000,yes,yes,no,-2.60211556,-1.943179283,2.60211556,1.943179283,2.272647422
Glyma.05G227400,no,yes,no,1.071096364,1.810624299,1.071096364,1.810624299,1.440860332
Glyma.05G229500,no,yes,no,-0.500545406,-0.795291116,0.500545406,0.795291116,0.647918261
Glyma.05G229600,no,yes,yes,0.254339334,4.973775518,0.254339334,4.973775518,2.614057426
Glyma.05G231500,no,yes,no,-1.308048998,-2.157095451,1.308048998,2.157095451,1.732572225
Glyma.05G232200,no,yes,no,0.534996746,0.939092373,0.534996746,0.939092373,0.737044559
Glyma.05G232400,no,yes,no,0.541217221,0.751698463,0.541217221,0.751698463,0.646457842
Glyma.05G233500,no,yes,no,-0.820679765,-0.935321669,0.820679765,0.935321669,0.878000717
Glyma.05G234500,yes,yes,no,2.965967185,2.916700207,2.965967185,2.916700207,2.941333696
Glyma.05G234600,yes,yes,no,5.571302426,6.374150479,5.571302426,6.374150479,5.972726453
Glyma.05G235900,no,yes,no,-0.406780863,-0.649877489,0.406780863,0.649877489,0.528329176
Glyma.05G236300,yes,yes,no,1.868378313,2.143100324,1.868378313,2.143100324,2.005739318
Glyma.05G236600,no,yes,no,-0.262037331,-0.956800111,0.262037331,0.956800111,0.609418721
Glyma.05G237100,yes,yes,no,3.70420921,4.746465972,3.70420921,4.746465972,4.225337591
Glyma.05G237200,no,yes,no,1.805199376,3.039766079,1.805199376,3.039766079,2.422482728
Glyma.05G237400,no,yes,no,0.43694327,0.61612832,0.43694327,0.61612832,0.526535795
Glyma.05G239300,no,yes,no,-0.371220666,-0.45032608,0.371220666,0.45032608,0.410773373
Glyma.05G240100,no,yes,no,0.364473511,0.655794366,0.364473511,0.655794366,0.510133938
Glyma.05G240500,no,yes,no,0.27565261,1.054149883,0.27565261,1.054149883,0.664901246
Glyma.05G240700,no,yes,no,0.598977804,1.061336629,0.598977804,1.061336629,0.830157216
Glyma.05G241100,no,yes,no,0.451097091,0.667958797,0.451097091,0.667958797,0.559527944
Glyma.05G242000,no,yes,no,-1.842985559,-2.623603204,1.842985559,2.623603204,2.233294382
Glyma.05G242600,yes,yes,no,0.726001919,0.86550463,0.726001919,0.86550463,0.795753274
Glyma.05G243200,yes,yes,no,-1.598693385,-1.478440762,1.598693385,1.478440762,1.538567074
Glyma.05G243300,no,yes,no,-0.919042381,-1.371206736,0.919042381,1.371206736,1.145124558
Glyma.05G243400,no,yes,no,0.332457958,0.483080339,0.332457958,0.483080339,0.407769149
Glyma.05G244200,no,yes,no,-0.047115722,-0.589355363,0.047115722,0.589355363,0.318235542
Glyma.05G245200,no,yes,no,-1.040819534,-1.088768493,1.040819534,1.088768493,1.064794013
Glyma.05G245300,no,yes,no,0.715021155,1.002302654,0.715021155,1.002302654,0.858661905
Glyma.05G245600,yes,yes,no,0.644600249,0.604527071,0.644600249,0.604527071,0.62456366
Glyma.05G246500,no,yes,no,-0.176287608,-0.61273022,0.176287608,0.61273022,0.394508914
Glyma.06G001100,no,yes,no,-0.472234451,-0.582025665,0.472234451,0.582025665,0.527130058
Glyma.06G003100,yes,yes,no,3.556159219,4.581811163,3.556159219,4.581811163,4.068985191
Glyma.06G003300,no,yes,no,0.353358582,0.716481216,0.353358582,0.716481216,0.534919899
Glyma.06G005600,no,yes,no,0.331306453,0.780872824,0.331306453,0.780872824,0.556089639
Glyma.06G006500,yes,yes,no,4.199721996,5.661958281,4.199721996,5.661958281,4.930840138
Glyma.06G007500,yes,yes,no,0.942964945,1.222780752,0.942964945,1.222780752,1.082872849
Glyma.06G010200,no,yes,no,0.736466166,1.262375031,0.736466166,1.262375031,0.999420599
Glyma.06G010800,yes,yes,no,4.359671311,5.918138313,4.359671311,5.918138313,5.138904812
Glyma.06G011600,no,yes,no,-0.817858364,-1.380156347,0.817858364,1.380156347,1.099007355
Glyma.06G011700,no,yes,no,-0.901611332,-1.521581898,0.901611332,1.521581898,1.211596615
Glyma.06G012200,no,yes,no,-0.804463907,-1.084808052,0.804463907,1.084808052,0.944635979
Glyma.06G012900,no,yes,no,-0.669816405,-1.086633053,0.669816405,1.086633053,0.878224729
Glyma.06G013300,yes,yes,no,2.374141808,3.097506,2.374141808,3.097506,2.735823904
Glyma.06G013400,no,yes,no,0.970367783,1.749429066,0.970367783,1.749429066,1.359898424
Glyma.06G014500,yes,yes,no,-0.82477829,-1.124641906,0.82477829,1.124641906,0.974710098
Glyma.06G015000,no,yes,no,-0.543400254,-1.019094082,0.543400254,1.019094082,0.781247168
Glyma.06G015900,yes,yes,no,-1.088241669,-1.443631632,1.088241669,1.443631632,1.26593665
Glyma.06G018400,no,yes,no,0.229446806,0.596729823,0.229446806,0.596729823,0.413088314
Glyma.06G018500,no,yes,no,-0.441684957,-0.720605291,0.441684957,0.720605291,0.581145124
Glyma.06G020400,no,yes,no,-0.570518176,-0.899075788,0.570518176,0.899075788,0.734796982
Glyma.06G020800,no,yes,no,1.519391874,5.536685319,1.519391874,5.536685319,3.528038597
Glyma.06G022100,no,yes,no,0.496667323,0.688223815,0.496667323,0.688223815,0.592445569
Glyma.06G024000,yes,yes,no,1.666521801,2.870391124,1.666521801,2.870391124,2.268456462
Glyma.06G025100,no,yes,no,-0.314881743,-0.734737327,0.314881743,0.734737327,0.524809535
Glyma.06G025600,no,yes,no,0.531465316,1.004009106,0.531465316,1.004009106,0.767737211
Glyma.06G027100,yes,yes,no,1.599885549,1.281581063,1.599885549,1.281581063,1.440733306
Glyma.06G027700,yes,no,no,-0.463891458,-0.35376563,0.463891458,0.35376563,0.408828544
Glyma.06G029900,no,yes,no,-0.31547309,-0.591917747,0.31547309,0.591917747,0.453695418
Glyma.06G030500,no,yes,no,-0.724992546,-1.167744427,0.724992546,1.167744427,0.946368487
Glyma.06G030700,no,yes,no,0.210083342,0.525012731,0.210083342,0.525012731,0.367548037
Glyma.06G032100,yes,yes,no,-1.422642456,-1.614744359,1.422642456,1.614744359,1.518693407
Glyma.06G032400,no,yes,no,-0.371132973,-2.986681344,0.371132973,2.986681344,1.678907159
Glyma.06G035300,yes,yes,no,1.541903001,2.215497625,1.541903001,2.215497625,1.878700313
Glyma.06G036100,no,yes,no,0.569123023,0.738899129,0.569123023,0.738899129,0.654011076
Glyma.06G036400,yes,yes,no,1.140031899,1.804008055,1.140031899,1.804008055,1.472019977
Glyma.06G036700,yes,yes,no,4.405374793,4.766679886,4.405374793,4.766679886,4.58602734
Glyma.06G037000,yes,yes,no,1.280488966,1.802892677,1.280488966,1.802892677,1.541690822
Glyma.06G038000,no,yes,no,-0.020232979,0.796717097,0.020232979,0.796717097,0.408475038
Glyma.06G038400,yes,no,no,2.220686816,1.786988714,2.220686816,1.786988714,2.003837765
Glyma.06G039700,yes,yes,no,-1.137973079,-0.880919488,1.137973079,0.880919488,1.009446283
Glyma.06G041300,yes,yes,no,3.674987266,5.349607914,3.674987266,5.349607914,4.51229759
Glyma.06G042300,no,yes,no,0.763292231,1.392820868,0.763292231,1.392820868,1.078056549
Glyma.06G042900,no,yes,no,0.934638123,1.368599092,0.934638123,1.368599092,1.151618608
Glyma.06G043400,no,yes,no,-0.71721093,-0.886029821,0.71721093,0.886029821,0.801620375
Glyma.06G045000,yes,no,no,0.883473443,0.523416835,0.883473443,0.523416835,0.703445139
Glyma.06G045400,yes,yes,no,2.10570053,2.720332008,2.10570053,2.720332008,2.413016269
Glyma.06G047600,no,yes,no,0.746137203,1.864529201,0.746137203,1.864529201,1.305333202
Glyma.06G049500,no,yes,no,-0.521469403,-1.044640495,0.521469403,1.044640495,0.783054949
Glyma.06G050700,no,yes,no,0.20407562,0.514694782,0.20407562,0.514694782,0.359385201
Glyma.06G052900,yes,yes,no,0.961544788,1.289152117,0.961544788,1.289152117,1.125348452
Glyma.06G054200,no,yes,no,-0.258304204,-0.462515652,0.258304204,0.462515652,0.360409928
Glyma.06G054700,no,yes,no,-1.072534192,-1.683843931,1.072534192,1.683843931,1.378189062
Glyma.06G055500,no,yes,no,-0.425692608,-0.660737323,0.425692608,0.660737323,0.543214966
Glyma.06G055900,no,yes,no,-0.504946159,-0.738586479,0.504946159,0.738586479,0.621766319
Glyma.06G059500,yes,no,no,-1.175252855,-0.887027193,1.175252855,0.887027193,1.031140024
Glyma.06G061200,no,yes,no,-0.944048567,-1.231175249,0.944048567,1.231175249,1.087611908
Glyma.06G061900,yes,yes,no,3.151277289,3.167826927,3.151277289,3.167826927,3.159552108
Glyma.06G065800,no,yes,no,0.326594246,1.11801762,0.326594246,1.11801762,0.722305933
Glyma.06G066600,no,yes,no,-0.721205938,-1.768787151,0.721205938,1.768787151,1.244996545
Glyma.06G067000,yes,yes,no,-2.063865638,-2.98071517,2.063865638,2.98071517,2.522290404
Glyma.06G067400,no,yes,no,-0.826432944,-0.870359023,0.826432944,0.870359023,0.848395984
Glyma.06G068100,no,yes,no,1.312544064,1.572500667,1.312544064,1.572500667,1.442522366
Glyma.06G069500,no,yes,no,0.287487904,1.356059484,0.287487904,1.356059484,0.821773694
Glyma.06G070600,no,yes,no,0.46516404,0.595815701,0.46516404,0.595815701,0.530489871
Glyma.06G071600,no,yes,no,-0.550725322,-0.624154871,0.550725322,0.624154871,0.587440096
Glyma.06G072900,no,yes,no,0.844572915,1.419228456,0.844572915,1.419228456,1.131900686
Glyma.06G073000,no,yes,no,-0.659914022,-0.932755773,0.659914022,0.932755773,0.796334897
Glyma.06G073900,no,yes,no,-0.455399467,-0.625842249,0.455399467,0.625842249,0.540620858
Glyma.06G075200,no,yes,no,0.535922167,0.995226091,0.535922167,0.995226091,0.765574129
Glyma.06G075300,no,yes,no,0.637737997,0.95700522,0.637737997,0.95700522,0.797371609
Glyma.06G076100,no,yes,no,-0.235726074,-0.530598104,0.235726074,0.530598104,0.383162089
Glyma.06G076600,no,yes,no,0.481173064,1.142292816,0.481173064,1.142292816,0.81173294
Glyma.06G077400,yes,yes,no,1.394765223,1.818273237,1.394765223,1.818273237,1.60651923
Glyma.06G080100,no,yes,no,0.182720623,0.527234007,0.182720623,0.527234007,0.354977315
Glyma.06G082000,no,yes,no,0.855140613,1.651424262,0.855140613,1.651424262,1.253282438
Glyma.06G082100,no,yes,no,0.721607792,0.761139086,0.721607792,0.761139086,0.741373439
Glyma.06G082200,no,yes,no,0.444423064,0.79351996,0.444423064,0.79351996,0.618971512
Glyma.06G082800,no,yes,no,-0.295673641,-0.788178329,0.295673641,0.788178329,0.541925985
Glyma.06G083600,no,yes,no,-0.439125255,-1.097452769,0.439125255,1.097452769,0.768289012
Glyma.06G087800,yes,yes,no,1.874943146,3.148457021,1.874943146,3.148457021,2.511700084
