Target,Treatment,FC
Glyma.12G063200,R25_FC,1.930768514
Glyma.12G063700,R25_FC,0.712373283
Glyma.12G064000,R25_FC,-1.028927324
Glyma.12G065900,R25_FC,1.868290877
Glyma.12G068100,R25_FC,0.698925787
Glyma.12G070100,R25_FC,0.58067073
Glyma.12G071000,R25_FC,-1.109526737
Glyma.12G071300,R25_FC,0.661624212
Glyma.12G072100,R25_FC,-1.044685756
Glyma.12G072200,R25_FC,-1.583534324
Glyma.12G073000,R25_FC,2.593662928
Glyma.12G073100,R25_FC,0.669597886
Glyma.12G074300,R25_FC,-1.009161149
Glyma.12G075300,R25_FC,1.604824059
Glyma.12G077333,R25_FC,0.804057001
Glyma.12G079800,R25_FC,4.434860907
Glyma.12G081100,R25_FC,3.016018927
Glyma.12G081300,R25_FC,-0.620996743
Glyma.12G082100,R25_FC,-0.843933777
Glyma.12G084500,R25_FC,2.411772865
Glyma.12G084900,R25_FC,0.949832906
Glyma.12G085500,R25_FC,1.39869282
Glyma.12G085900,R25_FC,-1.616113402
Glyma.12G086100,R25_FC,1.223860776
Glyma.12G087100,R25_FC,-1.262643151
Glyma.12G087200,R25_FC,6.105794645
Glyma.12G088400,R25_FC,2.309135301
Glyma.12G089900,R25_FC,-1.876097422
Glyma.12G091100,R25_FC,-1.93663871
Glyma.12G091300,R25_FC,-0.409107733
Glyma.12G093100,R25_FC,2.434806131
Glyma.12G094000,R25_FC,-0.484850159
Glyma.12G094100,R25_FC,4.55515649
Glyma.12G095100,R25_FC,5.369277499
Glyma.12G095500,R25_FC,-1.412229059
Glyma.12G096300,R25_FC,0.679928299
Glyma.12G097100,R25_FC,4.583971012
Glyma.12G097700,R25_FC,-1.133927957
Glyma.12G098600,R25_FC,-0.6671637
Glyma.12G099700,R25_FC,-1.677201223
Glyma.12G101200,R25_FC,2.075049086
Glyma.12G103600,R25_FC,2.650519892
Glyma.12G103800,R25_FC,-1.139988655
Glyma.12G105900,R25_FC,-0.750128557
Glyma.12G108100,R25_FC,1.221528281
Glyma.12G110100,R25_FC,6.062172138
Glyma.12G114100,R25_FC,3.600854131
Glyma.12G116100,R25_FC,1.423859946
Glyma.12G116800,R25_FC,2.097912523
Glyma.12G117500,R25_FC,1.237299098
Glyma.12G117900,R25_FC,-0.79003899
Glyma.12G120500,R25_FC,1.544705345
Glyma.12G120800,R25_FC,0.829641952
Glyma.12G122400,R25_FC,-1.082004802
Glyma.12G129400,R25_FC,0.95073524
Glyma.12G129500,R25_FC,1.341665166
Glyma.12G130200,R25_FC,5.151572113
Glyma.12G131200,R25_FC,-1.392994189
Glyma.12G133700,R25_FC,-1.149459542
Glyma.12G135500,R25_FC,-0.626126457
Glyma.12G135700,R25_FC,1.05471566
Glyma.12G137700,R25_FC,5.895446259
Glyma.12G141900,R25_FC,8.159245517
Glyma.12G142900,R25_FC,2.12309801
Glyma.12G143200,R25_FC,2.088945302
Glyma.12G143900,R25_FC,2.377846081
Glyma.12G144400,R25_FC,2.339115316
Glyma.12G145400,R25_FC,3.249188033
Glyma.12G147700,R25_FC,1.063760134
Glyma.12G151500,R25_FC,-0.966008828
Glyma.12G154300,R25_FC,-0.910994632
Glyma.12G155900,R25_FC,0.732387233
Glyma.12G156532,R25_FC,3.11201221
Glyma.12G158460,R25_FC,-0.963588389
Glyma.12G161400,R25_FC,7.471603671
Glyma.12G163008,R25_FC,0.819594568
Glyma.12G167800,R25_FC,1.169793779
Glyma.12G169200,R25_FC,0.693206524
Glyma.12G169400,R25_FC,-1.902194427
Glyma.12G169500,R25_FC,-1.304517638
Glyma.12G169600,R25_FC,-2.288704109
Glyma.12G170400,R25_FC,-1.738593722
Glyma.12G170900,R25_FC,0.679961427
Glyma.12G172500,R25_FC,-0.707472719
Glyma.12G172600,R25_FC,-0.990980372
Glyma.12G172800,R25_FC,0.838539537
Glyma.12G173200,R25_FC,0.882897475
Glyma.12G173500,R25_FC,1.165496758
Glyma.12G175800,R25_FC,0.965741669
Glyma.12G179300,R25_FC,-0.585797815
Glyma.12G179600,R25_FC,1.699451625
Glyma.12G179800,R25_FC,2.401293164
Glyma.12G180000,R25_FC,-1.017617923
Glyma.12G180400,R25_FC,-0.760677307
Glyma.12G181500,R25_FC,0.976828766
Glyma.12G181600,R25_FC,-0.426271772
Glyma.12G181800,R25_FC,1.636241019
Glyma.12G182100,R25_FC,-0.913859202
Glyma.12G183100,R25_FC,-0.856583489
Glyma.12G183200,R25_FC,0.984930824
Glyma.12G184300,R25_FC,-1.673130441
Glyma.12G185400,R25_FC,1.645423961
Glyma.12G186400,R25_FC,1.143293032
Glyma.12G186800,R25_FC,3.495993625
Glyma.12G187000,R25_FC,5.274422995
Glyma.12G187400,R25_FC,1.839967523
Glyma.12G188900,R25_FC,7.417852218
Glyma.12G189000,R25_FC,6.219901365
Glyma.12G189600,R25_FC,1.034307222
Glyma.12G190700,R25_FC,-0.79634224
Glyma.12G191400,R25_FC,-1.283471217
Glyma.12G191500,R25_FC,2.244267853
Glyma.12G193800,R25_FC,0.772142417
Glyma.12G194000,R25_FC,1.297809109
Glyma.12G194300,R25_FC,-0.818413308
Glyma.12G196200,R25_FC,-2.528764262
Glyma.12G197400,R25_FC,6.753239103
Glyma.12G197500,R25_FC,6.29110647
Glyma.12G198800,R25_FC,2.239512532
Glyma.12G199400,R25_FC,-1.061083356
Glyma.12G200200,R25_FC,-1.361841842
Glyma.12G200400,R25_FC,3.215390689
Glyma.12G200500,R25_FC,2.113170253
Glyma.12G200600,R25_FC,2.612357041
Glyma.12G200800,R25_FC,2.766554712
Glyma.12G201000,R25_FC,-0.678397344
Glyma.12G202500,R25_FC,-1.042154573
Glyma.12G203600,R25_FC,-2.03267414
Glyma.12G204100,R25_FC,-1.762973814
Glyma.12G205000,R25_FC,1.791986774
Glyma.12G206700,R25_FC,2.551027664
Glyma.12G206800,R25_FC,1.454932242
Glyma.12G207400,R25_FC,3.386593378
Glyma.12G208400,R25_FC,-1.484084221
Glyma.12G209300,R25_FC,1.118175961
Glyma.12G209600,R25_FC,1.278748599
Glyma.12G209800,R25_FC,0.616564157
Glyma.12G210000,R25_FC,-0.499537296
Glyma.12G210600,R25_FC,-1.783338562
Glyma.12G212100,R25_FC,-1.061367893
Glyma.12G212300,R25_FC,1.403441941
Glyma.12G212500,R25_FC,2.456817043
Glyma.12G214100,R25_FC,2.169408298
Glyma.12G215100,R25_FC,-1.996618365
Glyma.12G215200,R25_FC,-0.755642165
Glyma.12G215300,R25_FC,-0.969830703
Glyma.12G216100,R25_FC,0.936783249
Glyma.12G217500,R25_FC,3.081245064
Glyma.12G218200,R25_FC,3.99073703
Glyma.12G218300,R25_FC,2.341696064
Glyma.12G219300,R25_FC,-0.922367032
Glyma.12G219400,R25_FC,-0.894557068
Glyma.12G221900,R25_FC,-0.835696092
Glyma.12G222000,R25_FC,-0.686001382
Glyma.12G222200,R25_FC,-0.806866216
Glyma.12G222400,R25_FC,1.484161566
Glyma.12G223200,R25_FC,0.802645115
Glyma.12G224000,R25_FC,1.943232092
Glyma.12G224600,R25_FC,-0.468532966
Glyma.12G225700,R25_FC,-0.94439787
Glyma.12G225800,R25_FC,2.991980734
Glyma.12G226100,R25_FC,0.941232874
Glyma.12G226600,R25_FC,1.106127314
Glyma.12G227400,R25_FC,-0.211738985
Glyma.12G227700,R25_FC,-1.64329187
Glyma.12G227800,R25_FC,-2.487983929
Glyma.12G229000,R25_FC,3.939654474
Glyma.12G229200,R25_FC,-1.036739683
Glyma.12G233500,R25_FC,2.145684637
Glyma.12G234500,R25_FC,2.067960873
Glyma.12G234600,R25_FC,3.958691778
Glyma.12G235100,R25_FC,2.04795277
Glyma.12G235500,R25_FC,-1.268388916
Glyma.12G236500,R25_FC,1.687053376
Glyma.12G238200,R25_FC,2.921131446
Glyma.12G239400,R25_FC,-0.641596859
Glyma.12G240600,R25_FC,0.727999167
Glyma.12G240900,R25_FC,0.911567332
Glyma.13G001500,R25_FC,2.767424474
Glyma.13G003200,R25_FC,1.483341714
Glyma.13G005100,R25_FC,2.507629552
Glyma.13G005500,R25_FC,1.243508931
Glyma.13G007200,R25_FC,-1.225720913
Glyma.13G009100,R25_FC,-1.445691747
Glyma.13G026901,R25_FC,-0.954271905
Glyma.13G027300,R25_FC,0.206468509
Glyma.13G028100,R25_FC,3.679523417
Glyma.13G029200,R25_FC,2.734768418
Glyma.13G030700,R25_FC,-0.555131503
Glyma.13G030900,R25_FC,1.63282923
Glyma.13G032000,R25_FC,4.989223779
Glyma.13G032100,R25_FC,2.799660852
Glyma.13G032600,R25_FC,2.915181483
Glyma.13G032700,R25_FC,2.818690505
Glyma.13G033900,R25_FC,2.270890346
Glyma.13G034600,R25_FC,0.611482544
Glyma.13G035700,R25_FC,4.978826926
Glyma.13G035800,R25_FC,1.730771331
Glyma.13G035900,R25_FC,-1.234869791
Glyma.13G036100,R25_FC,-1.032010162
Glyma.13G039900,R25_FC,-1.010651582
Glyma.13G041200,R25_FC,-0.591864532
Glyma.13G042300,R25_FC,1.906862354
Glyma.13G042500,R25_FC,-0.936171361
Glyma.13G043900,R25_FC,1.50797237
Glyma.13G044800,R25_FC,-0.833574946
Glyma.13G045100,R25_FC,-2.56619753
Glyma.13G045700,R25_FC,4.337195714
Glyma.13G045800,R25_FC,0.611339136
Glyma.13G046200,R25_FC,-1.676629189
Glyma.13G046300,R25_FC,3.390699559
Glyma.13G046700,R25_FC,-2.218287329
Glyma.13G047300,R25_FC,-1.281425942
Glyma.13G048100,R25_FC,-1.552088989
Glyma.13G048200,R25_FC,-1.496604097
Glyma.13G048500,R25_FC,-0.799454535
Glyma.13G048800,R25_FC,3.208618804
Glyma.13G049000,R25_FC,-1.531294151
Glyma.13G051000,R25_FC,-1.31291349
Glyma.13G053900,R25_FC,3.055692
Glyma.13G054400,R25_FC,1.601763055
Glyma.13G054800,R25_FC,-0.951199487
Glyma.13G055200,R25_FC,0.665356168
Glyma.13G055400,R25_FC,-0.531282112
Glyma.13G056100,R25_FC,2.424573244
Glyma.13G056200,R25_FC,1.480832486
Glyma.13G060900,R25_FC,-3.809718984
Glyma.13G062200,R25_FC,0.553838473
Glyma.13G062700,R25_FC,-0.754303277
Glyma.13G062900,R25_FC,-1.425171621
Glyma.13G063400,R25_FC,-0.958012408
Glyma.13G064200,R25_FC,3.179187739
Glyma.13G064300,R25_FC,1.751503481
Glyma.13G065300,R25_FC,1.527620251
Glyma.13G066100,R25_FC,6.492890018
Glyma.13G067500,R25_FC,-0.780933784
Glyma.13G067900,R25_FC,2.116983731
Glyma.13G068400,R25_FC,-1.271574146
Glyma.13G068800,R25_FC,6.223632898
Glyma.13G069000,R25_FC,0.841983432
Glyma.13G069100,R25_FC,-1.524650958
Glyma.13G069200,R25_FC,2.463973143
Glyma.13G069800,R25_FC,1.035644156
Glyma.13G070100,R25_FC,-0.555465559
Glyma.13G072700,R25_FC,1.233575923
Glyma.13G072800,R25_FC,0.744815922
Glyma.13G073900,R25_FC,4.346310343
Glyma.13G076800,R25_FC,0.608487067
Glyma.13G076900,R25_FC,1.182179789
Glyma.13G079300,R25_FC,2.478088756
Glyma.13G085800,R25_FC,5.044656824
Glyma.13G085900,R25_FC,2.972498971
Glyma.13G087300,R25_FC,-1.468743535
Glyma.13G087400,R25_FC,3.165561808
Glyma.13G087500,R25_FC,3.530133347
Glyma.13G087900,R25_FC,1.808607377
Glyma.13G088000,R25_FC,1.923003719
Glyma.13G088100,R25_FC,0.759442267
Glyma.13G089200,R25_FC,-0.562333567
Glyma.13G089600,R25_FC,-0.806912662
Glyma.13G089700,R25_FC,0.869983245
Glyma.13G089800,R25_FC,-1.446337376
Glyma.13G090300,R25_FC,2.654021145
Glyma.13G093100,R25_FC,-0.48001156
Glyma.13G093332,R25_FC,3.972623635
Glyma.13G093500,R25_FC,-1.130114008
Glyma.13G094200,R25_FC,-1.122271852
Glyma.13G095200,R25_FC,1.932583461
Glyma.13G095700,R25_FC,5.105639395
Glyma.13G096500,R25_FC,0.793393324
Glyma.13G098100,R25_FC,-1.089019397
Glyma.13G099800,R25_FC,5.522028684
Glyma.13G100100,R25_FC,-1.06904012
Glyma.13G102700,R25_FC,-1.740118505
Glyma.13G106900,R25_FC,0.563455815
Glyma.13G108100,R25_FC,0.797134943
Glyma.13G108500,R25_FC,-2.47251572
Glyma.13G109800,R25_FC,9.356361611
Glyma.13G110700,R25_FC,1.219403302
Glyma.13G111600,R25_FC,1.012006956
Glyma.13G111900,R25_FC,-0.529202613
Glyma.13G112000,R25_FC,2.583717773
Glyma.13G112100,R25_FC,-0.34457467
Glyma.13G112700,R25_FC,-0.608428634
Glyma.13G113400,R25_FC,0.692753216
Glyma.13G114800,R25_FC,-0.547283087
Glyma.13G115000,R25_FC,1.236125343
Glyma.13G115300,R25_FC,1.480981757
Glyma.13G117500,R25_FC,1.0365142
Glyma.13G117600,R25_FC,3.581690894
Glyma.13G118300,R25_FC,-0.737317107
Glyma.13G118900,R25_FC,4.87157014
Glyma.13G119000,R25_FC,1.622973356
Glyma.13G120000,R25_FC,-0.948458882
Glyma.13G120100,R25_FC,-0.928069811
Glyma.13G122300,R25_FC,1.761586677
Glyma.13G123000,R25_FC,5.912638946
Glyma.13G123100,R25_FC,2.397548527
Glyma.13G127200,R25_FC,-0.588242434
Glyma.13G128100,R25_FC,2.00423023
Glyma.13G129000,R25_FC,3.498580183
Glyma.13G129100,R25_FC,5.530913917
Glyma.13G129300,R25_FC,-1.265676891
Glyma.13G130700,R25_FC,0.477887929
Glyma.13G133100,R25_FC,4.948683373
Glyma.13G133500,R25_FC,-1.121993995
Glyma.13G134500,R25_FC,1.381984494
Glyma.13G134700,R25_FC,-1.2434011
Glyma.13G134900,R25_FC,1.182885573
Glyma.13G135500,R25_FC,0.922246287
Glyma.13G136700,R25_FC,-0.835227828
Glyma.13G138300,R25_FC,4.550063774
Glyma.13G139100,R25_FC,0.519471853
Glyma.13G139400,R25_FC,-0.651807942
Glyma.13G139500,R25_FC,1.832895422
Glyma.13G140700,R25_FC,-0.728362011
Glyma.13G141700,R25_FC,-1.030196329
Glyma.13G141900,R25_FC,1.946688138
Glyma.13G142400,R25_FC,0.982305598
Glyma.13G142500,R25_FC,-0.642987496
Glyma.13G143500,R25_FC,1.064882152
Glyma.13G143600,R25_FC,-0.478513874
Glyma.13G144202,R25_FC,1.197623063
Glyma.13G145000,R25_FC,1.427253484
Glyma.13G146200,R25_FC,-1.717881654
Glyma.13G146600,R25_FC,-1.266528946
Glyma.13G147800,R25_FC,-1.065060732
Glyma.13G148600,R25_FC,-0.659803868
Glyma.13G149100,R25_FC,2.646973371
Glyma.13G149700,R25_FC,2.393563757
Glyma.13G149800,R25_FC,0.662055076
Glyma.13G150000,R25_FC,-0.854407605
Glyma.13G150300,R25_FC,2.644520332
Glyma.13G151300,R25_FC,0.681342218
Glyma.13G151800,R25_FC,1.216045028
Glyma.13G152542,R25_FC,2.91279885
Glyma.13G152814,R25_FC,5.905688639
Glyma.13G152950,R25_FC,-2.108897504
Glyma.13G153300,R25_FC,-0.416191845
Glyma.13G153400,R25_FC,-2.172098476
Glyma.13G154300,R25_FC,1.586418609
Glyma.13G155200,R25_FC,-1.261916693
Glyma.13G156500,R25_FC,1.11368298
Glyma.13G156600,R25_FC,-0.584195567
Glyma.13G157400,R25_FC,4.619761595
Glyma.13G158200,R25_FC,2.706413124
Glyma.13G159000,R25_FC,-2.958577926
Glyma.13G159400,R25_FC,-1.124134087
Glyma.13G159600,R25_FC,-1.568692778
Glyma.13G160400,R25_FC,-2.090996078
Glyma.13G162900,R25_FC,-0.844749002
Glyma.13G164000,R25_FC,1.853033493
Glyma.13G165300,R25_FC,-2.011856702
Glyma.13G165400,R25_FC,0.910137998
Glyma.13G165700,R25_FC,-1.260728461
Glyma.13G166300,R25_FC,1.087657263
Glyma.13G166400,R25_FC,0.672853751
Glyma.13G167800,R25_FC,0.780216602
Glyma.13G170200,R25_FC,-0.302280523
Glyma.13G172000,R25_FC,1.022625728
Glyma.13G173300,R25_FC,2.928187643
Glyma.13G173401,R25_FC,4.356472475
Glyma.13G173500,R25_FC,3.678778289
Glyma.13G174900,R25_FC,-0.958652864
Glyma.13G176300,R25_FC,-1.292899917
Glyma.13G176500,R25_FC,-1.406342911
Glyma.13G176600,R25_FC,1.188896268
Glyma.13G177900,R25_FC,-0.821100647
Glyma.13G179900,R25_FC,-0.91834469
Glyma.13G181200,R25_FC,0.530981649
Glyma.13G183900,R25_FC,1.047529088
Glyma.13G184500,R25_FC,-4.457513612
Glyma.13G186200,R25_FC,5.162322251
Glyma.13G186600,R25_FC,4.93595204
Glyma.13G187000,R25_FC,-0.726409023
Glyma.13G191400,R25_FC,4.015128327
Glyma.13G192400,R25_FC,-0.589929768
Glyma.13G192600,R25_FC,0.989322258
Glyma.13G193800,R25_FC,6.746191414
Glyma.13G195200,R25_FC,2.082752587
Glyma.13G196200,R25_FC,-0.914839103
Glyma.13G196500,R25_FC,3.326895727
Glyma.13G199500,R25_FC,-1.541931636
Glyma.13G199800,R25_FC,-0.829001227
Glyma.13G200000,R25_FC,-1.637143486
Glyma.13G200300,R25_FC,-2.221305292
Glyma.13G200800,R25_FC,-0.692146312
Glyma.13G201200,R25_FC,1.433426825
Glyma.13G202200,R25_FC,-0.738813722
Glyma.13G202300,R25_FC,-0.562445506
Glyma.13G203000,R25_FC,8.845029645
Glyma.13G204800,R25_FC,-1.041460476
Glyma.13G205300,R25_FC,-0.887211118
Glyma.13G205400,R25_FC,1.963132295
Glyma.13G205600,R25_FC,-0.317280688
Glyma.13G206600,R25_FC,1.612275961
Glyma.13G208000,R25_FC,5.524888633
Glyma.13G209600,R25_FC,4.933472441
Glyma.13G210000,R25_FC,5.055392546
Glyma.13G210700,R25_FC,1.204967913
Glyma.13G210800,R25_FC,-1.464074983
Glyma.13G211800,R25_FC,-1.096697147
Glyma.13G212300,R25_FC,4.12447575
Glyma.13G212600,R25_FC,-1.845007372
Glyma.13G213300,R25_FC,4.569045553
Glyma.13G213500,R25_FC,-1.556569941
Glyma.13G214400,R25_FC,0.790094164
Glyma.13G215100,R25_FC,-1.645482891
Glyma.13G217400,R25_FC,2.063648191
Glyma.13G217900,R25_FC,0.878445112
Glyma.13G220000,R25_FC,1.27065801
Glyma.13G220100,R25_FC,-1.252024556
Glyma.13G220900,R25_FC,-1.470681784
Glyma.13G221400,R25_FC,-0.623406343
Glyma.13G221700,R25_FC,3.082273063
Glyma.13G223100,R25_FC,-1.181963112
Glyma.13G223400,R25_FC,2.523593962
Glyma.13G224500,R25_FC,0.797954494
Glyma.13G225700,R25_FC,1.962290551
Glyma.13G227000,R25_FC,-0.756898139
Glyma.13G227900,R25_FC,1.736655545
Glyma.13G228000,R25_FC,0.505161495
Glyma.13G229300,R25_FC,3.517315752
Glyma.13G230400,R25_FC,2.064932173
Glyma.13G231700,R25_FC,2.433662841
Glyma.13G231900,R25_FC,5.799784155
Glyma.13G232500,R25_FC,-1.096669338
Glyma.13G233000,R25_FC,5.38071876
Glyma.13G233300,R25_FC,4.152341294
Glyma.13G233500,R25_FC,0.53558766
Glyma.13G233600,R25_FC,-1.980926127
Glyma.13G233900,R25_FC,2.072175519
Glyma.13G234500,R25_FC,3.025656731
Glyma.13G235600,R25_FC,-0.540037692
Glyma.13G236500,R25_FC,1.138362318
Glyma.13G236600,R25_FC,3.085739947
Glyma.13G238300,R25_FC,-1.021413693
Glyma.13G240500,R25_FC,-1.886142813
Glyma.13G240600,R25_FC,-0.463352295
Glyma.13G240800,R25_FC,-0.929693138
Glyma.13G241900,R25_FC,-0.850754207
Glyma.13G245500,R25_FC,1.171372133
Glyma.13G246500,R25_FC,1.293073857
Glyma.13G246600,R25_FC,1.276433353
Glyma.13G246700,R25_FC,-1.176848757
Glyma.13G246800,R25_FC,0.97270814
Glyma.13G248500,R25_FC,3.020737422
Glyma.13G250900,R25_FC,1.05283636
Glyma.13G253300,R25_FC,3.337642573
Glyma.13G253800,R25_FC,-0.538118761
Glyma.13G255300,R25_FC,1.203723197
Glyma.13G256000,R25_FC,1.590960823
Glyma.13G257200,R25_FC,-1.849228691
Glyma.13G257400,R25_FC,-3.13207144
Glyma.13G258300,R25_FC,-1.379701269
Glyma.13G258500,R25_FC,-0.502564082
Glyma.13G259200,R25_FC,-1.551331781
Glyma.13G261700,R25_FC,-1.109964056
Glyma.13G262400,R25_FC,-2.060096594
Glyma.13G263800,R25_FC,2.023780863
Glyma.13G265300,R25_FC,8.142334622
Glyma.13G265400,R25_FC,2.251712207
Glyma.13G265700,R25_FC,1.231654527
Glyma.13G266100,R25_FC,1.880305435
Glyma.13G266600,R25_FC,0.613458165
Glyma.13G269100,R25_FC,-1.445843188
Glyma.13G269500,R25_FC,-1.65564625
Glyma.13G270100,R25_FC,2.031336882
Glyma.13G270400,R25_FC,-1.293580688
Glyma.13G270600,R25_FC,-0.999541103
Glyma.13G271200,R25_FC,-0.912339416
Glyma.13G271400,R25_FC,0.528766319
Glyma.13G272000,R25_FC,-0.60089015
Glyma.13G274100,R25_FC,1.466910994
Glyma.13G275100,R25_FC,1.002804967
Glyma.13G275400,R25_FC,1.212561676
Glyma.13G276100,R25_FC,1.910745021
Glyma.13G277400,R25_FC,0.761564686
Glyma.13G277500,R25_FC,2.459887616
Glyma.13G277900,R25_FC,-0.863223808
Glyma.13G278400,R25_FC,2.060273728
Glyma.13G279200,R25_FC,2.007393048
Glyma.13G279900,R25_FC,2.004183303
Glyma.13G280400,R25_FC,1.762514385
Glyma.13G281400,R25_FC,0.988818943
Glyma.13G281700,R25_FC,-0.701968864
Glyma.13G281900,R25_FC,-0.660333933
Glyma.13G282000,R25_FC,-0.740006006
Glyma.13G282100,R25_FC,5.968141695
Glyma.13G282200,R25_FC,3.916002915
Glyma.13G283400,R25_FC,1.502392517
Glyma.13G283500,R25_FC,1.577252182
Glyma.13G283600,R25_FC,2.086889894
Glyma.13G284900,R25_FC,2.046385294
Glyma.13G285300,R25_FC,5.699372061
Glyma.13G285400,R25_FC,1.379843754
Glyma.13G286300,R25_FC,-0.773498654
Glyma.13G286400,R25_FC,-0.736643469
Glyma.13G287200,R25_FC,-0.915434633
Glyma.13G289400,R25_FC,1.260217867
Glyma.13G289600,R25_FC,-1.362152978
Glyma.13G293100,R25_FC,-1.279114535
Glyma.13G293200,R25_FC,0.874823431
Glyma.13G294100,R25_FC,2.128338462
Glyma.13G294400,R25_FC,-1.258905193
Glyma.13G296400,R25_FC,1.412434237
Glyma.13G298900,R25_FC,-1.659227797
Glyma.13G299200,R25_FC,-0.959916412
Glyma.13G301400,R25_FC,1.886712493
Glyma.13G301700,R25_FC,1.968173091
Glyma.13G301900,R25_FC,3.166683724
Glyma.13G302100,R25_FC,-1.758525649
Glyma.13G302500,R25_FC,2.562099372
Glyma.13G302700,R25_FC,4.323853846
Glyma.13G302800,R25_FC,0.690640913
Glyma.13G302900,R25_FC,-1.032055658
Glyma.13G303800,R25_FC,1.77123399
Glyma.13G305500,R25_FC,-1.71022981
Glyma.13G305800,R25_FC,5.417761538
Glyma.13G306300,R25_FC,-2.390080348
Glyma.13G307000,R25_FC,-0.683569142
Glyma.13G307300,R25_FC,-0.883512605
Glyma.13G308700,R25_FC,1.067176208
Glyma.13G308800,R25_FC,1.269039483
Glyma.13G310100,R25_FC,2.775321046
Glyma.13G310300,R25_FC,-1.608047748
Glyma.13G311000,R25_FC,0.602251384
Glyma.13G312500,R25_FC,-1.032537072
Glyma.13G312700,R25_FC,5.7692206
Glyma.13G312800,R25_FC,5.943727433
Glyma.13G313500,R25_FC,-0.761927714
Glyma.13G314100,R25_FC,2.590784223
Glyma.13G314400,R25_FC,3.812097841
Glyma.13G315800,R25_FC,0.856053972
Glyma.13G316000,R25_FC,-1.419794235
Glyma.13G316100,R25_FC,2.0124897
Glyma.13G316200,R25_FC,0.835395132
Glyma.13G319000,R25_FC,0.992653538
Glyma.13G319400,R25_FC,0.95120469
Glyma.13G319500,R25_FC,0.793913006
Glyma.13G320800,R25_FC,-1.020058868
Glyma.13G321300,R25_FC,-0.473619726
Glyma.13G323400,R25_FC,1.106474106
Glyma.13G323600,R25_FC,0.48030501
Glyma.13G324534,R25_FC,1.842986711
Glyma.13G325100,R25_FC,-0.644863499
Glyma.13G325600,R25_FC,1.343327121
Glyma.13G326000,R25_FC,-0.864270411
Glyma.13G326200,R25_FC,0.437661003
Glyma.13G326400,R25_FC,1.749995327
Glyma.13G327500,R25_FC,2.104305863
Glyma.13G327951,R25_FC,-1.105295139
Glyma.13G329000,R25_FC,1.698443131
Glyma.13G330600,R25_FC,-0.82923905
Glyma.13G330800,R25_FC,2.185053371
Glyma.13G335300,R25_FC,-0.638339934
Glyma.13G335500,R25_FC,-1.580610301
Glyma.13G337900,R25_FC,-1.249611747
Glyma.13G338400,R25_FC,1.759163289
Glyma.13G340500,R25_FC,2.132242009
Glyma.13G340900,R25_FC,0.785469212
Glyma.13G343000,R25_FC,-2.995018832
Glyma.13G343500,R25_FC,1.148949155
Glyma.13G344200,R25_FC,-0.993993488
Glyma.13G345700,R25_FC,-0.891346528
Glyma.13G346300,R25_FC,0.623842147
Glyma.13G346600,R25_FC,1.50896666
Glyma.13G346700,R25_FC,4.202618323
Glyma.13G349100,R25_FC,-0.596743982
Glyma.13G349300,R25_FC,5.633564218
Glyma.13G350300,R25_FC,-1.384615447
Glyma.13G351300,R25_FC,0.82887418
Glyma.13G351450,R25_FC,-1.20498574
Glyma.13G351600,R25_FC,-2.958503525
Glyma.13G352400,R25_FC,0.637881514
Glyma.13G352800,R25_FC,4.613052312
Glyma.13G354100,R25_FC,1.503835046
Glyma.13G354900,R25_FC,0.668605209
Glyma.13G355800,R25_FC,1.318338104
Glyma.13G356000,R25_FC,-1.404649648
Glyma.13G357200,R25_FC,-0.980239755
Glyma.13G357800,R25_FC,-1.479485332
Glyma.13G358900,R25_FC,2.440469242
Glyma.13G359800,R25_FC,-0.758540107
Glyma.13G361500,R25_FC,0.439888126
Glyma.13G361900,R25_FC,3.922470467
Glyma.13G364801,R25_FC,-2.107465416
Glyma.13G365700,R25_FC,1.238909877
Glyma.13G367700,R25_FC,0.715440141
Glyma.13G369800,R25_FC,0.857072535
Glyma.13G370000,R25_FC,1.480001988
Glyma.13G370100,R25_FC,2.767086181
Glyma.13G370200,R25_FC,-1.98779973
Glyma.13G371000,R25_FC,-0.909302225
Glyma.13G371900,R25_FC,-0.968214259
Glyma.13G372000,R25_FC,0.982643437
Glyma.13G372300,R25_FC,-0.660140299
Glyma.13G372900,R25_FC,-0.517796748
Glyma.14G000800,R25_FC,0.604647129
Glyma.14G001300,R25_FC,0.650027191
Glyma.14G001900,R25_FC,-0.824134655
Glyma.14G002800,R25_FC,1.968113584
Glyma.14G002900,R25_FC,-0.470792861
Glyma.14G003400,R25_FC,-0.752504728
Glyma.14G003800,R25_FC,1.755427485
Glyma.14G004000,R25_FC,-1.005258227
Glyma.14G005300,R25_FC,-0.644431701
Glyma.14G005700,R25_FC,3.984454274
Glyma.14G007100,R25_FC,-0.602893271
Glyma.14G007300,R25_FC,0.477596021
Glyma.14G008000,R25_FC,-1.017216816
Glyma.14G009300,R25_FC,-0.631005333
Glyma.14G009700,R25_FC,-0.536290892
Glyma.14G012700,R25_FC,-1.042818016
Glyma.14G014200,R25_FC,3.902032971
Glyma.14G014300,R25_FC,0.915012649
Glyma.14G014700,R25_FC,5.037461306
Glyma.14G015100,R25_FC,4.240542854
Glyma.14G015700,R25_FC,0.661200278
Glyma.14G016300,R25_FC,2.095430484
Glyma.14G016400,R25_FC,2.430935843
Glyma.14G017000,R25_FC,0.884018476
Glyma.14G017400,R25_FC,1.028601442
Glyma.14G020000,R25_FC,1.055379688
