Target,Treatment,FC
Glyma.06G117000,R1_FC,0.577252208
Glyma.06G117200,R1_FC,-1.282398376
Glyma.06G118700,R1_FC,-0.533957497
Glyma.06G119300,R1_FC,2.02621677
Glyma.06G119400,R1_FC,-0.460174012
Glyma.06G119500,R1_FC,-0.67843536
Glyma.06G119700,R1_FC,0.533217413
Glyma.06G121000,R1_FC,6.02848423
Glyma.06G121400,R1_FC,-2.553086668
Glyma.06G122400,R1_FC,-1.572043102
Glyma.06G122600,R1_FC,1.709631746
Glyma.06G123800,R1_FC,2.878515839
Glyma.06G124500,R1_FC,-0.338270443
Glyma.06G124600,R1_FC,0.435213457
Glyma.06G124800,R1_FC,-0.267648343
Glyma.06G125200,R1_FC,0.738566938
Glyma.06G125300,R1_FC,-1.250232887
Glyma.06G125600,R1_FC,1.757770889
Glyma.06G126100,R1_FC,-0.984998978
Glyma.06G126500,R1_FC,0.885863504
Glyma.06G127900,R1_FC,-0.46925275
Glyma.06G129300,R1_FC,-1.291754721
Glyma.06G130900,R1_FC,-1.090578862
Glyma.06G131300,R1_FC,-0.64876283
Glyma.06G131800,R1_FC,1.072155256
Glyma.06G132100,R1_FC,0.656344567
Glyma.06G132600,R1_FC,-1.497866792
Glyma.06G132700,R1_FC,1.006135969
Glyma.06G133300,R1_FC,0.402964905
Glyma.06G133700,R1_FC,-1.160894902
Glyma.06G135100,R1_FC,0.513097211
Glyma.06G136700,R1_FC,-1.136751043
Glyma.06G139500,R1_FC,-1.906563946
Glyma.06G140000,R1_FC,-0.882121361
Glyma.06G140300,R1_FC,0.287555073
Glyma.06G141100,R1_FC,-0.706357138
Glyma.06G141200,R1_FC,-1.037891734
Glyma.06G141400,R1_FC,1.707347511
Glyma.06G141500,R1_FC,0.246991469
Glyma.06G141600,R1_FC,1.478624839
Glyma.06G142200,R1_FC,1.161565931
Glyma.06G143000,R1_FC,1.464615866
Glyma.06G143100,R1_FC,-1.330196981
Glyma.06G143800,R1_FC,0.406036855
Glyma.06G144100,R1_FC,-0.619065992
Glyma.06G145100,R1_FC,1.288601353
Glyma.06G145300,R1_FC,3.843535206
Glyma.06G145800,R1_FC,0.990431149
Glyma.06G146900,R1_FC,-0.647118743
Glyma.06G147200,R1_FC,-0.886333662
Glyma.06G148400,R1_FC,3.081529388
Glyma.06G149120,R1_FC,2.343837947
Glyma.06G149900,R1_FC,0.751335835
Glyma.06G150100,R1_FC,-0.196131358
Glyma.06G150300,R1_FC,-0.556363422
Glyma.06G152500,R1_FC,0.430203709
Glyma.06G153400,R1_FC,-1.300368503
Glyma.06G153600,R1_FC,0.804313338
Glyma.06G155500,R1_FC,-0.339855016
Glyma.06G157400,R1_FC,2.152254094
Glyma.06G158200,R1_FC,-1.014011884
Glyma.06G158400,R1_FC,-1.237671401
Glyma.06G159800,R1_FC,-0.290366488
Glyma.06G159900,R1_FC,-0.498873172
Glyma.06G160100,R1_FC,0.631040748
Glyma.06G162400,R1_FC,5.291400565
Glyma.06G162700,R1_FC,-0.560532994
Glyma.06G163700,R1_FC,2.287473634
Glyma.06G164300,R1_FC,-0.229807428
Glyma.06G164800,R1_FC,0.546892689
Glyma.06G166200,R1_FC,0.235330321
Glyma.06G166700,R1_FC,1.414595323
Glyma.06G167500,R1_FC,2.749120381
Glyma.06G168600,R1_FC,-0.471518933
Glyma.06G169100,R1_FC,-1.097264465
Glyma.06G169400,R1_FC,-1.538170656
Glyma.06G169700,R1_FC,-0.79571802
Glyma.06G170100,R1_FC,-1.065665633
Glyma.06G170800,R1_FC,-0.786242258
Glyma.06G171500,R1_FC,-0.64598429
Glyma.06G171700,R1_FC,-1.293125048
Glyma.06G172000,R1_FC,0.279959272
Glyma.06G174200,R1_FC,-1.23951757
Glyma.06G174700,R1_FC,-0.338741223
Glyma.06G175100,R1_FC,1.165240725
Glyma.06G176900,R1_FC,-1.267613672
Glyma.06G178300,R1_FC,0.410983204
Glyma.06G182200,R1_FC,-1.015759705
Glyma.06G182800,R1_FC,0.302167105
Glyma.06G182900,R1_FC,-1.171491072
Glyma.06G184200,R1_FC,1.531955925
Glyma.06G184300,R1_FC,1.56868432
Glyma.06G184800,R1_FC,-0.515262484
Glyma.06G186200,R1_FC,1.436801751
Glyma.06G186300,R1_FC,0.539995488
Glyma.06G186800,R1_FC,0.633980413
Glyma.06G187200,R1_FC,0.829412046
Glyma.06G187400,R1_FC,1.410181958
Glyma.06G188900,R1_FC,1.692306811
Glyma.06G189400,R1_FC,0.815941248
Glyma.06G189500,R1_FC,0.763893144
Glyma.06G189600,R1_FC,0.452359049
Glyma.06G189900,R1_FC,-0.46867471
Glyma.06G190200,R1_FC,-0.668825497
Glyma.06G190300,R1_FC,-0.517824788
Glyma.06G190800,R1_FC,4.960529101
Glyma.06G191200,R1_FC,-0.564498285
Glyma.06G191300,R1_FC,1.534029636
Glyma.06G191400,R1_FC,1.940398049
Glyma.06G193500,R1_FC,1.661280419
Glyma.06G195100,R1_FC,1.591668986
Glyma.06G196300,R1_FC,-0.464756116
Glyma.06G196400,R1_FC,-0.422598499
Glyma.06G197600,R1_FC,4.34385396
Glyma.06G198100,R1_FC,-0.291605726
Glyma.06G200100,R1_FC,0.277303861
Glyma.06G201200,R1_FC,-0.544385305
Glyma.06G202300,R1_FC,1.046311501
Glyma.06G204200,R1_FC,-1.189167064
Glyma.06G207600,R1_FC,-1.852369242
Glyma.06G209100,R1_FC,-1.542088404
Glyma.06G211600,R1_FC,-0.691436631
Glyma.06G213300,R1_FC,0.872386357
Glyma.06G214700,R1_FC,-2.036522736
Glyma.06G219200,R1_FC,0.299516343
Glyma.06G220700,R1_FC,5.28750553
Glyma.06G220800,R1_FC,5.869521616
Glyma.06G221400,R1_FC,-0.641819612
Glyma.06G221600,R1_FC,-0.344764204
Glyma.06G222000,R1_FC,-0.746294642
Glyma.06G223700,R1_FC,-0.791481927
Glyma.06G226700,R1_FC,0.716791346
Glyma.06G236200,R1_FC,-0.532938249
Glyma.06G242800,R1_FC,0.582636554
Glyma.06G242900,R1_FC,-0.747419154
Glyma.06G244800,R1_FC,4.726516543
Glyma.06G245200,R1_FC,-0.443214328
Glyma.06G248900,R1_FC,2.501873167
Glyma.06G249300,R1_FC,-1.353508885
Glyma.06G255900,R1_FC,1.780407545
Glyma.06G257702,R1_FC,2.697370775
Glyma.06G258000,R1_FC,2.374254764
Glyma.06G258200,R1_FC,2.308745775
Glyma.06G258500,R1_FC,2.088157378
Glyma.06G259150,R1_FC,3.811539275
Glyma.06G259400,R1_FC,1.278654619
Glyma.06G259800,R1_FC,1.030376327
Glyma.06G260000,R1_FC,-0.722100811
Glyma.06G260100,R1_FC,1.092599681
Glyma.06G260200,R1_FC,2.491265536
Glyma.06G261100,R1_FC,3.189374447
Glyma.06G262000,R1_FC,2.68532074
Glyma.06G262700,R1_FC,0.442210451
Glyma.06G263200,R1_FC,0.630228233
Glyma.06G263900,R1_FC,1.497494501
Glyma.06G265500,R1_FC,0.82382832
Glyma.06G265600,R1_FC,0.583617285
Glyma.06G267300,R1_FC,0.982206923
Glyma.06G268600,R1_FC,2.068043259
Glyma.06G270500,R1_FC,-3.64156613
Glyma.06G271600,R1_FC,-1.67088253
Glyma.06G272900,R1_FC,1.53929468
Glyma.06G275400,R1_FC,-0.71252391
Glyma.06G275700,R1_FC,0.54207507
Glyma.06G275900,R1_FC,1.763847522
Glyma.06G276500,R1_FC,1.247780474
Glyma.06G277500,R1_FC,-0.317833479
Glyma.06G277600,R1_FC,-0.668528245
Glyma.06G283400,R1_FC,-0.696298778
Glyma.06G284900,R1_FC,0.097217131
Glyma.06G286700,R1_FC,-0.685368982
Glyma.06G289500,R1_FC,0.894716099
Glyma.06G291500,R1_FC,-0.434330463
Glyma.06G292100,R1_FC,1.840459206
Glyma.06G292200,R1_FC,0.23009709
Glyma.06G294100,R1_FC,1.922306888
Glyma.06G295100,R1_FC,-0.363440068
Glyma.06G295400,R1_FC,3.618966443
Glyma.06G296200,R1_FC,-0.229730166
Glyma.06G297000,R1_FC,0.916283996
Glyma.06G297600,R1_FC,4.265027931
Glyma.06G297800,R1_FC,3.298589034
Glyma.06G298600,R1_FC,1.187696263
Glyma.06G298700,R1_FC,3.303812094
Glyma.06G299000,R1_FC,6.38143135
Glyma.06G299100,R1_FC,-0.639237207
Glyma.06G299400,R1_FC,-0.536946385
Glyma.06G300900,R1_FC,-1.793751058
Glyma.06G303100,R1_FC,1.89999175
Glyma.06G306200,R1_FC,0.118114124
Glyma.06G307000,R1_FC,-1.663282418
Glyma.06G307700,R1_FC,2.181328075
Glyma.06G308000,R1_FC,-0.637842871
Glyma.06G308800,R1_FC,1.348564943
Glyma.06G309000,R1_FC,-0.915569091
Glyma.06G310000,R1_FC,1.51902022
Glyma.06G310800,R1_FC,0.73008894
Glyma.06G311100,R1_FC,0.873962295
Glyma.06G312300,R1_FC,0.577201406
Glyma.06G313700,R1_FC,-0.620066097
Glyma.06G315100,R1_FC,6.838138683
Glyma.06G317100,R1_FC,3.403818649
Glyma.06G317200,R1_FC,1.453643022
Glyma.06G317500,R1_FC,0.861688784
Glyma.06G317700,R1_FC,0.933702029
Glyma.06G317800,R1_FC,1.998770583
Glyma.06G318400,R1_FC,1.738479246
Glyma.06G319460,R1_FC,0.945729256
Glyma.06G319520,R1_FC,2.551341017
Glyma.06G319640,R1_FC,2.767027883
Glyma.06G319700,R1_FC,2.47114268
Glyma.06G320100,R1_FC,0.454409848
Glyma.06G321900,R1_FC,-0.723929079
Glyma.06G324500,R1_FC,0.162090528
Glyma.07G000300,R1_FC,0.31792877
Glyma.07G006200,R1_FC,1.865564054
Glyma.07G007500,R1_FC,1.396044756
Glyma.07G011000,R1_FC,-0.438372952
Glyma.07G013200,R1_FC,-0.271831447
Glyma.07G013700,R1_FC,2.114298413
Glyma.07G013800,R1_FC,-1.163439887
Glyma.07G014400,R1_FC,0.205952547
Glyma.07G014600,R1_FC,-1.649267872
Glyma.07G015800,R1_FC,1.992581726
Glyma.07G016800,R1_FC,-0.450791749
Glyma.07G018000,R1_FC,-0.674678096
Glyma.07G018600,R1_FC,-1.002143833
Glyma.07G018700,R1_FC,0.381566893
Glyma.07G019100,R1_FC,1.014124588
Glyma.07G019400,R1_FC,-0.536730022
Glyma.07G019700,R1_FC,-0.80806559
Glyma.07G020200,R1_FC,0.231605686
Glyma.07G021600,R1_FC,0.592924596
Glyma.07G022000,R1_FC,-0.653660696
Glyma.07G023000,R1_FC,-1.775316752
Glyma.07G023300,R1_FC,3.18632532
Glyma.07G023500,R1_FC,1.235880001
Glyma.07G023600,R1_FC,1.852485566
Glyma.07G025600,R1_FC,-0.355092573
Glyma.07G027900,R1_FC,-0.75972956
Glyma.07G028600,R1_FC,0.540750134
Glyma.07G028800,R1_FC,-0.549482675
Glyma.07G028900,R1_FC,-1.683952865
Glyma.07G031000,R1_FC,0.605945058
Glyma.07G032500,R1_FC,1.217478492
Glyma.07G032800,R1_FC,0.323578185
Glyma.07G033100,R1_FC,0.478436786
Glyma.07G034400,R1_FC,-0.893028611
Glyma.07G035000,R1_FC,0.534845367
Glyma.07G035200,R1_FC,0.667402375
Glyma.07G035600,R1_FC,0.905750527
Glyma.07G036200,R1_FC,-0.677284507
Glyma.07G037000,R1_FC,0.840262081
Glyma.07G039300,R1_FC,-0.691152171
Glyma.07G039700,R1_FC,4.000305388
Glyma.07G039800,R1_FC,-0.556454226
Glyma.07G040900,R1_FC,-0.44210703
Glyma.07G041400,R1_FC,0.853524478
Glyma.07G042000,R1_FC,0.512437712
Glyma.07G043700,R1_FC,0.612716946
Glyma.07G044100,R1_FC,3.632897518
Glyma.07G044200,R1_FC,1.596609467
Glyma.07G045600,R1_FC,0.621601103
Glyma.07G045900,R1_FC,0.733516108
Glyma.07G047100,R1_FC,-0.383279801
Glyma.07G047500,R1_FC,0.427693497
Glyma.07G047600,R1_FC,-0.686969729
Glyma.07G048300,R1_FC,0.705072048
Glyma.07G048702,R1_FC,1.351468961
Glyma.07G048800,R1_FC,5.299634475
Glyma.07G048900,R1_FC,4.076739377
Glyma.07G049400,R1_FC,-0.444577442
Glyma.07G049600,R1_FC,-0.364875662
Glyma.07G049900,R1_FC,-1.319505909
Glyma.07G051200,R1_FC,4.599498924
Glyma.07G051700,R1_FC,-0.549445391
Glyma.07G052400,R1_FC,1.03724546
Glyma.07G052500,R1_FC,-1.129134952
Glyma.07G052700,R1_FC,1.691087566
Glyma.07G052800,R1_FC,-0.788914726
Glyma.07G052900,R1_FC,0.82550014
Glyma.07G053300,R1_FC,1.026285161
Glyma.07G054000,R1_FC,1.825077651
Glyma.07G054800,R1_FC,-0.772126589
Glyma.07G055300,R1_FC,1.57342669
Glyma.07G055800,R1_FC,-0.658111514
Glyma.07G055900,R1_FC,0.505785597
Glyma.07G057400,R1_FC,2.274900053
Glyma.07G057600,R1_FC,-0.491497576
Glyma.07G057700,R1_FC,0.594592147
Glyma.07G059600,R1_FC,-2.059505311
Glyma.07G059800,R1_FC,-0.700355925
Glyma.07G062100,R1_FC,-0.252305788
Glyma.07G065800,R1_FC,0.625757489
Glyma.07G066800,R1_FC,0.551012907
Glyma.07G067400,R1_FC,0.232501708
Glyma.07G067900,R1_FC,1.67511504
Glyma.07G068700,R1_FC,0.545020061
Glyma.07G069600,R1_FC,-1.054698217
Glyma.07G069900,R1_FC,-0.592934489
Glyma.07G071000,R1_FC,-0.89907773
Glyma.07G073500,R1_FC,0.323341356
Glyma.07G073900,R1_FC,1.570622274
Glyma.07G074100,R1_FC,3.441063731
Glyma.07G076000,R1_FC,-0.665616187
Glyma.07G076200,R1_FC,1.871029157
Glyma.07G076600,R1_FC,1.163538116
Glyma.07G077600,R1_FC,1.173580912
Glyma.07G079600,R1_FC,3.808191736
Glyma.07G080700,R1_FC,1.00643245
Glyma.07G082600,R1_FC,-0.757200767
Glyma.07G083000,R1_FC,2.0868064
Glyma.07G083700,R1_FC,2.533184729
Glyma.07G083900,R1_FC,2.279363786
Glyma.07G084000,R1_FC,0.294389467
Glyma.07G084100,R1_FC,-0.504988795
Glyma.07G085300,R1_FC,0.740288004
Glyma.07G086400,R1_FC,-0.665326939
Glyma.07G087200,R1_FC,1.893755367
Glyma.07G088200,R1_FC,2.228066732
Glyma.07G088600,R1_FC,-0.983711416
Glyma.07G089000,R1_FC,0.412525737
Glyma.07G089200,R1_FC,-0.702546948
Glyma.07G089500,R1_FC,-1.216077665
Glyma.07G090000,R1_FC,0.920410482
Glyma.07G090800,R1_FC,-0.275065825
Glyma.07G091600,R1_FC,1.188214507
Glyma.07G091800,R1_FC,0.525039793
Glyma.07G092400,R1_FC,0.599544338
Glyma.07G093000,R1_FC,-0.015518655
Glyma.07G093400,R1_FC,-0.897869798
Glyma.07G094200,R1_FC,0.943694146
Glyma.07G095000,R1_FC,1.368113276
Glyma.07G095900,R1_FC,1.127005634
Glyma.07G096300,R1_FC,1.115192094
Glyma.07G097200,R1_FC,-1.88443268
Glyma.07G097700,R1_FC,-0.501961772
Glyma.07G098900,R1_FC,2.028102954
Glyma.07G098951,R1_FC,1.364575033
Glyma.07G099000,R1_FC,2.597668762
Glyma.07G099300,R1_FC,-0.981723758
Glyma.07G099500,R1_FC,0.828655269
Glyma.07G100500,R1_FC,1.835556748
Glyma.07G101800,R1_FC,1.792687377
Glyma.07G102700,R1_FC,-0.691463373
Glyma.07G105700,R1_FC,0.965689782
Glyma.07G106000,R1_FC,3.73965072
Glyma.07G108000,R1_FC,-1.187237119
Glyma.07G109200,R1_FC,2.038579876
Glyma.07G110200,R1_FC,0.34576404
Glyma.07G110300,R1_FC,2.674920325
Glyma.07G110600,R1_FC,0.548879089
Glyma.07G112000,R1_FC,-0.96921826
Glyma.07G115900,R1_FC,0.281810912
Glyma.07G116000,R1_FC,-0.185017005
Glyma.07G119700,R1_FC,1.173038664
Glyma.07G119800,R1_FC,0.948595519
Glyma.07G120900,R1_FC,2.360841814
Glyma.07G124500,R1_FC,1.561149639
Glyma.07G126000,R1_FC,-0.660000781
Glyma.07G127100,R1_FC,1.170284066
Glyma.07G128300,R1_FC,0.513577676
Glyma.07G129000,R1_FC,1.328447343
Glyma.07G130300,R1_FC,-0.276669197
Glyma.07G133500,R1_FC,-0.703992231
Glyma.07G133800,R1_FC,2.004783082
Glyma.07G135300,R1_FC,-0.844392471
Glyma.07G136500,R1_FC,-0.351329552
Glyma.07G136650,R1_FC,2.844968649
Glyma.07G136800,R1_FC,3.253080282
Glyma.07G137300,R1_FC,-0.273193041
Glyma.07G138000,R1_FC,-0.71155233
Glyma.07G139200,R1_FC,0.976336186
Glyma.07G139700,R1_FC,5.453660166
Glyma.07G139800,R1_FC,3.991304533
Glyma.07G139900,R1_FC,5.510427961
Glyma.07G140000,R1_FC,5.025297762
Glyma.07G140100,R1_FC,0.869750123
Glyma.07G140400,R1_FC,1.9686057
Glyma.07G140700,R1_FC,3.489070206
Glyma.07G141300,R1_FC,1.884906727
Glyma.07G142600,R1_FC,5.524051452
Glyma.07G143200,R1_FC,0.870199749
Glyma.07G145700,R1_FC,2.949335984
Glyma.07G146800,R1_FC,-0.729676244
Glyma.07G149151,R1_FC,0.591559519
Glyma.07G150800,R1_FC,-0.15304138
Glyma.07G151900,R1_FC,5.138776408
Glyma.07G152700,R1_FC,0.377632844
Glyma.07G153100,R1_FC,1.520709528
Glyma.07G153500,R1_FC,2.5344951
Glyma.07G153800,R1_FC,2.549351484
Glyma.07G155500,R1_FC,1.854279451
Glyma.07G156000,R1_FC,-0.728496989
Glyma.07G157100,R1_FC,-1.956667904
Glyma.07G163200,R1_FC,1.743079691
Glyma.07G163600,R1_FC,-1.531351584
Glyma.07G165700,R1_FC,1.303814877
Glyma.07G166800,R1_FC,-1.446215515
Glyma.07G167000,R1_FC,-1.286554033
Glyma.07G168900,R1_FC,1.404695211
Glyma.07G171600,R1_FC,1.288212285
Glyma.07G173000,R1_FC,2.088066677
Glyma.07G173700,R1_FC,-0.431119644
Glyma.07G174000,R1_FC,-0.681709718
Glyma.07G174100,R1_FC,0.404519637
Glyma.07G174800,R1_FC,0.602543851
Glyma.07G177600,R1_FC,2.500889835
Glyma.07G178100,R1_FC,1.974180387
Glyma.07G179900,R1_FC,4.448665811
Glyma.07G180900,R1_FC,-0.586255066
Glyma.07G181500,R1_FC,-0.394740482
Glyma.07G182200,R1_FC,-0.371301784
Glyma.07G183200,R1_FC,-1.564462133
Glyma.07G183600,R1_FC,0.143418779
Glyma.07G184300,R1_FC,0.616014883
Glyma.07G184700,R1_FC,1.265613765
Glyma.07G185400,R1_FC,-1.256433513
Glyma.07G185500,R1_FC,1.432904366
Glyma.07G185800,R1_FC,0.573072733
Glyma.07G187500,R1_FC,0.513939008
Glyma.07G188800,R1_FC,5.94635733
Glyma.07G189200,R1_FC,0.267032381
Glyma.07G189500,R1_FC,1.490212887
Glyma.07G189700,R1_FC,-0.531592633
Glyma.07G189900,R1_FC,0.310845745
Glyma.07G190100,R1_FC,1.052589879
Glyma.07G192500,R1_FC,0.557457538
Glyma.07G193300,R1_FC,-2.397434076
Glyma.07G195300,R1_FC,2.824646883
Glyma.07G196000,R1_FC,-0.179988494
Glyma.07G198200,R1_FC,0.425450975
Glyma.07G200200,R1_FC,-0.590702314
Glyma.07G200300,R1_FC,-1.176663051
Glyma.07G200500,R1_FC,-3.620096179
Glyma.07G201000,R1_FC,-0.81906805
Glyma.07G201100,R1_FC,-0.485506409
Glyma.07G201300,R1_FC,-0.433340953
Glyma.07G201600,R1_FC,-0.473605292
Glyma.07G202300,R1_FC,2.56785723
Glyma.07G204000,R1_FC,0.714410125
Glyma.07G205200,R1_FC,1.177469573
Glyma.07G205800,R1_FC,0.784815088
Glyma.07G206100,R1_FC,-0.220934846
Glyma.07G206400,R1_FC,-0.595655764
Glyma.07G208000,R1_FC,1.261123337
Glyma.07G208300,R1_FC,0.660024527
Glyma.07G209100,R1_FC,-0.838486441
Glyma.07G209200,R1_FC,-0.493538584
Glyma.07G211300,R1_FC,-0.70542563
Glyma.07G211900,R1_FC,0.404743241
Glyma.07G212300,R1_FC,-0.288790524
Glyma.07G212800,R1_FC,2.398342121
Glyma.07G215000,R1_FC,-0.473791436
Glyma.07G215500,R1_FC,3.291718123
Glyma.07G216400,R1_FC,2.391134372
Glyma.07G220300,R1_FC,-1.644428437
Glyma.07G221900,R1_FC,-1.140702831
Glyma.07G223000,R1_FC,-0.517701292
Glyma.07G226567,R1_FC,-0.820296842
Glyma.07G226633,R1_FC,-0.829733389
Glyma.07G227700,R1_FC,-0.951457768
Glyma.07G228200,R1_FC,-0.480354099
Glyma.07G229100,R1_FC,3.096100569
Glyma.07G231800,R1_FC,0.461607714
Glyma.07G233500,R1_FC,0.671702943
Glyma.07G233600,R1_FC,1.246914856
Glyma.07G233900,R1_FC,0.926566146
Glyma.07G234300,R1_FC,0.451740321
Glyma.07G234800,R1_FC,2.066765288
Glyma.07G235500,R1_FC,1.237094779
Glyma.07G237500,R1_FC,-1.405578561
Glyma.07G238300,R1_FC,-0.292962679
Glyma.07G239700,R1_FC,-0.92900331
Glyma.07G242000,R1_FC,0.568910829
Glyma.07G242100,R1_FC,0.723127323
Glyma.07G242400,R1_FC,-3.595470438
Glyma.07G243400,R1_FC,0.662701657
Glyma.07G243500,R1_FC,4.67870226
Glyma.07G243600,R1_FC,4.87797744
Glyma.07G243651,R1_FC,4.171058127
Glyma.07G243900,R1_FC,3.580779375
Glyma.07G245000,R1_FC,0.653509329
Glyma.07G247200,R1_FC,0.846826923
Glyma.07G248000,R1_FC,1.102457571
Glyma.07G248600,R1_FC,3.65025084
Glyma.07G251300,R1_FC,1.156727412
Glyma.07G252000,R1_FC,-0.481222951
Glyma.07G252900,R1_FC,-0.704328586
Glyma.07G253100,R1_FC,-0.787904754
Glyma.07G253700,R1_FC,-1.598629813
Glyma.07G254700,R1_FC,1.717316499
Glyma.07G255700,R1_FC,2.657769857
Glyma.07G256100,R1_FC,0.832987586
Glyma.07G256200,R1_FC,0.634753957
Glyma.07G256300,R1_FC,3.114603563
Glyma.07G257500,R1_FC,-0.651041571
Glyma.07G257900,R1_FC,-0.191328973
Glyma.07G258200,R1_FC,2.893449252
Glyma.07G259300,R1_FC,0.218179261
Glyma.07G260300,R1_FC,-0.262168499
Glyma.07G261500,R1_FC,1.338904852
Glyma.07G261800,R1_FC,-0.248566831
Glyma.07G261900,R1_FC,0.566053945
Glyma.07G262100,R1_FC,-0.717004768
Glyma.07G262500,R1_FC,-1.103652449
Glyma.07G262700,R1_FC,3.146078605
Glyma.07G263400,R1_FC,-0.191727248
Glyma.07G264200,R1_FC,1.213393382
Glyma.07G266300,R1_FC,1.213667943
Glyma.07G267700,R1_FC,-0.644024763
Glyma.07G268900,R1_FC,0.489023346
Glyma.07G269200,R1_FC,0.609126423
Glyma.07G269600,R1_FC,0.214322968
Glyma.07G269700,R1_FC,0.180962264
Glyma.07G269900,R1_FC,-0.484003257
Glyma.07G270900,R1_FC,-0.497518825
Glyma.07G272200,R1_FC,0.360069809
Glyma.07G272600,R1_FC,2.459088065
Glyma.07G273000,R1_FC,-1.24042468
Glyma.07G273600,R1_FC,-0.769356456
Glyma.07G273700,R1_FC,-0.642570151
Glyma.08G000800,R1_FC,-0.446962302
Glyma.08G001600,R1_FC,1.573369194
Glyma.08G002000,R1_FC,1.291763905
Glyma.08G002100,R1_FC,0.297886563
Glyma.08G002500,R1_FC,-1.07939751
Glyma.08G002600,R1_FC,1.561347919
Glyma.08G003200,R1_FC,0.762569242
Glyma.08G003500,R1_FC,-1.946221358
Glyma.08G004100,R1_FC,1.083543374
Glyma.08G004200,R1_FC,-0.75541092
Glyma.08G004300,R1_FC,2.205925062
Glyma.08G004400,R1_FC,1.247986603
Glyma.08G004800,R1_FC,0.49334828
Glyma.08G005600,R1_FC,0.135299944
Glyma.08G007200,R1_FC,-0.893264961
Glyma.08G009800,R1_FC,1.164907508
Glyma.08G010000,R1_FC,-0.814866084
Glyma.08G010400,R1_FC,4.48975128
Glyma.08G011100,R1_FC,-0.589562153
Glyma.08G013800,R1_FC,-0.305506072
Glyma.08G014900,R1_FC,0.965551749
Glyma.08G015100,R1_FC,-0.50528051
Glyma.08G015300,R1_FC,-1.284388633
Glyma.08G015700,R1_FC,1.480919137
Glyma.08G016100,R1_FC,1.417324257
Glyma.08G018000,R1_FC,1.988648092
Glyma.08G018100,R1_FC,0.469456369
Glyma.08G018300,R1_FC,2.276005969
Glyma.08G020800,R1_FC,-0.808459191
Glyma.08G021900,R1_FC,3.580176164
Glyma.08G022000,R1_FC,-1.089173351
Glyma.08G024100,R1_FC,-1.141326401
Glyma.08G025400,R1_FC,-1.399438028
Glyma.08G025700,R1_FC,0.24039035
Glyma.08G026500,R1_FC,0.182704572
Glyma.08G026800,R1_FC,-1.390359107
Glyma.08G027700,R1_FC,0.355323833
Glyma.08G028300,R1_FC,-0.898969633
Glyma.08G033100,R1_FC,-1.174387751
Glyma.08G034500,R1_FC,2.976174526
Glyma.08G034700,R1_FC,0.531942971
Glyma.08G035300,R1_FC,0.471147519
Glyma.08G036400,R1_FC,-0.504285773
Glyma.08G037400,R1_FC,1.393009979
Glyma.08G040800,R1_FC,-1.509380001
Glyma.08G041100,R1_FC,-0.169572108
Glyma.08G041800,R1_FC,-0.482119077
Glyma.08G042100,R1_FC,4.303506814
Glyma.08G043000,R1_FC,0.567640701
Glyma.08G043300,R1_FC,-0.44365713
Glyma.08G043800,R1_FC,-0.405072772
Glyma.08G044100,R1_FC,-0.382300557
Glyma.08G044300,R1_FC,1.930308121
Glyma.08G044400,R1_FC,1.946534555
Glyma.08G045300,R1_FC,4.016123086
Glyma.08G046400,R1_FC,-0.619038485
Glyma.08G047100,R1_FC,-0.777481024
Glyma.08G048100,R1_FC,0.553328097
Glyma.08G050400,R1_FC,4.888100823
Glyma.08G051600,R1_FC,0.448477326
Glyma.08G052700,R1_FC,1.553702585
Glyma.08G052800,R1_FC,-0.959212231
Glyma.08G053500,R1_FC,0.991722549
Glyma.08G054400,R1_FC,1.333893911
Glyma.08G054700,R1_FC,-0.674233737
Glyma.08G055000,R1_FC,0.612591077
Glyma.08G055200,R1_FC,-0.463732186
Glyma.08G055900,R1_FC,1.186504428
Glyma.08G056200,R1_FC,0.702527789
Glyma.08G056800,R1_FC,-0.99384362
Glyma.08G057000,R1_FC,-0.754639712
Glyma.08G058400,R1_FC,1.159267872
Glyma.08G059300,R1_FC,0.63381217
Glyma.08G059900,R1_FC,3.267613012
Glyma.08G061800,R1_FC,-0.238273783
Glyma.08G063800,R1_FC,-1.208520223
Glyma.08G064700,R1_FC,1.948594469
Glyma.08G066700,R1_FC,0.597813244
Glyma.08G067000,R1_FC,0.189430537
Glyma.08G067600,R1_FC,0.944630292
Glyma.08G067700,R1_FC,-0.890844534
Glyma.08G067741,R1_FC,-0.735965384
Glyma.08G069800,R1_FC,-0.701569195
Glyma.08G070100,R1_FC,2.208927964
Glyma.08G071300,R1_FC,2.339254529
Glyma.08G071900,R1_FC,1.020164092
Glyma.08G072200,R1_FC,1.631354948
Glyma.08G072300,R1_FC,-1.236651881
Glyma.08G072400,R1_FC,0.187771178
Glyma.08G073600,R1_FC,0.339839499
Glyma.08G073700,R1_FC,-0.229526133
Glyma.08G074000,R1_FC,-0.527968989
Glyma.08G074200,R1_FC,3.22873504
Glyma.08G078000,R1_FC,0.849090693
Glyma.08G078900,R1_FC,6.387452028
Glyma.08G080600,R1_FC,-1.320243398
Glyma.08G080900,R1_FC,0.663391361
Glyma.08G081700,R1_FC,-0.534417699
Glyma.08G082200,R1_FC,-1.442142539
Glyma.08G082400,R1_FC,2.162840874
Glyma.08G082900,R1_FC,-0.504609626
Glyma.08G083300,R1_FC,1.833337556
