"","X","geneId","M1","M2","M3","M6","R1_1","R1_2","R1_4","R1_6","R25_1","R25_2","R25_4","R25_5","R25_6","DE_R1_mock","DE_R25_mock","DE_R1_R25","meanM","meanR1","meanR25","R1_LFC","R25_LFC","linetaldf"
"43",43,"Glyma.01G036900",121.4053330598,59.4864795744529,130.197818888128,279.686508370011,1701.81805869381,1665.50671982035,1041.92109108304,832.1829610153,3768.19949252444,779.623929569964,1996.3456690362,622.035560005812,2428.70344978998,"yes","yes","no",147.694034973098,1310.35720765313,1918.98162018528,3.14927668354295,3.6996574283969,"yes"
"44",44,"Glyma.01G037200",5.63097434845383,16.2964638887031,12.6569460650942,18.7091761171579,245.632098730763,165.148588124196,253.374264536172,128.455316433539,516.429768237691,292.20712531237,219.391256929228,310.432053499399,417.826261672397,"yes","yes","no",13.3233901048522,198.152566956167,351.257293130217,3.89457853219141,4.72049505567269,"yes"
"45",45,"Glyma.01G038600",1158.74358711346,1017.76495260203,565.390471984979,749.445706425145,538.476362904815,548.495595755703,566.632592890408,448.727650035765,252.405480176199,547.901186562255,389.678712772722,347.346754618626,704.652253615284,"no","yes","no",872.836179531403,525.583050396673,448.396877549017,-0.731792152659426,-0.960934671545273,"yes"
"46",46,"Glyma.01G038700",163.084102195884,165.661934801921,165.16865708341,164.110832658033,112.602234822428,86.0770121375406,103.128107049657,111.025529570833,138.836209208573,122.632244414008,130.880262931479,122.601368392746,118.619291660033,"yes","no","no",164.506381684812,103.208220895115,126.713875321368,-0.672585660381263,-0.376569041449657,"yes"
"47",47,"Glyma.01G040000",1359.03322768409,1096.04685603245,1101.60999097931,1052.36582421864,913.459871908174,606.54814521426,870.070910951408,1095.80848731373,741.626955113668,886.163121757417,848.588975130614,663.293167139065,604.572680887011,"no","yes","no",1152.26397472862,871.471853846893,748.848980005555,-0.402945289756095,-0.621724559322896,"no"
"48",48,"Glyma.01G040200",1524.59056064131,1370.48341403565,810.186339351957,818.418287091971,374.197873246201,342.30895457531,403.620422022686,418.225523026029,165.044502508794,389.868051484201,254.98806973267,278.945984897706,545.763035056994,"yes","yes","no",1130.91965028022,384.588193217556,326.921928736073,-1.55611005417814,-1.79047837598331,"yes"
"49",49,"Glyma.01G040900",3.31548717422692,1,14.5997704092766,1,29.5701721145417,44.0389590813441,96.2540998443916,40.2170204410889,56.3286191893566,37.4008906640462,120.297426692618,21.6288035666266,85.6033501414271,"yes","yes","no",4.97881439587588,52.5200628703416,64.2518180508149,3.39899450363421,3.68986313735597,"no"
"50",50,"Glyma.01G044100",101.723692078871,226.847790356734,285.623766422717,165.974956459839,363.484058703247,399.36059800872,261.230272770761,623.025518662826,729.978824758014,583.41425062474,631.159794223102,902.152997910531,460.127936743111,"yes","yes","no",195.04255132954,411.775112036388,661.366760851899,1.07806773222575,1.76166163707185,"yes"
"51",51,"Glyma.01G044200",244.126153293826,300.63073381989,167.111481427593,186.480318279706,286.701721145417,394.356067882982,262.212273800084,356.131907327638,359.180008436361,421.829809140437,520.521051725916,604.663935949705,347.66738594536,"no","yes","no",224.587171705254,324.85049253903,450.772438239556,0.532500368452428,1.00512378277286,"yes"
"52",52,"Glyma.01G045500",361.058255592286,498.584972379576,477.963376496772,485.672188469584,377.769144760518,342.30895457531,302.474316002353,387.723396016293,249.493447587286,341.925414999848,229.974093168089,392.947267765906,262.032287631476,"no","yes","no",455.819698234554,352.568952838619,295.274502230521,-0.370557835199031,-0.626406490827449,"yes"
"53",53,"Glyma.01G049100",440.942563103114,485.987884471233,415.792997482936,317.901046307035,302.772442959846,193.173956828327,276.942289239939,371.382970832506,224.255831816702,258.46971445301,289.622806514398,231.174018743413,210.444879008655,"no","yes","no",415.15612284108,286.067914965155,242.793450107235,-0.537296279931366,-0.773924473503139,"yes"
"54",54,"Glyma.01G053800",69.3068716396941,63.9854395417185,57.3419059812887,82.0893853785649,160.814400265717,82.0733880369505,78.5780813165664,131.723401470296,189.31144074974,156.369655273368,150.121783365772,210.545215176786,136.159010591792,"no","yes","no",68.1809006353166,113.297317772383,168.501421031492,0.732674144867207,1.30532119622058,"yes"
"55",55,"Glyma.01G054200",145.717948389182,286.23406192464,174.882778804322,288.075065478138,117.959142093905,168.151306199639,198.382206894049,108.846806212994,157.279082271692,116.417458203073,82.776461845746,123.687094896253,116.55579531512,"no","yes","no",223.727463649071,148.334865350147,119.343178506377,-0.592884629467533,-0.90662625890435,"yes"
"56",56,"Glyma.01G054400",464.097434845383,683.042331037466,451.73524785031,477.283631361456,673.291862570309,613.554487390292,475.306497163311,539.144669386053,250.464125116924,294.870605117056,376.209648468717,248.545642799519,383.778571981335,"no","yes","yes",519.039661273654,575.324379127491,310.77371869671,0.14853082194787,-0.739980279124306,"yes"
"57",57,"Glyma.01G056100",36.8900512005172,11.7975039214375,24.3138921301884,1,59.0331621076628,89.0797302129832,95.272098815068,172.029783590304,195.135505927567,271.787113476441,245.367309515523,235.516924757439,396.159550050812,"yes","yes","no",18.5003618130358,103.853693681505,268.793280745557,2.48892713724821,3.86087168326055,"yes"
"58",58,"Glyma.01G057400",189.712204699494,288.033645911546,164.197244911319,240.539908532083,316.164711138538,311.280867795736,289.708302621146,356.131907327638,446.540986103766,483.089844648222,404.109853098442,350.603934129146,524.096323435409,"no","yes","no",220.62075101361,318.321447220765,441.688188282997,0.528915869794862,1.00145975859255,"yes"
"59",59,"Glyma.01G057500",1125.16902308717,921.487209302544,591.618600631441,606.840235586979,662.578048027356,347.313484701048,461.55848275278,463.978713540632,211.63702393141,292.20712531237,373.323420403573,232.259745246919,465.286677605393,"no","yes","no",811.278767152033,483.857182255454,314.942798499933,-0.745616453440656,-1.36510790772167,"yes"
"60",60,"Glyma.01G058300",1698.25209870833,1609.82808429418,880.128015742523,1413.07377986811,1022.38365309486,978.885186569143,975.145021089036,1356.1659285754,837.724030547814,745.886518710604,723.519092307709,560.149149305932,803.700078171101,"no","yes","no",1400.32049465329,1083.14494733211,734.195773808632,-0.370530739496165,-0.931520342871657,"yes"
"61",61,"Glyma.01G061500",321.694973630428,300.63073381989,432.307004408486,215.3742372077,473.300657768517,394.356067882982,681.526713321272,776.625515390424,360.150685965999,388.092398281077,454.137806227604,331.060857066026,361.080112187293,"yes","no","no",317.501737266626,581.452238590799,378.9043719456,0.872896205440025,0.255069300451397,"yes"
"62",62,"Glyma.01G061800",44.9942563103114,80.1816954238747,56.3704938091976,60.6519616577949,107.245327550952,103.092414565049,77.5960802872428,76.1659558454203,74.7714922524755,140.38877644525,97.2076021714659,219.231027204839,119.651039832489,"no","yes","no",60.5496018002947,91.0249445621659,130.249987581304,0.588144484830978,1.10509385765721,"yes"
"63",63,"Glyma.01G062000",562.505639750027,543.574572052232,438.135477441033,552.780645334603,390.26859506063,300.270901519113,309.348323207618,314.736163528711,412.567272566442,184.780106523355,188.604824234358,366.889831681746,345.603889600447,"no","yes","no",524.249083644474,328.655995829018,299.68918492127,-0.67367412951365,-0.806785413265175,"yes"
"64",64,"Glyma.01G062600",22.9971281551557,34.2923037577655,62.1989668417447,40.1465998379279,27.7845363573828,7.00543615088522,20.6400205864725,12.9829784681105,8.76542023710268,10.7660926171831,19.2794444125785,7.51435902103998,5.12699268982571,"no","yes","no",39.9087496481485,17.1032428907128,10.290461795546,-1.22243518373362,-1.95539735335692,"no"
"65",65,"Glyma.01G063000",1095.06768982222,1400.1765498196,1031.66831458875,779.271687254043,1410.75943027692,1647.4904113677,1745.03382807876,1693.86804904034,1180.37319850997,1774.87754992108,2237.82675048658,1473.24513875504,2063.4645967404,"no","yes","no",1076.54606037115,1624.28792969093,1745.95744688261,0.59339734778828,0.697608350502102,"yes"
"66",66,"Glyma.01G063800",603.026665298998,727.132138716669,413.850173138754,259.181146550144,265.27409205951,169.152212224786,307.384321148971,222.140420820584,126.217401323281,183.892279921793,179.946140038927,240.945557274973,129.968521557054,"yes","yes","no",500.797530926141,240.987761563463,172.193980023205,-1.05526756758453,-1.54019274302508,"no"
"67",67,"Glyma.01G065800",12.5774358711346,25.2943838232343,6.82847303254711,14.9809285135457,61.711615743401,68.060703684885,39.2980401436214,91.4170193502882,60.211329307908,134.173990234315,125.107806801191,125.858547903266,43.3016750707136,"yes","yes","no",14.9203053101154,65.1218447305489,97.7306698634789,2.12586451057016,2.71153432280276,"yes"
"68",68,"Glyma.01G068200",75.0955895752613,131.469839050703,158.368771878772,53.1954664505705,29.5701721145417,40.0353349807539,16.712016469178,36.9489354043315,1,9.87826601562103,10.6207602171466,23.8002565736399,9.25398537965143,"no","yes","no",104.532416738827,30.8166147422013,10.9106536372118,-1.76217011533471,-3.260140969916,"yes"
"69",69,"Glyma.01G069000",6.78871793556729,27.0939678101405,22.3710677860061,1,43.8552581718125,12.0099662766229,11.8020113225599,1,66.035394485735,2.77565320312421,36.5968128034424,175.801967064573,22.666711621585,"no","yes","no",14.3134383829285,17.1668089427488,60.7753078356919,0.262251609693531,2.08611501694782,"yes"
"70",70,"Glyma.01G071300",2091.88491832691,3124.17800927579,2397.47382854895,4576.49187153305,5981.094150725,6788.14375652545,7289.41163963995,5346.4977584562,11361.8098068812,8678.61720366799,5832.14276761255,7921.37484308111,6479.34677485391,"yes","yes","no",3047.50715692117,6351.28682633665,8054.65827921936,1.05941931520294,1.40219377460412,"yes"
"71",71,"Glyma.01G074500",97.092717730417,148.565886926312,74.8273250789301,82.0893853785649,150.993403601344,198.178486954065,135.534141017337,217.782974104908,239.786672290908,319.729749960795,420.465145467591,290.888976436279,256.873546769194,"no","yes","no",100.643828778556,175.622251419413,305.548818184953,0.803216933962529,1.60214418830526,"yes"
"72",72,"Glyma.01G074600",80.8843075108286,47.7891836595623,85.5128589719331,99.7985614957228,541.154816540553,521.471133076719,361.39437776177,522.804244202266,1156.10626026902,1058.40148246046,931.327512998075,1377.70120644645,893.46216917481,"yes","yes","yes",78.4962279095117,486.706142895327,1083.39972626976,2.63235575059724,3.78679849338658,"yes"
"73",73,"Glyma.01G074800",205.920614919082,208.851950487671,194.311022246146,239.60784663118,109.92378118669,130.116877244032,122.76812763613,129.544678112458,56.3286191893566,99.5487527733934,53.9141811943062,94.3724793015731,55.6826531401907,"no","yes","no",212.17285857102,123.088366044827,71.969337119764,-0.785545707705822,-1.55978584117295,"no"
"74",74,"Glyma.01G076100",174.661538067019,195.355070585874,113.683811962577,137.081037531845,62.6044336219805,106.095132640491,70.7220730819774,72.8978708086629,80.5955574303025,88.0070069530861,70.2694735634554,104.144017833133,133.063766074423,"yes","no","no",155.195364536829,78.079877538278,95.21596437088,-0.99106277166546,-0.704810078753389,"yes"
"75",75,"Glyma.01G077000",1,1,1,1.93206190090305,1,49.0434892070818,6.89200617594175,2.08936167891914,1,154.594002070244,2.92415204342932,53.1148721683199,2.03174817245643,"no","yes","no",1.23301547522576,14.7562142654857,42.7329548908899,3.58105983092194,5.11508626787134,"no"
"76",76,"Glyma.01G077100",93.6194869690767,230.446958330546,284.652354250626,182.752070676094,75.9967018006719,161.144964023606,120.804125577482,30.4127653308166,23.3255831816702,55.1574226952883,60.6487133463089,88.9438467840398,49.4921641054521,"no","yes","no",197.867717556586,97.0896391831442,55.5135460225519,-1.02714700020172,-1.83362449775185,"yes"
"77",77,"Glyma.01G078400",190.869948286607,159.363390847749,235.110333473976,196.73299918964,133.137046029755,112.100568791377,103.128107049657,70.7191474508247,90.3023327266809,102.21223257808,149.159707344057,123.687094896253,121.714536177402,"yes","no","no",195.519167949493,104.771217330403,117.415180744495,-0.900067615540395,-0.735691102538372,"no"
"78",78,"Glyma.01G078800",297.382358301045,275.436558003202,59.2847303254711,101.662685297529,103.674056036634,87.0779181626881,49.1180504368576,68.5404240929864,13.6188078852919,44.503503476543,62.5728653897382,116.087009371706,18.5397189317593,"no","yes","no",183.441582981812,77.1026121822916,51.0643810110077,-1.2504690660324,-1.84493148704468,"no"
"79",79,"Glyma.01G081600",443.258050277341,783.819034304216,819.900461072869,438.137031523528,853.641074043353,890.80545635616,873.016914039379,1259.2127391516,871.697744085138,1506.75391624933,2135.84669218483,1307.12898371852,1020.36719438695,"no","yes","no",621.278644294489,969.169045897623,1368.35890612495,0.641507863341158,1.13913431422891,"no"
"80",80,"Glyma.01G082802",62.3604101170133,29.7933437904999,20.4282434418237,6.59237140541827,64.3900693791393,51.0453012573768,84.4700874925081,115.382976286509,77.683524841389,72.9139547265303,126.069882822906,86.7723937770265,149.571736833726,"no","yes","no",29.7935921886888,78.8221086038834,102.602298600315,1.40359826552458,1.78398906828726,"no"
"81",81,"Glyma.01G083000",21.8393845680423,61.2860635613592,34.0280138511003,26.1656713243822,83.1392448293073,57.0507374082621,92.3260957270971,129.544678112458,89.331655197043,149.267042460871,66.4211694765968,74.8294022384531,161.952714903203,"no","yes","no",35.829783326221,90.5151890192811,108.360396855233,1.33700058668041,1.5966063580722,"no"
"82",82,"Glyma.01G084500",540.508511594872,645.251067312435,688.759817840559,645.054773524004,590.259799862422,540.488347554522,502.802525984372,414.957437989271,285.408516183886,450.240260390424,456.061958271034,331.060857066026,504.493108158737,"no","yes","no",629.893542567968,512.127027847647,405.452940014021,-0.298606321036145,-0.635573547451904,"yes"
