geneId,Family,Family_Binding
Glyma.07G138000,MYB,No
Glyma.07G139200,MYB,Yes
Glyma.07G139700,MYB,Yes
Glyma.07G139800,MYB,Yes
Glyma.07G139900,MYB,No
Glyma.07G140000,MYB,No
Glyma.07G140100,MYB,No
Glyma.07G140400,MYB,No
Glyma.07G140700,MYB,No
Glyma.07G141300,MYB,No
Glyma.07G142600,MYB,No
Glyma.07G143200,MYB,No
Glyma.07G145700,MYB,No
Glyma.07G146800,MYB,No
Glyma.07G149151,MYB,No
Glyma.07G150800,MYB,Yes
Glyma.07G151900,MYB,Yes
Glyma.07G152700,MYB,No
Glyma.07G153100,MYB,Yes
Glyma.07G153500,MYB,Yes
Glyma.07G153800,MYB,No
Glyma.07G155500,MYB,No
Glyma.07G156000,MYB,No
Glyma.07G157100,MYB,Yes
Glyma.07G163200,MYB,No
Glyma.07G163600,MYB,Yes
Glyma.07G165700,MYB,No
Glyma.07G166800,MYB,Yes
Glyma.07G167000,MYB,Yes
Glyma.07G168900,MYB,Yes
Glyma.07G171600,MYB,Yes
Glyma.07G173000,MYB,Yes
Glyma.07G173700,MYB,Yes
Glyma.07G174000,MYB,Yes
Glyma.07G174100,MYB,Yes
Glyma.07G174800,MYB,No
Glyma.07G177600,MYB,No
Glyma.07G178100,MYB,No
Glyma.07G179900,MYB,Yes
Glyma.07G180900,MYB,No
Glyma.07G181500,MYB,Yes
Glyma.07G182200,MYB,No
Glyma.07G183200,MYB,Yes
Glyma.07G183600,MYB,No
Glyma.07G184300,MYB,Yes
Glyma.07G184700,MYB,No
Glyma.07G185400,MYB,No
Glyma.07G185500,MYB,Yes
Glyma.07G185800,MYB,Yes
Glyma.07G187500,MYB,Yes
Glyma.07G188800,MYB,Yes
Glyma.07G189200,MYB,No
Glyma.07G189500,MYB,Yes
Glyma.07G189700,MYB,No
Glyma.07G189900,MYB,No
Glyma.07G190100,MYB,No
Glyma.07G192500,MYB,Yes
Glyma.07G193300,MYB,No
Glyma.07G195300,MYB,No
Glyma.07G196000,MYB,Yes
Glyma.07G198200,MYB,No
Glyma.07G200200,MYB,Yes
Glyma.07G200300,MYB,No
Glyma.07G200500,MYB,No
Glyma.07G201000,MYB,No
Glyma.07G201100,MYB,Yes
Glyma.07G201300,MYB,No
Glyma.07G201600,MYB,Yes
Glyma.07G202300,MYB,Yes
Glyma.07G204000,MYB,Yes
Glyma.07G205200,MYB,No
Glyma.07G205800,MYB,No
Glyma.07G206100,MYB,Yes
Glyma.07G206400,MYB,Yes
Glyma.07G208000,MYB,No
Glyma.07G208300,MYB,No
Glyma.07G209100,MYB,Yes
Glyma.07G209200,MYB,No
Glyma.07G211300,MYB,Yes
Glyma.07G211900,MYB,No
Glyma.07G212300,MYB,Yes
Glyma.07G212800,MYB,No
Glyma.07G215000,MYB,No
Glyma.07G215500,MYB,Yes
Glyma.07G216400,MYB,Yes
Glyma.07G220300,MYB,Yes
Glyma.07G221900,MYB,Yes
Glyma.07G223000,MYB,Yes
Glyma.07G226567,MYB,No
Glyma.07G226633,MYB,Yes
Glyma.07G227700,MYB,Yes
Glyma.07G228200,MYB,Yes
Glyma.07G229100,MYB,No
Glyma.07G231800,MYB,No
Glyma.07G233500,MYB,No
Glyma.07G233600,MYB,No
Glyma.07G233900,MYB,No
Glyma.07G234300,MYB,No
Glyma.07G234800,MYB,No
Glyma.07G235500,MYB,No
Glyma.07G237500,MYB,Yes
Glyma.07G238300,MYB,Yes
Glyma.07G239700,MYB,No
Glyma.07G242000,MYB,Yes
Glyma.07G242100,MYB,No
Glyma.07G242400,MYB,No
Glyma.07G243400,MYB,Yes
Glyma.07G243500,MYB,Yes
Glyma.07G243600,MYB,Yes
Glyma.07G243651,MYB,Yes
Glyma.07G243900,MYB,Yes
Glyma.07G245000,MYB,No
Glyma.07G247200,MYB,No
Glyma.07G248000,MYB,No
Glyma.07G248600,MYB,No
Glyma.07G251300,MYB,No
Glyma.07G252000,MYB,Yes
Glyma.07G252900,MYB,No
Glyma.07G253100,MYB,No
Glyma.07G253700,MYB,Yes
Glyma.07G254700,MYB,Yes
Glyma.07G255700,MYB,Yes
Glyma.07G256100,MYB,No
Glyma.07G256200,MYB,No
Glyma.07G256300,MYB,Yes
Glyma.07G257500,MYB,Yes
Glyma.07G257900,MYB,Yes
Glyma.07G258200,MYB,No
Glyma.07G259300,MYB,Yes
Glyma.07G260300,MYB,Yes
Glyma.07G261500,MYB,No
Glyma.07G261800,MYB,No
Glyma.07G261900,MYB,No
Glyma.07G262100,MYB,No
Glyma.07G262500,MYB,Yes
Glyma.07G262700,MYB,Yes
Glyma.07G263400,MYB,No
Glyma.07G264200,MYB,Yes
Glyma.07G266300,MYB,Yes
Glyma.07G267700,MYB,No
Glyma.07G268900,MYB,Yes
Glyma.07G269200,MYB,Yes
Glyma.07G269600,MYB,No
Glyma.07G269700,MYB,Yes
Glyma.07G269900,MYB,No
Glyma.07G270900,MYB,No
Glyma.07G272200,MYB,No
Glyma.07G272600,MYB,Yes
Glyma.07G273000,MYB,Yes
Glyma.07G273600,MYB,Yes
Glyma.07G273700,MYB,Yes
Glyma.08G000800,MYB,No
Glyma.08G001600,MYB,Yes
Glyma.08G002000,MYB,Yes
Glyma.08G002100,MYB,Yes
Glyma.08G002500,MYB,Yes
Glyma.08G002600,MYB,No
Glyma.08G003200,MYB,No
Glyma.08G003500,MYB,No
Glyma.08G004100,MYB,Yes
Glyma.08G004200,MYB,No
Glyma.08G004300,MYB,Yes
Glyma.08G004400,MYB,Yes
Glyma.08G004800,MYB,Yes
Glyma.08G005600,MYB,Yes
Glyma.08G007200,MYB,Yes
Glyma.08G009800,MYB,No
Glyma.08G010000,MYB,Yes
Glyma.08G010400,MYB,No
Glyma.08G011100,MYB,Yes
Glyma.08G013800,MYB,Yes
Glyma.08G014900,MYB,Yes
Glyma.08G015100,MYB,Yes
Glyma.08G015300,MYB,Yes
Glyma.08G015700,MYB,Yes
Glyma.08G016100,MYB,Yes
Glyma.08G018000,MYB,Yes
Glyma.08G018100,MYB,Yes
Glyma.08G018300,MYB,Yes
Glyma.08G020800,MYB,No
Glyma.08G021900,MYB,Yes
Glyma.08G022000,MYB,No
Glyma.08G024100,MYB,No
Glyma.08G025400,MYB,No
Glyma.08G025700,MYB,No
Glyma.08G026500,MYB,Yes
Glyma.08G026800,MYB,No
Glyma.08G027700,MYB,No
Glyma.08G028300,MYB,No
Glyma.08G033100,MYB,No
Glyma.08G034500,MYB,Yes
Glyma.08G034700,MYB,No
Glyma.08G035300,MYB,Yes
Glyma.08G036400,MYB,Yes
Glyma.08G037400,MYB,Yes
Glyma.08G040800,MYB,No
Glyma.08G041100,MYB,No
Glyma.08G041800,MYB,Yes
Glyma.08G042100,MYB,No
Glyma.08G043000,MYB,No
Glyma.08G043300,MYB,No
Glyma.08G043800,MYB,No
Glyma.08G044100,MYB,Yes
Glyma.08G044300,MYB,Yes
Glyma.08G044400,MYB,Yes
Glyma.08G045300,MYB,No
Glyma.08G046400,MYB,Yes
Glyma.08G047100,MYB,No
Glyma.08G048100,MYB,Yes
Glyma.08G050400,MYB,Yes
Glyma.08G051600,MYB,No
Glyma.08G052700,MYB,No
Glyma.08G052800,MYB,Yes
Glyma.08G053500,MYB,Yes
Glyma.08G054400,MYB,Yes
Glyma.08G054700,MYB,No
Glyma.08G055000,MYB,Yes
Glyma.08G055200,MYB,No
Glyma.08G055900,MYB,Yes
Glyma.08G056200,MYB,No
Glyma.08G056800,MYB,No
Glyma.08G057000,MYB,Yes
Glyma.08G058400,MYB,Yes
Glyma.08G059300,MYB,Yes
Glyma.08G059900,MYB,No
Glyma.08G061800,MYB,No
Glyma.08G063800,MYB,No
Glyma.08G064700,MYB,Yes
Glyma.08G066700,MYB,No
Glyma.08G067000,MYB,Yes
Glyma.08G067600,MYB,Yes
Glyma.08G067700,MYB,Yes
Glyma.08G067741,MYB,No
Glyma.08G069800,MYB,No
Glyma.08G070100,MYB,Yes
Glyma.08G071300,MYB,Yes
Glyma.08G071900,MYB,No
Glyma.08G072200,MYB,Yes
Glyma.08G072300,MYB,Yes
Glyma.08G072400,MYB,No
Glyma.08G073600,MYB,No
Glyma.08G073700,MYB,No
Glyma.08G074000,MYB,No
Glyma.08G074200,MYB,No
Glyma.08G078000,MYB,No
Glyma.08G078900,MYB,Yes
Glyma.08G080600,MYB,Yes
Glyma.08G080900,MYB,No
Glyma.08G081700,MYB,Yes
Glyma.08G082200,MYB,Yes
Glyma.08G082400,MYB,No
Glyma.08G082900,MYB,Yes
Glyma.08G083300,MYB,Yes
Glyma.08G083800,MYB,No
Glyma.08G084300,MYB,No
Glyma.08G084600,MYB,No
Glyma.08G084800,MYB,Yes
Glyma.08G085000,MYB,Yes
Glyma.08G085500,MYB,No
Glyma.08G086000,MYB,Yes
Glyma.08G086600,MYB,Yes
Glyma.08G087900,MYB,No
Glyma.08G088300,MYB,No
Glyma.08G089600,MYB,No
Glyma.08G089800,MYB,No
Glyma.08G090400,MYB,No
Glyma.08G090800,MYB,No
Glyma.08G091400,MYB,No
Glyma.08G091500,MYB,Yes
Glyma.08G091900,MYB,Yes
Glyma.08G092800,MYB,No
Glyma.08G094100,MYB,No
Glyma.08G094200,MYB,No
Glyma.08G094400,MYB,Yes
Glyma.08G095200,MYB,No
Glyma.08G096300,MYB,No
Glyma.08G099200,MYB,No
Glyma.08G099900,MYB,No
Glyma.08G101500,MYB,Yes
Glyma.08G101800,MYB,Yes
Glyma.08G104200,MYB,Yes
Glyma.08G105000,MYB,No
Glyma.08G105200,MYB,Yes
Glyma.08G106000,MYB,Yes
Glyma.08G106900,MYB,No
Glyma.08G107500,MYB,Yes
Glyma.08G109000,MYB,Yes
Glyma.08G109200,MYB,Yes
Glyma.08G109400,MYB,Yes
Glyma.08G109500,MYB,Yes
Glyma.08G109900,MYB,Yes
Glyma.08G110420,MYB,No
Glyma.08G110500,MYB,No
Glyma.08G112300,MYB,No
Glyma.08G113200,MYB,Yes
Glyma.08G113400,MYB,No
Glyma.08G113600,MYB,Yes
Glyma.08G114100,MYB,Yes
Glyma.08G114700,MYB,No
Glyma.08G115300,MYB,No
Glyma.08G118400,MYB,No
Glyma.08G118600,MYB,No
Glyma.08G118700,MYB,Yes
Glyma.08G118900,MYB,Yes
Glyma.08G119200,MYB,Yes
Glyma.08G119700,MYB,No
Glyma.08G119900,MYB,No
Glyma.08G124100,MYB,No
Glyma.08G124300,MYB,Yes
Glyma.08G124600,MYB,Yes
Glyma.08G124800,MYB,Yes
Glyma.08G124900,MYB,No
Glyma.08G125400,MYB,No
Glyma.08G126100,MYB,Yes
Glyma.08G126600,MYB,No
Glyma.08G126800,MYB,No
Glyma.08G130800,MYB,Yes
Glyma.08G131400,MYB,Yes
Glyma.08G132300,MYB,No
Glyma.08G132800,MYB,No
Glyma.08G133100,MYB,No
Glyma.08G133200,MYB,No
Glyma.08G133600,MYB,No
Glyma.08G133900,MYB,Yes
Glyma.08G135000,MYB,Yes
Glyma.08G135100,MYB,Yes
Glyma.08G135200,MYB,Yes
Glyma.08G136200,MYB,Yes
Glyma.08G137500,MYB,No
Glyma.08G138100,MYB,Yes
Glyma.08G138200,MYB,Yes
Glyma.08G138901,MYB,No
Glyma.08G139100,MYB,Yes
Glyma.08G139300,MYB,No
Glyma.08G139800,MYB,Yes
Glyma.08G139900,MYB,No
Glyma.08G140600,MYB,No
Glyma.08G141100,MYB,Yes
Glyma.08G142400,MYB,Yes
Glyma.08G143000,MYB,Yes
Glyma.08G146500,MYB,No
Glyma.08G147600,MYB,No
Glyma.08G147700,MYB,No
Glyma.08G149800,MYB,Yes
Glyma.08G150800,MYB,Yes
Glyma.08G152400,MYB,No
Glyma.08G152500,MYB,Yes
Glyma.08G153600,MYB,No
Glyma.08G155500,MYB,No
Glyma.08G157600,MYB,Yes
Glyma.08G157700,MYB,Yes
Glyma.08G162100,MYB,No
Glyma.08G164100,MYB,Yes
Glyma.08G165500,MYB,No
Glyma.08G165900,MYB,Yes
Glyma.08G166100,MYB,Yes
Glyma.08G166500,MYB,No
Glyma.08G168700,MYB,No
Glyma.08G169451,MYB,No
Glyma.08G170400,MYB,No
Glyma.08G170700,MYB,No
Glyma.08G170800,MYB,No
Glyma.08G171300,MYB,No
Glyma.08G171400,MYB,Yes
Glyma.08G173300,MYB,No
Glyma.08G173700,MYB,No
Glyma.08G173800,MYB,No
Glyma.08G173900,MYB,No
Glyma.08G174200,MYB,No
Glyma.08G174800,MYB,No
Glyma.08G174900,MYB,No
Glyma.08G175200,MYB,No
Glyma.08G175800,MYB,No
Glyma.08G175900,MYB,Yes
Glyma.08G177200,MYB,No
Glyma.08G177300,MYB,Yes
Glyma.08G177400,MYB,Yes
Glyma.08G178100,MYB,No
Glyma.08G178800,MYB,Yes
Glyma.08G179100,MYB,Yes
Glyma.08G179700,MYB,No
Glyma.08G180000,MYB,No
Glyma.08G180400,MYB,Yes
Glyma.08G180800,MYB,No
Glyma.08G181100,MYB,No
Glyma.08G181200,MYB,No
Glyma.08G182900,MYB,No
Glyma.08G184300,MYB,Yes
Glyma.08G185000,MYB,Yes
Glyma.08G186500,MYB,No
Glyma.08G187400,MYB,Yes
Glyma.08G191300,MYB,Yes
Glyma.08G194200,MYB,Yes
Glyma.08G195300,MYB,Yes
Glyma.08G198900,MYB,Yes
Glyma.08G199100,MYB,Yes
Glyma.08G199700,MYB,No
Glyma.08G200200,MYB,No
Glyma.08G201200,MYB,Yes
Glyma.08G201300,MYB,No
Glyma.08G201400,MYB,Yes
Glyma.08G202100,MYB,No
Glyma.08G203000,MYB,Yes
Glyma.08G204500,MYB,Yes
Glyma.08G204600,MYB,Yes
Glyma.08G204800,MYB,Yes
Glyma.08G205700,MYB,No
Glyma.08G208700,MYB,No
Glyma.08G209100,MYB,No
Glyma.08G210000,MYB,Yes
Glyma.08G211000,MYB,No
Glyma.08G212600,MYB,No
Glyma.08G213000,MYB,No
Glyma.08G213300,MYB,Yes
Glyma.08G213900,MYB,Yes
Glyma.08G214000,MYB,No
Glyma.08G214300,MYB,Yes
Glyma.08G214800,MYB,No
Glyma.08G216300,MYB,No
Glyma.08G217400,MYB,Yes
Glyma.08G217700,MYB,Yes
Glyma.08G218200,MYB,No
Glyma.08G218600,MYB,Yes
Glyma.08G219100,MYB,Yes
Glyma.08G219200,MYB,No
Glyma.08G220200,MYB,Yes
Glyma.08G220300,MYB,No
Glyma.08G220900,MYB,No
Glyma.08G221900,MYB,No
Glyma.08G222700,MYB,No
Glyma.08G222800,MYB,No
Glyma.08G223100,MYB,Yes
Glyma.08G223300,MYB,No
Glyma.08G226600,MYB,Yes
Glyma.08G227200,MYB,Yes
Glyma.08G227600,MYB,No
Glyma.08G228800,MYB,Yes
Glyma.08G229400,MYB,Yes
Glyma.08G232400,MYB,No
Glyma.08G232600,MYB,No
Glyma.08G234200,MYB,No
Glyma.08G235000,MYB,Yes
Glyma.08G235400,MYB,No
Glyma.08G235600,MYB,Yes
Glyma.08G235800,MYB,No
Glyma.08G235900,MYB,No
Glyma.08G236000,MYB,Yes
Glyma.08G237400,MYB,Yes
Glyma.08G238400,MYB,No
Glyma.08G238600,MYB,No
Glyma.08G239000,MYB,No
Glyma.08G240100,MYB,No
Glyma.08G240500,MYB,Yes
Glyma.08G241600,MYB,Yes
Glyma.08G242100,MYB,Yes
Glyma.08G242700,MYB,No
Glyma.08G242800,MYB,No
Glyma.08G243100,MYB,Yes
Glyma.08G244700,MYB,No
Glyma.08G244800,MYB,Yes
Glyma.08G246300,MYB,No
Glyma.08G246700,MYB,No
Glyma.08G247700,MYB,No
Glyma.08G249500,MYB,No
Glyma.08G249900,MYB,Yes
Glyma.08G250300,MYB,No
Glyma.08G251200,MYB,Yes
Glyma.08G252000,MYB,No
Glyma.08G253000,MYB,Yes
Glyma.08G253800,MYB,No
Glyma.08G254500,MYB,Yes
Glyma.08G254600,MYB,No
Glyma.08G255000,MYB,Yes
Glyma.08G255800,MYB,No
Glyma.08G257300,MYB,Yes
Glyma.08G258700,MYB,Yes
Glyma.08G259300,MYB,Yes
Glyma.08G259500,MYB,No
Glyma.08G260400,MYB,Yes
Glyma.08G264800,MYB,Yes
Glyma.08G264900,MYB,Yes
Glyma.08G267700,MYB,No
Glyma.08G270600,MYB,No
Glyma.08G272000,MYB,No
Glyma.08G272600,MYB,Yes
Glyma.08G273500,MYB,Yes
Glyma.08G274400,MYB,No
Glyma.08G277000,MYB,Yes
Glyma.08G277100,MYB,Yes
Glyma.08G279700,MYB,Yes
Glyma.08G281600,MYB,Yes
Glyma.08G282100,MYB,Yes
Glyma.08G282900,MYB,No
Glyma.08G284100,MYB,No
Glyma.08G284300,MYB,Yes
Glyma.08G286800,MYB,Yes
Glyma.08G288600,MYB,Yes
Glyma.08G288700,MYB,No
Glyma.08G289200,MYB,No
Glyma.08G289900,MYB,Yes
Glyma.08G290100,MYB,Yes
Glyma.08G291000,MYB,Yes
Glyma.08G291600,MYB,No
Glyma.08G292000,MYB,Yes
Glyma.08G292300,MYB,Yes
Glyma.08G292800,MYB,No
Glyma.08G293300,MYB,No
Glyma.08G293800,MYB,Yes
Glyma.08G294100,MYB,No
Glyma.08G294800,MYB,Yes
Glyma.08G295500,MYB,Yes
Glyma.08G296400,MYB,Yes
Glyma.08G297900,MYB,Yes
Glyma.08G298500,MYB,Yes
Glyma.08G298700,MYB,Yes
Glyma.08G298900,MYB,No
Glyma.08G299000,MYB,Yes
Glyma.08G299900,MYB,Yes
Glyma.08G302500,MYB,No
Glyma.08G302600,MYB,No
Glyma.08G303000,MYB,No
Glyma.08G303200,MYB,Yes
Glyma.08G303700,MYB,No
Glyma.08G303900,MYB,Yes
Glyma.08G304000,MYB,No
Glyma.08G304200,MYB,Yes
Glyma.08G305000,MYB,No
Glyma.08G306200,MYB,No
Glyma.08G306500,MYB,No
Glyma.08G306800,MYB,Yes
Glyma.08G307400,MYB,Yes
Glyma.08G307600,MYB,No
Glyma.08G307800,MYB,No
Glyma.08G311600,MYB,Yes
Glyma.08G312400,MYB,Yes
Glyma.08G312800,MYB,Yes
Glyma.08G313100,MYB,Yes
Glyma.08G314800,MYB,Yes
Glyma.08G314900,MYB,No
Glyma.08G316000,MYB,No
Glyma.08G316500,MYB,No
Glyma.08G320400,MYB,Yes
Glyma.08G324300,MYB,No
Glyma.08G324700,MYB,No
Glyma.08G325300,MYB,No
Glyma.08G330100,MYB,Yes
Glyma.08G330600,MYB,No
Glyma.08G330700,MYB,No
Glyma.08G332000,MYB,Yes
Glyma.08G336400,MYB,Yes
Glyma.08G337100,MYB,Yes
Glyma.08G338100,MYB,Yes
Glyma.08G338200,MYB,Yes
Glyma.08G338800,MYB,Yes
Glyma.08G339000,MYB,Yes
Glyma.08G339500,MYB,Yes
Glyma.08G340300,MYB,No
Glyma.08G341100,MYB,No
Glyma.08G341300,MYB,Yes
Glyma.08G342100,MYB,Yes
Glyma.08G344100,MYB,No
Glyma.08G344800,MYB,Yes
Glyma.08G345000,MYB,Yes
Glyma.08G345400,MYB,Yes
Glyma.08G345800,MYB,Yes
Glyma.08G347400,MYB,Yes
Glyma.08G348101,MYB,No
Glyma.08G348300,MYB,No
Glyma.08G349900,MYB,No
Glyma.08G351932,MYB,No
Glyma.08G352100,MYB,No
Glyma.08G352200,MYB,No
Glyma.08G352300,MYB,No
Glyma.08G352500,MYB,Yes
Glyma.08G356800,MYB,Yes
Glyma.08G357000,MYB,Yes
Glyma.08G360100,MYB,Yes
Glyma.08G360200,MYB,No
Glyma.08G361100,MYB,No
Glyma.08G361200,MYB,No
Glyma.08G362100,MYB,Yes
Glyma.08G362466,MYB,No
Glyma.08G362532,MYB,Yes
Glyma.08G362900,MYB,No
Glyma.08G364700,MYB,No
Glyma.08G365100,MYB,No
Glyma.08G367400,MYB,No
Glyma.09G003100,MYB,Yes
Glyma.09G004300,MYB,No
Glyma.09G004800,MYB,Yes
Glyma.09G005500,MYB,No
Glyma.09G005700,MYB,Yes
Glyma.09G008600,MYB,No
Glyma.09G010000,MYB,Yes
Glyma.09G011100,MYB,No
Glyma.09G011200,MYB,Yes
Glyma.09G012000,MYB,Yes
Glyma.09G013100,MYB,Yes
Glyma.09G014700,MYB,No
Glyma.09G015100,MYB,No
Glyma.09G016251,MYB,No
Glyma.09G016300,MYB,No
Glyma.09G016400,MYB,Yes
Glyma.09G016700,MYB,No
Glyma.09G017800,MYB,No
Glyma.09G018400,MYB,No
Glyma.09G018600,MYB,Yes
Glyma.09G018900,MYB,No
Glyma.09G020800,MYB,Yes
Glyma.09G022000,MYB,Yes
Glyma.09G022400,MYB,Yes
Glyma.09G022500,MYB,No
Glyma.09G024100,MYB,No
Glyma.09G025000,MYB,Yes
Glyma.09G026100,MYB,Yes
Glyma.09G027000,MYB,Yes
Glyma.09G028000,MYB,No
Glyma.09G028800,MYB,Yes
Glyma.09G030300,MYB,Yes
Glyma.09G031400,MYB,No
Glyma.09G032100,MYB,Yes
Glyma.09G034500,MYB,Yes
Glyma.09G036900,MYB,Yes
Glyma.09G037600,MYB,Yes
Glyma.09G038300,MYB,Yes
Glyma.09G040400,MYB,No
Glyma.09G040500,MYB,Yes
Glyma.09G040600,MYB,Yes
Glyma.09G041400,MYB,No
Glyma.09G041500,MYB,Yes
Glyma.09G041800,MYB,No
Glyma.09G042400,MYB,Yes
Glyma.09G042500,MYB,No
Glyma.09G042800,MYB,Yes
Glyma.09G044200,MYB,Yes
Glyma.09G046400,MYB,No
Glyma.09G048900,MYB,Yes
Glyma.09G049200,MYB,No
Glyma.09G049300,MYB,No
Glyma.09G049500,MYB,No
Glyma.09G049700,MYB,No
Glyma.09G050200,MYB,No
Glyma.09G051200,MYB,No
Glyma.09G051900,MYB,No
Glyma.09G052900,MYB,No
Glyma.09G054200,MYB,Yes
Glyma.09G056300,MYB,Yes
Glyma.09G056600,MYB,Yes
Glyma.09G056800,MYB,Yes
Glyma.09G059000,MYB,Yes
Glyma.09G059200,MYB,No
Glyma.09G061300,MYB,Yes
Glyma.09G061500,MYB,Yes
Glyma.09G062700,MYB,No
Glyma.09G063000,MYB,No
Glyma.09G063300,MYB,Yes
Glyma.09G064200,MYB,No
Glyma.09G065000,MYB,No
Glyma.09G066400,MYB,Yes
Glyma.09G066800,MYB,No
Glyma.09G067700,MYB,Yes
Glyma.09G068100,MYB,Yes
Glyma.09G068800,MYB,No
Glyma.09G069900,MYB,No
Glyma.09G070300,MYB,No
Glyma.09G071600,MYB,Yes
Glyma.09G072000,MYB,Yes
Glyma.09G073050,MYB,Yes
Glyma.09G073900,MYB,Yes
Glyma.09G075200,MYB,No
Glyma.09G075500,MYB,No
Glyma.09G079600,MYB,No
Glyma.09G080000,MYB,No
Glyma.09G083700,MYB,Yes
Glyma.09G087700,MYB,No
Glyma.09G089000,MYB,Yes
Glyma.09G089500,MYB,Yes
Glyma.09G089700,MYB,No
Glyma.09G091100,MYB,Yes
Glyma.09G091800,MYB,Yes
Glyma.09G092100,MYB,No
Glyma.09G093050,MYB,No
Glyma.09G094000,MYB,Yes
Glyma.09G094400,MYB,No
Glyma.09G094600,MYB,No
Glyma.09G096300,MYB,No
Glyma.09G098000,MYB,No
Glyma.09G098300,MYB,Yes
Glyma.09G099200,MYB,Yes
Glyma.09G102400,MYB,No
Glyma.09G104000,MYB,Yes
Glyma.09G104200,MYB,Yes
Glyma.09G109200,MYB,Yes
Glyma.09G109700,MYB,Yes
Glyma.09G110500,MYB,Yes
Glyma.09G114000,MYB,Yes
Glyma.09G114100,MYB,Yes
Glyma.09G115800,MYB,No
Glyma.09G116300,MYB,Yes
Glyma.09G118500,MYB,No
Glyma.09G118800,MYB,Yes
Glyma.09G120200,MYB,Yes
Glyma.09G125800,MYB,Yes
Glyma.09G126200,MYB,Yes
Glyma.09G128300,MYB,No
Glyma.09G128400,MYB,Yes
Glyma.09G130400,MYB,Yes
Glyma.09G134500,MYB,Yes
Glyma.09G138100,MYB,No
Glyma.09G138400,MYB,No
Glyma.09G139200,MYB,No
Glyma.09G140400,MYB,No
Glyma.09G140700,MYB,No
Glyma.09G144200,MYB,No
Glyma.09G144800,MYB,Yes
Glyma.09G146500,MYB,Yes
Glyma.09G146700,MYB,Yes
Glyma.09G146800,MYB,No
Glyma.09G148700,MYB,No
Glyma.09G149200,MYB,No
Glyma.09G149400,MYB,No
Glyma.09G151400,MYB,Yes
Glyma.09G152100,MYB,Yes
Glyma.09G153900,MYB,Yes
Glyma.09G154100,MYB,Yes
Glyma.09G154600,MYB,No
Glyma.09G154700,MYB,No
Glyma.09G156800,MYB,No
Glyma.09G156900,MYB,No
Glyma.09G157600,MYB,Yes
Glyma.09G160100,MYB,No
Glyma.09G161100,MYB,Yes
Glyma.09G162400,MYB,Yes
Glyma.09G163700,MYB,Yes
Glyma.09G163900,MYB,Yes
Glyma.09G164900,MYB,Yes
Glyma.09G168900,MYB,Yes
Glyma.09G172100,MYB,Yes
Glyma.09G172500,MYB,Yes
Glyma.09G173800,MYB,Yes
Glyma.09G177200,MYB,Yes
Glyma.09G177600,MYB,No
Glyma.09G178100,MYB,Yes
Glyma.09G180300,MYB,Yes
Glyma.09G181960,MYB,Yes
Glyma.09G182200,MYB,Yes
Glyma.09G183100,MYB,No
Glyma.09G183400,MYB,No
Glyma.09G183800,MYB,No
Glyma.09G184600,MYB,Yes
Glyma.09G185900,MYB,No
Glyma.09G186200,MYB,No
Glyma.09G186400,MYB,Yes
Glyma.09G187300,MYB,Yes
Glyma.09G187800,MYB,Yes
Glyma.09G188500,MYB,No
Glyma.09G189300,MYB,No
Glyma.09G190000,MYB,No
Glyma.09G191300,MYB,No
Glyma.09G193000,MYB,Yes
Glyma.09G194100,MYB,Yes
Glyma.09G194900,MYB,Yes
Glyma.09G196000,MYB,Yes
Glyma.09G196400,MYB,No
Glyma.09G198200,MYB,No
Glyma.09G198700,MYB,No
Glyma.09G199600,MYB,No
Glyma.09G202000,MYB,Yes
Glyma.09G202700,MYB,No
Glyma.09G203300,MYB,No
Glyma.09G203400,MYB,Yes
Glyma.09G204500,MYB,Yes
Glyma.09G204800,MYB,No
Glyma.09G205400,MYB,Yes
Glyma.09G205500,MYB,No
Glyma.09G205700,MYB,Yes
Glyma.09G206100,MYB,Yes
Glyma.09G207200,MYB,Yes
Glyma.09G207700,MYB,No
Glyma.09G207900,MYB,Yes
Glyma.09G209900,MYB,Yes
Glyma.09G210600,MYB,No
Glyma.09G210900,MYB,No
Glyma.09G211700,MYB,No
Glyma.09G213100,MYB,Yes
Glyma.09G214500,MYB,Yes
Glyma.09G215700,MYB,No
Glyma.09G216000,MYB,No
Glyma.09G216200,MYB,Yes
Glyma.09G216400,MYB,Yes
Glyma.09G216900,MYB,No
Glyma.09G217700,MYB,Yes
Glyma.09G218300,MYB,Yes
Glyma.09G218600,MYB,Yes
Glyma.09G219100,MYB,No
Glyma.09G221700,MYB,Yes
Glyma.09G222500,MYB,Yes
Glyma.09G223600,MYB,Yes
Glyma.09G225700,MYB,Yes
Glyma.09G225900,MYB,No
Glyma.09G226000,MYB,Yes
Glyma.09G226900,MYB,Yes
Glyma.09G227100,MYB,Yes
Glyma.09G227200,MYB,Yes
Glyma.09G227600,MYB,No
Glyma.09G228200,MYB,Yes
Glyma.09G229200,MYB,No
Glyma.09G230700,MYB,No
Glyma.09G232600,MYB,Yes
Glyma.09G235200,MYB,No
Glyma.09G235400,MYB,Yes
Glyma.09G236500,MYB,Yes
Glyma.09G237200,MYB,No
Glyma.09G238200,MYB,Yes
Glyma.09G238900,MYB,No
Glyma.09G239800,MYB,No
Glyma.09G239900,MYB,No
Glyma.09G240100,MYB,Yes
Glyma.09G244900,MYB,Yes
Glyma.09G245400,MYB,Yes
Glyma.09G246100,MYB,Yes
