TF,TF1_TF2_count,TF1_count,TF2_count,cosine,zscore,helper
NAC017,1,267,1190,0.001774071,-7.365572322,0
MYB51,1,711,447,0.001773828,-7.108563445,0
ERF104,1,2240,142,0.001773094,-8.479738219,0
ERF069,1,1189,268,0.001771502,-8.142540419,0
MYB80,1,268,1189,0.001771502,-8.142540419,0
ERF003,1,2245,142,0.001771119,-6.728996096,0
ERF091,1,2006,159,0.001770663,-7.946104895,0
ERF073,1,808,395,0.001770092,-7.096446125,0
NAC68,1,268,1191,0.001770014,-8.935043208,0
ERF15,1,718,447,0.00176516,-6.535018946,0
RAV1,1,1191,270,0.001763446,-7.15760717,0
ERF15,1,718,449,0.001761224,-8.380950497,0
MYB30,1,757,426,0.001760951,-6.830512308,0
ERF013,1,1260,256,0.001760738,-7.146844539,0
MYB94,1,176,1833,0.001760607,-7.775492981,0
ERF069,1,1189,272,0.001758428,-7.825104742,0
ERF118,1,1432,226,0.001757819,-6.520403388,0
BHLH72,1,429,757,0.001754783,-7.400482186,0
MYB58,1,793,411,0.00175163,-7.442041532,0
MYB24,1,274,1190,0.001751262,-8.894146357,0
ERF069,1,1189,276,0.001745639,-8.35012978,0
MYB58,1,793,415,0.001743168,-6.51764934,0
ERF023,1,773,426,0.001742631,-6.541629194,0
ERF10,1,1872,176,0.001742171,-6.699003566,0
NAC004,1,449,738,0.001737195,-6.582214511,0
ERF069,1,1189,280,0.001733126,-7.056141625,0
ERF023,1,773,431,0.001732494,-8.2537218,0
RAV1,1,1191,280,0.00173167,-8.105571862,0
ERF9,1,2103,159,0.001729346,-8.09657025,0
ERF003,1,2245,149,0.001729015,-7.120875466,0
NAC098,1,847,395,0.00172886,-7.613129715,0
ERF118,1,1432,234,0.00172751,-7.812155421,0
ERF014,1,360,932,0.001726397,-7.036063187,0
MYB62,1,397,847,0.001724499,-7.65115091,0
ERF096,1,754,447,0.001722505,-8.50852316,0
ERF109,1,1068,316,0.001721357,-6.880723429,0
ERF013,1,1260,268,0.001720867,-7.863212649,0
MYB58,1,793,426,0.001720516,-7.650889013,0
ERF096,1,754,449,0.001718665,-6.803153095,0
ERF091,1,2006,169,0.001717478,-7.803694932,0
ERF9,1,2103,162,0.001713258,-7.894328748,0
NAC062,1,287,1191,0.001710422,-8.336583592,0
ERF118,1,1432,239,0.001709344,-6.894195203,0
ERF8,1,2077,165,0.001708204,-8.757184439,0
MYB65,1,187,1833,0.00170804,-7.331181503,0
ERF073,1,808,426,0.001704471,-8.046363761,0
ERF7,1,971,355,0.001703241,-8.106567342,0
ERF069,1,1189,291,0.001700053,-8.316298883,0
ERF118,1,1432,242,0.001698716,-7.093661636,0
ERF023,1,773,449,0.001697411,-9.013531737,0
ERF013,1,1260,276,0.001695744,-7.631180342,0
ERF11,1,1697,206,0.001691319,-9.398881537,0
MYB83,1,674,523,0.001684299,-9.102644392,0
ERF2,1,1460,242,0.001682348,-8.836227679,0
NAC018,1,297,1190,0.001682086,-7.230251202,0
ERF115,1,895,395,0.00168186,-8.736884244,0
ERF115,1,895,397,0.001677619,-10.77777778,0
ERF9,1,2103,169,0.001677401,-6.647754591,0
ERF104,1,2240,159,0.001675627,-8.466776132,0
ERF11,1,1697,210,0.001675134,-7.923269366,0
ERF118,1,1432,249,0.001674668,-8.569440274,0
ERF003,1,2245,159,0.00167376,-7.709117928,0
ERF069,1,1189,303,0.001666049,-8.273256441,0
NAC013,1,932,388,0.001662938,-8.967152876,0
ERF013,1,1260,287,0.001662929,-7.462792501,0
ERF073,1,808,448,0.001662093,-9.255237321,0
ERF073,1,808,449,0.001660241,-7.920916996,0
ERF003,1,2245,162,0.00165819,-8.83947135,0
ERF118,1,1432,256,0.001651614,-7.64219252,0
ERF069,1,1189,309,0.001649794,-6.835996406,0
NAC013,1,932,395,0.001648138,-6.813900056,0
ERF003,1,2245,164,0.001648048,-7.58591358,0
ERF115,1,895,413,0.001644801,-8.496497163,0
ERF9,1,2103,176,0.001643706,-7.305709785,0
MYB96,1,704,527,0.001641755,-8.871877378,0
ERF4,1,940,395,0.001641109,-7.756393625,0
BHLH112,1,416,895,0.00163886,-7.7567868,0
ERF118,1,1432,261,0.001635717,-8.222735252,0
ERF069,1,1189,316,0.001631419,-10.42324248,0
MYB59,1,205,1833,0.00163133,-8.37732555,0
ERF069,1,1189,317,0.001628844,-8.025167344,0
ERF118,1,1432,264,0.001626397,-8.355870414,0
ERF109,1,1068,355,0.001624053,-8.163318655,0
ERF115,1,895,426,0.00161951,-8.115791451,0
ERF7,1,971,393,0.001618803,-8.8397783,0
ERF118,1,1432,267,0.001617234,-8.371019742,0
ERF11,1,1697,226,0.001614748,-6.451651405,0
ERF7,1,971,395,0.0016147,-7.254674867,0
ERF118,1,1432,268,0.001614214,-9.625291741,0
MYB92,1,210,1833,0.001611792,-8.027623433,0
ERF7,1,971,397,0.001610628,-7.508935304,0
BHLH112,1,416,932,0.001605999,-8.881171022,0
ERF013,1,1260,309,0.001602638,-9.54669233,0
ERF4,1,940,415,0.001601076,-7.583359157,0
ERF2,1,1460,268,0.00159866,-8.642919206,0
ERF118,1,1432,274,0.001596442,-7.748507241,0
ERF10,1,1872,210,0.001594915,-7.991232341,0
ERF11,1,1697,234,0.001586906,-8.068494401,0
NAC073,1,355,1123,0.001583784,-8.107820617,0
ERF4,1,940,426,0.00158027,-8.331235601,0
ERF7,1,971,413,0.001579121,-8.103791808,0
ERF115,1,895,449,0.001577485,-9.048740202,0
BHLH122,1,455,895,0.00156705,-7.918973154,0
ERF2,1,1460,280,0.001564028,-8.756759368,0
ERF11,1,1697,242,0.001560456,-8.402581444,0
ERF7,1,971,426,0.00155484,-8.387972362,0
MYB58,1,793,523,0.001552789,-7.792239497,0
ERF8,1,2077,202,0.001543853,-8.509795085,0
ERF109,1,1068,393,0.001543541,-9.394862499,0
ERF4,1,940,447,0.001542703,-9.327167505,0
ERF091,1,2006,210,0.001540724,-7.285162239,0
ERF109,1,1068,395,0.001539628,-8.248810985,0
ERF11,1,1697,249,0.001538365,-9.301271362,0
ERF10,1,1872,226,0.001537421,-7.492698899,0
ERF109,1,1068,397,0.001535745,-8.510043454,0
ERF9,1,2103,205,0.001523012,-9.145482672,0
ERF9,1,2103,206,0.001519311,-9.567873764,0
ERF7,1,971,447,0.001517877,-9.717275417,0
ERF11,1,1697,256,0.001517187,-9.468133472,0
ERF7,1,971,449,0.001514493,-8.669663873,0
ERF8,1,2077,210,0.001514161,-8.747766952,0
MYB96,1,704,625,0.001507557,-10.79145393,0
ERF11,1,1697,264,0.001494022,-8.479344328,0
ERF122,1,481,932,0.001493549,-9.183428306,0
ERF118,1,1432,316,0.001486569,-8.675325289,0
ERF10,1,1872,242,0.001485728,-9.703041408,0
ERF091,1,2006,226,0.001485184,-8.531808826,0
ERF118,1,1432,317,0.001484222,-8.279206745,0
ERF11,1,1697,268,0.001482831,-7.613795012,0
ERF109,1,1068,426,0.001482551,-9.221409495,0
ERF003,1,2245,205,0.001474059,-8.781714652,0
ERF8,1,2077,222,0.001472669,-8.67079744,0
ERF2,1,1460,316,0.001472245,-8.218784924,0
ERF069,1,1189,389,0.001470396,-7.027446533,0
ERF2,1,1460,317,0.001469921,-8.570649772,0
RAV2,1,413,1123,0.001468369,-8.807140336,0
ERF9,1,2103,222,0.001463538,-9.899029794,0
ERF069,1,1189,395,0.001459186,-8.228038697,0
RAV1,1,1191,395,0.00145796,-8.796410168,0
MYB93,1,419,1123,0.001457817,-9.048864483,0
ERF069,1,1189,397,0.001455505,-9.149922856,0
MYB30,1,757,625,0.001453825,-13.04012071,0
ERF9,1,2103,225,0.001453748,-10.4608508,0
ERF091,1,2006,242,0.001435248,-10.77813185,0
ERF069,1,1189,413,0.001427033,-9.546341656,0
NAC68,1,268,1833,0.001426761,-10.41611347,0
ERF10,1,1872,264,0.001422477,-9.705514978,0
ERF003,1,2245,222,0.001416496,-8.105980774,0
MYB93,1,419,1191,0.001415589,-10.80901002,0
ERF10,1,1872,268,0.001411821,-8.135559375,0
MYB24,1,274,1833,0.001411054,-9.872285655,0
ERF9,1,2103,239,0.001410527,-8.114959152,0
ERF8,1,2077,242,0.001410503,-9.566231141,0
ERF003,1,2245,225,0.001407021,-10.671645,0
ERF069,1,1189,431,0.001396916,-9.23056103,0
ERF091,1,2006,256,0.001395451,-9.20139029,0
ERF11,1,1697,303,0.001394562,-9.655165998,0
MYB67,1,554,932,0.001391673,-10.4544305,0
ERF10,1,1872,276,0.00139121,-8.69418273,0
NAC011,1,448,1191,0.001369005,-8.84583091,0
ERF069,1,1189,449,0.00136863,-8.357166357,0
ERF11,1,1697,316,0.001365575,-8.570452687,0
ERF013,1,1260,426,0.001364929,-11.56233159,0
ERF091,1,2006,268,0.001363852,-10.11405949,0
ERF11,1,1697,317,0.001363419,-9.375526874,0
ERF104,1,2240,242,0.001358214,-9.209902419,0
ERF8,1,2077,261,0.001358193,-9.186169589,0
ERF8,1,2077,268,0.001340338,-10.54238523,0
MYB30,1,757,738,0.001337901,-9.218481405,0
ERF9,1,2103,267,0.001334519,-9.820156999,0
ERF013,1,1260,447,0.001332481,-8.437784882,0
ERF9,1,2103,268,0.001332027,-8.915015934,0
ERF013,1,1260,449,0.00132951,-11.56169828,0
ERF2,1,1460,389,0.001326932,-10.75850661,0
ERF118,1,1432,397,0.001326274,-11.62025475,0
BHLH122,1,455,1260,0.001320715,-9.27066134,0
ERF2,1,1460,395,0.001316816,-10.64682641,0
ERF10,1,1872,309,0.001314825,-8.958693895,0
ERF104,1,2240,264,0.001300391,-9.024050436,0
ERF10,1,1872,317,0.001298128,-11.73904724,0
ERF8,1,2077,287,0.001295212,-9.937352719,0
ERF003,1,2245,267,0.001291624,-11.44210701,0
ERF104,1,2240,268,0.00129065,-10.38692401,0
ERF003,1,2245,268,0.001289212,-9.97085106,0
ERF9,1,2103,287,0.00128718,-11.3569677,0
NAC075,1,333,1833,0.001279961,-10.93171696,0
ERF2,1,1460,426,0.001267999,-9.433750924,0
ERF2,1,1460,431,0.001260622,-10.41419629,0
ERF091,1,2006,317,0.001254021,-9.76936738,0
ERF9,1,2103,303,0.001252735,-10.95736217,0
ERF118,1,1432,449,0.001247112,-9.691991532,0
ERF003,1,2245,287,0.001245807,-10.29400522,0
ERF9,1,2103,309,0.001240512,-11.61382388,0
ERF2,1,1460,447,0.001237855,-11.12992172,0
ERF9,1,2103,317,0.001224759,-10.71194412,0
ERF104,1,2240,309,0.001201979,-10.47686638,0
ERF003,1,2245,309,0.001200639,-11.61883025,0
ERF11,1,1697,413,0.001194494,-11.30605439,0
BHLH112,1,416,1697,0.001190179,-11.77135217,0
ERF003,1,2245,316,0.001187267,-12.03155719,0
ERF104,1,2240,317,0.001186715,-12.38881398,0
MYB62,1,397,1833,0.001172259,-11.00514368,0
ERF10,1,1872,389,0.001171851,-12.5657831,0
MYB58,1,793,932,0.001163203,-11.28505924,0
ERF8,1,2077,358,0.001159686,-9.977566777,0
ERF9,1,2103,358,0.001152494,-11.9176484,0
RAV2,1,413,1833,0.001149327,-11.53208739,0
ERF11,1,1697,447,0.001148168,-11.98822474,0
ERF11,1,1697,449,0.001145608,-11.89693622,0
BHLH122,1,455,1697,0.001138029,-12.13082749,0
ERF091,1,2006,389,0.001132035,-12.1364091,0
ERF10,1,1872,426,0.001119805,-11.84762841,0
ERF003,1,2245,358,0.001115451,-14.12894024,0
ERF10,1,1872,447,0.001093184,-11.99156168,0
ERF8,1,2077,413,0.001079709,-11.83308456,0
ERF091,1,2006,431,0.001075464,-13.37805243,0
ERF9,1,2103,413,0.001073014,-12.66354722,0
ERF104,1,2240,389,0.001071276,-12.29519292,0
ERF104,1,2240,397,0.001060427,-11.93395854,0
ERF104,1,2240,413,0.001039683,-12.75299654,0
ERF8,1,2077,449,0.00103552,-15.53794597,0
ERF104,1,2240,426,0.001023696,-13.70933561,0
ERF104,1,2240,447,0.000999361,-12.31217495,0
ERF003,1,2245,447,0.000998247,-12.41921106,0
ERF104,1,2240,449,0.000997132,-13.93092539,0
BHLH122,369,416,455,0.848152609,56.63605066,0
MYB3R5,205,242,261,0.815691477,51.36028993,0
ERF038,483,773,481,0.792108814,54.55902409,0
ERF7,677,754,971,0.791212939,55.53968775,0
ERF7,841,1189,971,0.782700216,53.37339493,0
ERF096,724,1189,754,0.76464872,55.39352013,0
NAC101,325,447,426,0.744774502,65.27168344,0
ERF2,1221,1872,1460,0.738560903,54.55040524,0
ERF118,1145,1697,1432,0.734502125,53.39793846,0
ERF109,817,1189,1068,0.725012514,52.3957677,0
ERF2,1231,2006,1460,0.719310104,54.26023978,0
ERF118,925,1189,1432,0.708890729,50.33212137,0
ERF7,671,940,971,0.702342547,51.32355429,0
ERF7,707,1068,971,0.694263243,49.43914149,0
NAC098,547,736,847,0.692798142,41.89333198,0
ERF7,816,1432,971,0.692004685,56.60166657,0
ERF104,1411,1872,2240,0.689048961,54.09784874,0
ERF11,973,1189,1697,0.68498489,49.86708179,0
MYB58,504,686,793,0.683332198,45.03851617,0
ERF10,1321,2006,1872,0.681686088,44.75242847,0
ERF104,1434,2006,2240,0.676487347,45.24626224,0
ERF4,708,1189,940,0.669697077,54.30495179,0
ERF2,1209,2240,1460,0.66853764,42.09539891,0
ERF15,488,754,718,0.663241858,45.91901304,0
MYB96,479,757,704,0.656147146,50.81063304,0
ERF118,679,754,1432,0.653450346,48.2140686,0
ERF11,737,754,1697,0.651539715,39.63363596,0
ERF8,1223,1697,2077,0.651429299,39.71408927,0
ERF4,647,1068,940,0.645735596,40.76654646,0
MYB98,79,123,122,0.644903331,45.97974202,0
MYB83,468,793,674,0.640146405,42.68946969,0
ERF7,820,1697,971,0.63879766,38.94154585,0
NAC083,174,298,249,0.638765487,36.90124832,0
ERF109,573,754,1068,0.638532964,40.05277341,0
ERF8,1376,2245,2077,0.637223836,43.73178088,0
ERF4,797,1697,940,0.631035037,48.98829003,0
ERF043,226,481,272,0.624815003,46.00068219,0
ERF118,1056,2006,1432,0.623055802,45.67791882,0
ERF4,721,1432,940,0.621440894,39.95449689,0
ERF118,766,1068,1432,0.619400618,48.16996845,0
ERF11,1141,2006,1697,0.618413923,42.38927033,0
ERF15,679,1697,718,0.615129607,38.10418112,0
ERF9,1318,2245,2103,0.606579322,43.04269504,0
ERF023,598,1260,773,0.605935175,34.68935798,0
ERF4,509,754,940,0.604600055,49.6900991,0
ERF15,717,2006,718,0.597436111,31.29070386,0
ERF2,929,1697,1460,0.590198858,48.29010382,0
ERF8,1202,2006,2077,0.588871797,36.48785513,0
ERF2,850,1432,1460,0.587856046,37.47369173,0
ERF11,786,1068,1697,0.583842894,38.9482506,0
ERF2,634,808,1460,0.583723462,37.56426565,0
MYB52,139,276,208,0.580134364,40.09007457,0
MYB52,145,303,208,0.577583822,40.76154745,0
MYB119,91,202,123,0.577315412,41.89336844,0
ERF7,481,718,971,0.576067321,39.48063966,0
ERF15,584,1432,718,0.575942485,42.10978137,0
MYB52,118,202,208,0.575671402,39.23358784,0
ERF118,1029,2245,1432,0.573899297,36.99013122,0
NAC047,196,297,393,0.573695669,40.68606333,0
ERF118,939,1872,1432,0.573510219,32.41744537,0
ERF2,585,718,1460,0.571369713,38.20240106,0
MYB17,351,686,551,0.570912115,35.45999329,0
ERF8,984,1432,2077,0.570565281,38.74428823,0
ERF9,928,1260,2103,0.570089533,36.60984898,0
ERF15,526,1189,718,0.569288741,32.09067861,0
ERF11,1106,2240,1697,0.567270496,30.05866094,0
ERF11,1011,1872,1697,0.567227545,33.28432579,0
MYB62,187,274,397,0.56698435,47.23464264,0
MYB98,89,202,122,0.566936485,36.90190446,0
ERF11,1104,2245,1697,0.565613777,43.42464098,0
ERF10,1159,2245,1872,0.565356437,36.59955142,0
ERF4,776,2006,940,0.565109138,36.0623585,0
ERF7,788,2006,971,0.564613344,41.85950848,0
ERF091,1195,2245,2006,0.563111333,35.18393589,0
ERF8,729,808,2077,0.562734575,39.6346225,0
ERF8,1209,2240,2077,0.560510875,31.15767692,0
ERF091,865,1189,2006,0.560092447,38.39856096,0
ERF091,709,808,2006,0.556897272,33.85901839,0
ERF9,973,1460,2103,0.555286066,41.71717087,0
ERF096,682,2006,754,0.554540459,35.83055565,0
ERF7,660,1460,971,0.55431661,36.03873053,0
MYB62,164,222,397,0.552423452,41.31404067,0
ERF118,988,2240,1432,0.55164721,34.45135055,0
ERF8,1087,1872,2077,0.551262403,40.57361828,0
WRKY42,467,605,1190,0.550383889,33.63003775,0
ERF2,577,754,1460,0.549937978,33.65985732,0
ERF104,1220,2245,2240,0.544036013,30.85760289,0
ERF2,716,1189,1460,0.543432574,33.37927823,0
ERF118,583,808,1432,0.541990114,32.77611331,0
MYB55,121,256,195,0.541561873,43.38584257,0
MYB3R5,124,202,261,0.540039774,41.49059513,0
ERF9,1018,1697,2103,0.538873988,33.24864838,0
MYB96,383,718,704,0.538704027,34.03768855,0
ERF043,247,773,272,0.538669957,31.71697981,0
ERF2,975,2245,1460,0.538542541,29.38210667,0
ERF9,1106,2006,2103,0.538480556,28.13491884,0
ERF9,1068,1872,2103,0.538268164,30.57883312,0
ERF8,937,1460,2077,0.538077602,33.7840929,0
ERF4,630,1460,940,0.537774487,31.6002462,0
ERF4,713,1872,940,0.537492837,32.73854836,0
ERF8,655,718,2077,0.536365493,31.92177553,0
MYB70,107,208,192,0.535428514,35.22726288,0
ERF9,929,1432,2103,0.535333681,30.70518913,0
MYB83,364,686,674,0.535314956,41.56155362,0
ERF8,746,940,2077,0.533895982,33.35457953,0
ERF4,437,718,940,0.531930984,34.79307285,0
ERF013,893,2245,1260,0.530955365,34.70226714,0
ERF9,1107,2077,2103,0.529675318,26.49429761,0
ERF7,713,1872,971,0.528843283,32.73857182,0
ERF4,768,2245,940,0.528675422,38.15095032,0
ERF8,830,1189,2077,0.528164147,31.53122698,0
ERF10,649,808,1872,0.527698785,33.10719593,0
MYB57,102,169,222,0.526599366,38.89908833,0
MYB3R4,116,202,242,0.524655973,40.09970619,0
ERF7,772,2240,971,0.523460211,36.33688111,0
ERF4,759,2240,940,0.523062807,31.80680962,0
ERF10,775,1189,1872,0.519466868,27.17100755,0
ERF9,820,1189,2103,0.518565105,30.98067874,0
ERF15,657,2240,718,0.518058899,33.93638469,0
ERF4,451,808,940,0.517495925,27.71226793,0
ERF9,726,940,2103,0.516360553,33.11017059,0
ERF7,455,808,971,0.513684074,27.58418685,0
ERF109,751,2006,1068,0.513084442,33.41472613,0
ERF038,399,1260,481,0.512525036,31.09681815,0
ERF9,1112,2240,2103,0.512343395,26.03012225,0
MYB62,132,169,397,0.50960693,35.51233116,0
ERF15,589,1872,718,0.508042624,30.96363786,0
ERF104,682,808,2240,0.506937811,32.29529936,0
ERF104,826,1189,2240,0.506133532,27.186912,0
ERF8,690,895,2077,0.506080175,36.20563053,0
ERF8,626,754,2077,0.500230781,35.10891574,0
ERF9,652,808,2103,0.500175343,26.1104687,0
MYB93,176,296,419,0.499758053,29.27399838,0
ERF11,584,808,1697,0.498730864,30.16919269,0
ERF8,706,971,2077,0.497137859,32.97999776,0
ERF104,646,754,2240,0.497076047,30.80469414,0
MYB83,189,215,674,0.496492424,38.79044273,0
ERF7,730,2245,971,0.494430294,28.35536832,0
NAC050,166,317,358,0.492761699,34.93179672,0
ERF069,805,2245,1189,0.49271613,28.37745357,0
ERF15,625,2245,718,0.492277088,31.59517666,0
ERF9,702,971,2103,0.491255992,25.97217981,0
ERF073,659,2245,808,0.489295883,29.87043436,0
ERF073,479,1189,808,0.488696137,31.48523487,0
ERF8,789,1260,2077,0.487723276,30.19863226,0
ERF10,579,754,1872,0.487348876,31.44069363,0
MYB3R1,115,276,202,0.487043346,36.0757984,0
ERF109,685,1872,1068,0.484453416,30.13239579,0
ERF9,610,754,2103,0.484422744,26.60061747,0
ERF096,378,808,754,0.484284363,31.29065289,0
ERF15,424,1068,718,0.484192444,32.3513479,0
MYB67,267,551,554,0.4832597,32.25895633,0
ERF109,747,2240,1068,0.482959781,23.01117367,0
MYB51,337,686,711,0.482539692,28.47638539,0
ERF9,722,1068,2103,0.481761328,25.97627336,0
ERF118,645,1260,1432,0.480178746,30.74107251,0
ERF15,365,808,718,0.479208996,30.89765728,0
ERF8,710,1068,2077,0.476710233,25.43712452,0
ERF11,697,1260,1697,0.476657669,28.60687784,0
ERF10,538,689,1872,0.473717842,33.99673579,0
MYB70,93,202,192,0.472233345,33.93955589,0
MYB51,295,551,711,0.471315168,32.2541599,0
ERF091,554,689,2006,0.471231908,27.28016224,0
ERF109,729,2245,1068,0.470797046,22.7491533,0
ERF104,584,689,2240,0.470088067,30.58086587,0
MYB24,101,169,274,0.469356396,33.46980752,0
ERF2,586,1068,1460,0.469283799,26.57969463,0
MYB105,135,276,303,0.466829093,31.62058695,0
ERF091,742,1260,2006,0.466716514,32.7201767,0
ERF2,632,1260,1460,0.465967233,24.52562569,0
MYB92,108,256,210,0.465794253,33.4602688,0
ERF115,623,2006,895,0.464955152,23.32258517,0
ERF023,231,321,773,0.463734831,35.50914445,0
ERF9,634,895,2103,0.462123553,24.73827494,0
ERF096,601,2245,754,0.461934742,21.83385932,0
ERF10,708,1260,1872,0.460993777,24.51761842,0
ERF115,595,1872,895,0.459676737,30.69993655,0
ERF9,564,718,2103,0.458983682,31.28311281,0
ERF9,551,689,2103,0.457743674,29.63841433,0
ERF115,648,2245,895,0.457146412,27.0432052,0
MYB3R1,113,303,202,0.456753038,34.21356867,0
ERF069,413,689,1189,0.456298996,27.11337762,0
MYB70,105,276,192,0.456125281,28.6089155,0
MYB30,336,718,757,0.455752559,31.88577104,0
ERF115,645,2240,895,0.455537556,21.87221541,0
ERF2,454,689,1460,0.452657597,23.50040185,0
MYB61,202,686,291,0.452108651,30.22902965,0
MYB70,109,303,192,0.451912724,33.81321241,0
MYB96,314,686,704,0.451836448,34.82393576,0
ERF115,556,1697,895,0.451151445,22.58389253,0
MYB67,278,686,554,0.450949444,26.8886534,0
MYB92,108,274,210,0.450234558,33.32376375,0
ERF104,755,1260,2240,0.449404762,24.37616418,0
ERF115,463,1189,895,0.448826557,27.78808599,0
MYB58,295,551,793,0.446282259,28.09030972,0
MYB58,184,215,793,0.445617255,33.14907712,0
ERF118,504,895,1432,0.445192162,30.1287384,0
ERF019,283,1260,321,0.444988356,25.54116012,0
ERF8,530,689,2077,0.443045174,30.98260496,0
ERF105,434,2006,479,0.442747898,27.36523709,0
ERF2,506,895,1460,0.442652143,31.69383942,0
WRKY55,55,118,133,0.439031686,31.61219438,0
MYB92,91,205,210,0.43858605,28.12841136,0
MYB67,176,291,554,0.438340189,27.07518413,0
ERF109,407,808,1068,0.438130112,24.83570681,0
ERF115,372,808,895,0.437447302,24.59491832,0
MYB3R5,123,303,261,0.437384656,29.32432432,0
ERF7,357,689,971,0.436464565,24.13582369,0
WRKY59,120,280,270,0.43643578,30.27956625,0
ERF054,541,2245,689,0.434990209,27.10536565,0
ERF4,348,689,940,0.432419934,26.54905039,0
ERF2,361,479,1460,0.431681083,23.18458001,0
ERF122,358,1432,481,0.431359115,23.97290429,0
MYB56,121,303,264,0.427820994,35.35898083,0
MYB96,266,551,704,0.427090103,28.64205381,0
WRKY50,142,395,280,0.426983193,27.26266697,0
MYB59,101,274,205,0.426156544,35.15723247,0
MYB67,267,711,554,0.4254236,28.3689326,0
ERF055,119,481,163,0.424991869,28.0532873,0
MYB52,99,261,208,0.424896617,26.93856199,0
MYB67,280,793,554,0.42244148,24.72443852,0
ERF4,387,895,940,0.421925254,24.45966179,0
MYB58,316,711,793,0.420838718,26.91681173,0
NAC019,116,297,256,0.420687669,29.04369448,0
ERF013,318,455,1260,0.419987291,25.26539094,0
WRKY55,69,204,133,0.418897903,27.80956042,0
ERF15,294,689,718,0.417999245,27.97959841,0
MYB70,90,242,192,0.417526661,28.47087904,0
ERF038,164,321,481,0.417367659,30.99276616,0
ERF096,300,689,754,0.4162229,26.35546564,0
WRKY63,39,113,78,0.415411088,36.66323328,0
ERF105,430,2240,479,0.415122898,28.34495245,0
ERF7,459,1260,971,0.414971048,22.9987539,0
ERF11,448,689,1697,0.414311971,27.06234448,0
MYB3R4,112,303,242,0.413608091,27.79966744,0
ERF122,257,808,481,0.412244533,28.35943063,0
ERF15,330,895,718,0.411661451,25.41520052,0
MYB70,92,261,192,0.410976472,25.00880029,0
ERF019,157,455,321,0.410810408,28.83651985,0
ERF019,114,241,321,0.409867812,26.75646258,0
ERF115,336,754,895,0.409017685,26.49733206,0
ERF105,387,1872,479,0.408686494,26.29467612,0
NAC055,109,298,239,0.408431675,31.21945486,0
MYB24,86,162,274,0.408193103,27.29907124,0
ERF109,349,689,1068,0.40684613,23.9772803,0
MYB62,116,205,397,0.406617256,26.22861514,0
ERF069,495,1260,1189,0.404416624,21.35299123,0
ERF4,440,1260,940,0.404299754,20.95426275,0
MYB96,301,793,704,0.40285019,22.92771094,0
MYB43,77,159,230,0.402650502,21.8332052,0
MYB3R5,108,276,261,0.402391651,23.44694621,0
NAC076,90,112,447,0.402234888,25.5314909,0
MYB59,73,162,205,0.400579225,26.15919192,0
NAC028,116,267,317,0.398724321,31.50931677,0
BHLH72,85,106,429,0.398600048,23.10141616,0
MYB59,85,222,205,0.398442364,28.13185324,0
MYB67,150,256,554,0.398305583,24.28471535,0
ERF105,413,2245,479,0.398266816,28.25218658,0
ERF115,389,1068,895,0.397880319,26.49879475,0
ERF115,312,689,895,0.397313631,24.43845252,0
MYB52,89,242,208,0.396689455,28.7131909,0
MYB4,152,686,215,0.395787706,22.85721942,0
MYB65,76,199,187,0.393972811,23.99078349,0
ERF118,391,689,1432,0.39363675,25.13221239,0
ERF014,265,1260,360,0.393467939,25.49938533,0
ERF11,450,773,1697,0.392899834,26.4383653,0
ERF11,354,479,1697,0.392640039,23.19864938,0
ERF109,455,1260,1068,0.39222972,21.29475699,0
MYB63,135,686,173,0.391875993,31.34985838,0
ERF7,365,895,971,0.391536029,22.54768283,0
NAC050,121,267,358,0.391370625,29.11050519,0
ERF073,291,689,808,0.390011756,20.73654804,0
ERF096,380,1260,754,0.389863566,18.66595003,0
MYB61,156,551,291,0.389585069,24.05043401,0
MYB15,151,686,220,0.388690162,27.88597202,0
ERF122,381,2006,481,0.387870699,19.36508344,0
ERF073,390,1260,808,0.386521498,23.78082796,0
ERF9,387,479,2103,0.385588055,22.68390376,0
MYB61,185,793,291,0.385113409,28.88322793,0
MYB83,266,711,674,0.384252665,25.51954691,0
WRKY6,441,1190,1123,0.381483036,19.69725241,0
ERF023,502,2245,773,0.38107091,19.55151799,0
ERF055,135,773,163,0.380320924,21.18367077,0
MYB13,265,718,686,0.377590965,22.55725825,0
ERF2,316,481,1460,0.37708401,24.16443396,0
WRKY42,353,738,1190,0.376680418,19.03584631,0
WRKY8,370,1833,527,0.376456833,20.5298758,0
ERF122,340,1697,481,0.376327069,22.43562827,0
ERF122,356,1872,481,0.37516692,24.37047247,0
MYB17,130,220,551,0.373384437,23.68855384,0
ERF023,221,455,773,0.372646313,21.26785838,0
MYB55,77,220,195,0.371759503,27.38522198,0
NAC025,110,297,298,0.369748421,20.67321991,0
ERF118,389,773,1432,0.369733111,16.3575425,0
ERF112,132,1068,120,0.368720838,22.8595192,0
ERF8,467,773,2077,0.368560582,18.31247007,0
MYB51,144,215,711,0.368305718,24.91237689,0
MYB13,113,138,686,0.367262717,24.10342528,0
ERF15,348,1260,718,0.365874169,17.79822604,0
MYB30,234,551,757,0.362319842,23.03363541,0
WRKY24,305,1833,388,0.361661887,21.94450193,0
MYB43,108,389,230,0.361064705,22.65310426,0
ERF105,224,808,479,0.360059755,21.81910084,0
MYB3R4,93,276,242,0.359849352,24.37809293,0
MYB33,84,276,199,0.358424928,22.32652165,0
