TF,TF1_TF2_count,TF1_count,TF2_count,cosine,zscore,helper
ERF038,109,481,940,0.16210262,3.890538598,0
ERF012,96,295,1189,0.16209488,5.231500924,0
ERF014,82,360,718,0.161287377,6.164944605,0
ERF091,59,2006,67,0.160934497,8.94682765,0
ERF021,84,130,2103,0.16065268,7.869721386,0
ERF069,45,1189,66,0.160638492,8.542574312,0
WRKY12,17,80,140,0.160634901,10.30051149,0
ERF015,54,79,1432,0.160549407,8.55652393,0
MYB1,40,276,225,0.160514471,8.638266167,0
ERF003,76,2245,100,0.16040039,10.65004566,0
ERF021,48,130,689,0.160383597,8.35061237,0
ERF012,90,295,1068,0.160341475,4.366128192,0
NAC037,15,69,127,0.160237756,10.12173137,0
ERF11,54,1697,67,0.160145757,9.659557042,0
MYB13,87,686,431,0.159999476,7.099387206,0
ERF003,125,2245,272,0.159962207,4.666484292,0
ERF1B,60,67,2103,0.159843217,9.780622253,0
ERF012,78,295,808,0.159763628,6.969450329,0
MYB105,38,303,187,0.159639912,10.40979726,0
WRKY45,63,395,395,0.159493671,15.34487843,0
MYB4,64,215,757,0.158640038,7.945206826,0
ERF115,104,895,481,0.158507306,4.42991546,0
WRKY47,78,625,388,0.158394002,5.312128493,0
ERF034,27,64,455,0.15822244,9.749256382,0
ERF013,64,1260,130,0.158133188,7.402597882,0
MYB107,32,296,139,0.157759936,9.646865579,0
ERF013,74,1260,175,0.157589553,7.511433026,0
MYB3R5,28,261,122,0.156912616,9.280223311,0
MYB43,56,230,554,0.156880595,8.330233608,0
ERF014,97,360,1068,0.156435335,4.822183761,0
ERF011,105,241,1872,0.156324791,5.397970832,0
ERF118,48,1432,66,0.156134099,9.482032886,0
ERF013,45,1260,66,0.156046946,6.49758205,0
ERF057,50,215,479,0.155805584,7.977624895,0
WRKY7,19,122,122,0.155737705,17.62479169,0
WRKY38,39,85,738,0.15571375,8.986913332,0
ERF8,117,2077,272,0.155662199,3.759442132,0
ERF5,61,200,773,0.155140466,6.129570778,0
ERF034,44,64,1260,0.154944947,8.537069915,0
WRKY43,60,204,738,0.154635067,7.663726168,0
ERF15,50,718,146,0.154429887,8.787975446,0
MYB57,29,222,159,0.154355798,8.781082984,0
ERF105,74,479,481,0.154167001,4.659009069,0
ERF122,58,481,295,0.153972956,6.420503579,0
ERF122,74,481,481,0.153846154,5.689258589,0
WRKY31,76,738,331,0.153769929,6.178165676,0
MYB49,26,206,139,0.15364992,9.308570488,0
NAC058,36,59,932,0.153521264,8.595952905,0
ERF2,48,1460,67,0.153471383,8.210027298,0
ERF043,8,272,10,0.153392998,9.900912976,0
ERF073,78,808,321,0.153156843,5.039387904,0
ERF15,41,718,100,0.153010641,8.247913582,0
MYB98,24,122,202,0.152881749,9.512277196,0
ERF15,60,718,215,0.152710816,6.147475918,0
ERF013,45,1260,69,0.152616924,8.226067276,0
ERF8,92,2077,175,0.152598602,4.993571994,0
ERF096,75,754,321,0.152448471,5.41969132,0
WRKY40,116,316,1833,0.152416932,4.153541489,0
MYB59,26,205,142,0.152388518,11.77910286,0
ERF2,96,1460,272,0.152338738,4.920963393,0
ERF043,43,272,295,0.151800428,7.332566695,0
ERF096,61,754,215,0.151504291,6.901504526,0
WRKY25,23,204,113,0.15148636,7.883548832,0
ERF13,43,68,1189,0.151224818,7.681251523,0
ERF073,63,808,215,0.151152606,6.277371095,0
WRKY60,21,171,113,0.151071318,9.414998992,0
ERF054,68,689,295,0.150830195,6.870877686,0
ERF3,53,66,1872,0.150782514,8.103338701,0
ERF035,5,10,110,0.150755672,12.78907501,0
ERF11,62,1697,100,0.150504945,9.031795921,0
ERF073,38,808,79,0.150405726,8.407655584,0
ERF11,55,1697,79,0.150213243,7.687685057,0
MYB52,24,208,123,0.150046897,8.580728427,0
ERF104,117,2240,272,0.149891636,3.411312358,0
ERF7,77,971,272,0.149829268,5.407146684,0
ERF9,61,2103,79,0.149656868,8.606009732,0
MYB57,32,222,206,0.149637306,7.870844182,0
ERF1B,58,67,2245,0.149548623,9.394653593,0
ERF057,34,215,241,0.149365799,7.374913781,0
ERF8,54,2077,63,0.149281241,7.969755601,0
MYB93,52,419,291,0.148918906,7.556986235,0
ERF7,68,971,215,0.148826431,4.943714419,0
ERF036,16,89,130,0.148748743,9.185378546,0
MYB17,60,551,296,0.148569477,5.777426081,0
ERF069,75,1189,215,0.148337551,4.831572254,0
ERF8,60,2077,79,0.148121962,7.358147455,0
MYB59,25,205,139,0.148100211,7.793491642,0
ERF5,17,200,66,0.147966008,10.23907423,0
WRKY31,172,738,1833,0.147883266,-1.668835712,0
ERF7,79,971,295,0.147606835,4.056397546,0
MYB60,43,197,431,0.147569535,9.051465518,0
WRKY45,52,395,316,0.147184221,5.477319833,0
ERF039,14,146,62,0.147148474,7.823255893,0
MYB65,29,187,208,0.147043397,8.072976345,0
ERF109,86,1068,321,0.146879203,4.604793905,0
NAC037,21,69,297,0.14669541,8.485017331,0
ERF096,69,754,295,0.146302723,5.142421235,0
ERF086,33,63,808,0.146264181,9.034375373,0
WRKY48,10,55,85,0.146254485,8.871275993,0
ERF055,49,163,689,0.146215249,7.123267509,0
WRKY28,11,118,48,0.146160851,8.722086161,0
MYB3R1,23,202,123,0.145914884,8.71336526,0
WRKY75,21,77,270,0.145643816,8.697500755,0
MYB98,28,122,303,0.145631996,9.367398183,0
ERF037,21,65,321,0.14538182,7.951999497,0
ERF037,25,65,455,0.145370951,8.950800122,0
ERF069,57,1189,130,0.144981388,6.846700286,0
ERF109,78,1068,272,0.144718657,4.45659211,0
MYB49,27,206,169,0.144706088,9.421080937,0
MYB3R1,29,202,199,0.144642452,8.677095927,0
ERF037,20,65,295,0.144431629,8.778506626,0
ERF10,103,1872,272,0.14434437,2.921387976,0
ERF8,75,2077,130,0.144334894,6.125482489,0
MYB60,57,197,793,0.144213245,6.617250831,0
NAC073,55,355,411,0.143988432,5.546806147,0
ERF4,35,940,63,0.143824821,7.764069828,0
MYB49,33,206,256,0.143701184,7.133883263,0
ERF096,32,754,66,0.143447287,7.266333357,0
ERF019,80,321,971,0.14329395,4.149412824,0
ERF014,35,360,166,0.143173536,8.399394742,0
ERF109,38,1068,66,0.143128461,8.3125,0
ERF027,12,110,64,0.143019388,10.64689794,0
WRKY53,6,104,17,0.142695448,8.596921728,0
WRKY12,13,80,104,0.142521928,9.497855047,0
WRKY28,42,118,738,0.142324644,6.816004753,0
ERF3,36,66,971,0.142206981,7.394112715,0
ERF017,89,175,2240,0.142150036,4.217042242,0
MYB3,64,256,793,0.142044165,5.415977929,0
ERF019,29,321,130,0.141962555,7.894413976,0
MYB107,21,296,74,0.141891892,9.758294738,0
ERF039,45,146,689,0.14188173,5.690598676,0
ERF019,68,321,718,0.141642693,4.70226287,0
MYB41,39,389,195,0.141603015,6.806562482,0
ERF027,14,110,89,0.141493565,9.228098203,0
ERF017,26,175,193,0.141473686,10.53732026,0
MYB3,60,256,704,0.141333443,5.75251441,0
ERF10,50,1872,67,0.141182114,6.491381006,0
WRKY50,79,280,1123,0.140882872,4.311584259,0
ERF019,87,321,1189,0.140823719,4.007742919,0
ERF054,30,689,66,0.14068237,9.22500407,0
ERF037,52,65,2103,0.140645885,7.691212746,0
MYB63,48,173,674,0.140568573,6.734646836,0
WRKY59,53,270,527,0.140503997,5.530475011,0
MYB24,62,274,711,0.140469361,5.096870207,0
NAC050,45,358,287,0.140388021,6.334729756,0
ERF019,66,321,689,0.140340109,5.499522485,0
WRKY24,75,388,738,0.140157783,3.421888255,0
ERF003,59,2245,79,0.14009747,6.537237762,0
WRKY27,7,50,50,0.14,12.44158766,0
ERF017,80,175,1872,0.139771312,4.924178702,0
ERF015,16,79,166,0.139718011,8.834544715,0
NAC045,36,149,447,0.139494025,6.665179924,0
ERF043,103,272,2006,0.139439979,2.531675151,0
ERF1B,52,67,2077,0.13939516,7.190033006,0
ERF104,54,2240,67,0.139390235,7.422489565,0
ERF027,32,110,481,0.139117286,7.696465223,0
MYB57,30,222,210,0.138942504,6.805618953,0
WRKY24,24,388,77,0.138851321,8.820528563,0
MYB43,43,230,419,0.13851523,7.230838638,0
ERF017,52,175,808,0.138286135,6.278400801,0
ERF015,22,79,321,0.138151823,8.872852215,0
MYB10,43,138,704,0.137956632,6.015003848,0
ERF15,32,718,75,0.137897732,7.161584594,0
MYB118,21,202,115,0.1377827,9.71831963,0
WRKY59,13,270,33,0.137722374,8.586371583,0
WRKY45,24,395,77,0.137615493,9.234403692,0
ERF017,15,175,68,0.137504775,9.779572465,0
WRKY53,23,104,270,0.137255351,9.489361702,0
MYB23,67,431,554,0.137113837,3.964285256,0
MYB13,52,686,210,0.137003493,6.161756064,0
WRKY23,40,141,605,0.136953378,7.415741629,0
ERF043,93,272,1697,0.136885541,2.724615949,0
ERF038,44,481,215,0.136823567,7.054245868,0
ERF096,103,754,754,0.136604775,9.272201816,0
ERF2,69,1460,175,0.136506596,4.989282505,0
ERF118,41,1432,63,0.136502961,7.91233853,0
ERF012,31,295,175,0.136436843,6.684832029,0
ERF011,28,241,175,0.136342259,7.937315935,0
ERF013,53,1260,120,0.136301292,5.50052773,0
ERF043,59,272,689,0.136288104,3.539586824,0
WRKY50,20,280,77,0.136208941,8.36367681,0
ERF011,80,241,1432,0.136178942,3.949171406,0
WRKY30,55,605,270,0.136082763,4.763998162,0
ERF115,33,895,66,0.135778327,7.455110674,0
ERF057,61,215,940,0.135689636,4.442029232,0
NAC031,23,70,411,0.135599443,8.644444175,0
WRKY20,40,140,625,0.135224681,7.55649302,0
ERF019,53,321,479,0.135162307,4.448073527,0
NAC005,80,415,847,0.134934882,3.737595781,0
MYB55,53,195,793,0.134778919,5.668950132,0
ERF019,74,321,940,0.134714789,3.134041568,0
WRKY53,10,104,53,0.134693115,8.123402248,0
WRKY1,35,331,204,0.13469112,6.098099145,0
MYB30,52,757,197,0.13465494,5.448133442,0
ERF043,63,272,808,0.134384883,4.488978624,0
ERF014,36,360,200,0.134164079,5.808872143,0
ERF014,29,360,130,0.134052547,7.809428191,0
MYB39,14,107,102,0.134009646,8.351450668,0
NAC018,26,297,127,0.133873082,6.960426938,0
ERF011,59,241,808,0.133701971,4.300130726,0
NAC075,71,333,847,0.133688647,3.793006293,0
MYB80,58,268,704,0.133528591,4.698452762,0
ERF086,33,63,971,0.133424029,6.96961633,0
MYB15,26,220,173,0.133272013,8.762377197,0
NAC017,46,267,447,0.133152229,4.751904567,0
ERF017,54,175,940,0.133140692,5.142088305,0
ERF2,44,1460,75,0.132967535,6.489210708,0
ERF021,43,130,808,0.132675612,6.437122216,0
MYB111,12,32,256,0.132582521,6.01010124,0
ERF013,47,1260,100,0.1324075,5.727786378,0
MYB58,61,793,268,0.132320107,4.120904927,0
ERF014,55,360,481,0.132171829,5.488747247,0
WRKY25,14,204,55,0.13216961,10.48976965,0
MYB33,29,199,242,0.132148968,8.951122942,0
ERF055,37,163,481,0.132140329,6.401045532,0
ERF086,48,63,2103,0.131871615,5.89989721,0
MYB17,39,551,159,0.13176202,5.920686673,0
ERF008,37,455,175,0.131122434,6.640940203,0
NAC013,73,932,333,0.131036652,3.129335238,0
ERF021,57,130,1460,0.130835847,4.912969502,0
ERF014,20,360,65,0.13074409,7.298799743,0
WRKY1,21,331,78,0.130694706,7.757647065,0
ERF13,33,68,940,0.130525557,6.828969117,0
ERF086,49,63,2240,0.130437299,6.427422741,0
MYB23,28,431,107,0.130384963,6.77924852,0
ERF019,30,321,166,0.129961494,7.385956778,0
MYB10,42,138,757,0.129945668,6.484964774,0
ERF073,30,808,66,0.129910306,7.305263582,0
NAC079,23,126,249,0.12985028,6.182840223,0
ERF037,40,65,1460,0.129845495,7.051248963,0
ERF019,51,321,481,0.129791162,4.351645314,0
ERF011,83,241,1697,0.12978624,2.933579545,0
ERF013,64,1260,193,0.129782473,4.359655603,0
WRKY12,29,80,625,0.129691943,6.574449791,0
ERF003,70,2245,130,0.129574097,4.584412871,0
ERF105,23,479,66,0.129356457,6.833089173,0
ERF008,39,455,200,0.129283741,6.595702349,0
NAC013,80,932,411,0.129259098,2.437325888,0
MYB10,23,138,230,0.129099445,7.72699467,0
WRKY21,61,1833,122,0.128993756,5.463783493,0
ERF021,12,130,67,0.128579629,8.719775385,0
ERF6,51,75,2103,0.128416228,5.507177446,0
ERF043,73,272,1189,0.128365253,2.65513806,0
MYB10,21,138,195,0.128015467,7.587534645,0
ERF069,35,1189,63,0.127881241,8.633099444,0
ERF021,60,130,1697,0.127743454,5.013782381,0
ERF012,31,295,200,0.12762498,5.728530155,0
ERF023,52,773,215,0.127554084,4.135648678,0
ERF014,32,360,175,0.127491052,6.883672271,0
ERF008,31,455,130,0.127463054,6.129844424,0
WRKY11,9,48,104,0.127381166,8.785683542,0
ERF034,13,64,163,0.127279823,8.751046414,0
ERF086,33,63,1068,0.127220776,6.605370697,0
ERF017,58,175,1189,0.127150491,4.487366658,0
MYB23,45,431,291,0.127065422,4.599631311,0
MYB43,54,230,793,0.126442551,4.279186793,0
MYB107,58,296,711,0.126429185,4.020644623,0
MYB101,33,225,303,0.126386698,7.391624733,0
WRKY30,52,605,280,0.126341678,4.935122367,0
ERF095,23,166,200,0.126228899,7.092120198,0
MYB41,33,389,176,0.126119664,6.502552228,0
ERF094,16,18,895,0.126058522,6.555449996,0
WRKY25,45,204,625,0.126025208,5.679724454,0
NAC028,38,317,287,0.125983311,5.482926357,0
WRKY21,55,1833,104,0.125969321,4.687130402,0
MYB111,19,32,711,0.125963237,7.014471041,0
WRKY47,32,625,104,0.125514326,5.766321942,0
ERF055,35,163,479,0.125258292,5.75219804,0
ERF057,60,215,1068,0.125212127,3.838413604,0
MYB4,30,215,268,0.124978304,6.097351825,0
MYB83,43,674,176,0.124848168,4.873397682,0
WRKY50,12,280,33,0.124837557,7.127814557,0
ERF054,26,689,63,0.12479393,7.794929765,0
WRKY23,37,141,625,0.124638484,5.436600553,0
NAC037,17,69,272,0.124090897,7.684781449,0
ERF091,48,2006,75,0.123749981,5.781935091,0
ERF017,51,175,971,0.123720463,4.03735239,0
ERF008,34,455,166,0.123714093,5.227811594,0
ERF037,43,65,1872,0.123270414,5.611817629,0
MYB105,23,303,115,0.123213303,6.485576669,0
MYB23,72,431,793,0.12315648,2.391243424,0
WRKY1,77,331,1190,0.122688328,1.806773416,0
MYB51,43,711,173,0.122605684,5.510780368,0
ERF017,53,175,1068,0.122594566,4.125377846,0
RAV1,146,1191,1191,0.122586062,6.241221061,0
MYB98,22,122,264,0.12258598,5.643009509,0
ERF1B,30,67,895,0.122510225,6.132775756,0
MYB60,45,197,686,0.122410125,3.985469792,0
ERF086,46,63,2245,0.122314906,6.506762617,0
MYB98,21,122,242,0.122217022,6.243418411,0
NAC046,22,127,256,0.12201152,6.892774828,0
MYB41,63,389,686,0.121956146,2.812576796,0
ERF6,50,75,2245,0.12185159,5.834145742,0
WRKY59,4,270,4,0.121716124,13,0
MYB39,15,107,142,0.121690086,5.796828349,0
NAC047,20,393,69,0.12145326,6.353478871,0
WRKY55,35,133,625,0.121395396,6.11353413,0
MYB70,23,192,187,0.121382595,5.468371494,0
ERF1B,12,67,146,0.121329782,6.819124539,0
MYB67,36,554,159,0.12129672,5.586401984,0
WRKY57,1,17,4,0.121267813,inf,0
ERF1B,8,67,65,0.121226037,9.768092999,0
WRKY42,43,1190,106,0.121071533,4.58837271,0
ERF112,29,120,479,0.120959398,5.916935525,0
ERF095,34,166,481,0.12032402,6.120727881,0
ERF021,41,130,895,0.120198947,5.238719781,0
WRKY45,80,395,1123,0.120116194,1.392246837,0
MYB1,22,276,122,0.119891453,8,0
ERF017,71,175,2006,0.11983229,2.888829312,0
WRKY12,14,80,171,0.119697474,7.946432543,0
ERF043,59,272,895,0.11957931,2.828301269,0
ERF013,35,1260,68,0.119571676,5.232723512,0
MYB24,30,274,230,0.119503894,6.361670537,0
MYB1,22,276,123,0.119403095,8.283250865,0
ERF015,10,79,89,0.119259079,8.629109946,0
WRKY2,15,113,140,0.119258137,6.912662422,0
ERF034,9,64,89,0.119249762,6.906582889,0
ERF6,47,75,2077,0.119082784,4.956737751,0
MYB3,24,256,159,0.118957738,5.865495982,0
MYB13,51,686,268,0.118943502,3.510531402,0
ERF054,27,689,75,0.118774585,5.774259715,0
MYB55,43,195,674,0.118609972,4.722080718,0
ERF021,64,130,2240,0.118599891,3.286475103,0
ERF034,3,64,10,0.118585412,8.663506105,0
ERF043,16,272,67,0.11852177,8.15930496,0
MYB3R1,23,202,187,0.118339941,5.488167778,0
ERF021,37,130,754,0.118180106,5.450719079,0
ERF037,45,65,2240,0.117932044,4.461740479,0
NAC103,29,226,268,0.117835563,5.454876411,0
WRKY23,38,141,738,0.117800154,5.720666992,0
WRKY57,2,17,17,0.117647059,14.14285714,0
MYB41,24,389,107,0.117637166,6.758969853,0
ERF095,42,166,773,0.117248015,4.499294243,0
ERF6,35,75,1189,0.117205093,6.117553468,0
NAC087,59,272,932,0.117181649,2.498199352,0
MYB92,20,210,139,0.117061194,6.483186907,0
MYB65,26,187,264,0.117017437,5.651109923,0
ERF039,31,146,481,0.116980299,6.398962034,0
ERF4,59,940,272,0.116681938,2.510142029,0
MYB43,10,230,32,0.116563101,6.651606787,0
MYB63,18,173,138,0.116495704,7.948732253,0
ERF10,40,1872,63,0.116476093,5.313931276,0
MYB93,47,419,389,0.116416904,3.955657598,0
NAC92,38,272,393,0.116225887,3.970194378,0
ERF115,62,895,321,0.115671843,2.354882191,0
NAC101,39,426,267,0.11563896,3.773342159,0
MYB52,5,208,9,0.115562541,7.984732878,0
ERF13,25,68,689,0.115498393,5.112674665,0
ERF2,35,1460,63,0.115404127,6.17104046,0
MYB43,28,230,256,0.115391583,4.518889408,0
ERF091,41,2006,63,0.115331547,5.102466215,0
ERF115,44,895,163,0.115198641,4.64199735,0
ERF037,44,65,2245,0.115182851,5.159218019,0
MYB39,15,107,159,0.115000786,6.785405358,0
ERF6,31,75,971,0.114873922,5.32769353,0
WRKY26,11,34,270,0.114807787,7.721799399,0
WRKY30,56,605,395,0.114554404,2.242344246,0
ERF023,30,773,89,0.114376421,5.345067051,0
ERF094,13,18,718,0.114352293,7.108005489,0
MYB55,21,195,173,0.114334932,5.908684473,0
ERF037,42,65,2077,0.114307405,4.589509845,0
ERF036,13,89,146,0.114043863,7.121137214,0
WRKY1,51,331,605,0.113966836,3.113857637,0
MYB107,46,296,554,0.113594445,3.606193232,0
MYB55,21,195,176,0.113356298,6.119524762,0
MYB46,26,74,711,0.113350304,5.941723581,0
MYB61,28,291,210,0.113266607,4.523665351,0
MYB51,45,711,222,0.113266434,4.185564076,0
WRKY70,6,53,53,0.113207547,14.5,0
WRKY60,37,171,625,0.113178429,4.983080844,0
ERF15,50,718,272,0.113141864,2.65198165,0
MYB40,17,159,142,0.113137398,6.641493472,0
MYB93,62,419,718,0.113037477,1.791300271,0
WRKY59,64,270,1190,0.112907973,1.458156416,0
WRKY8,37,527,204,0.112844743,3.966183961,0
NAC029,11,32,297,0.112833867,7.614917698,0
MYB80,22,268,142,0.112774552,5.823235902,0
MYB58,40,793,159,0.11264835,3.383532838,0
WRKY55,9,133,48,0.112640889,6.548227693,0
MYB94,31,176,431,0.112555501,4.461669063,0
WRKY71,10,33,240,0.112366644,7.069156454,0
NAC098,42,847,165,0.112348069,3.299222031,0
MYB93,33,419,206,0.112324196,4.693601941,0
WRKY38,11,85,113,0.112239055,6.609730509,0
NAC054,62,736,415,0.112183435,1.642518203,0
ERF118,70,1432,272,0.112161053,1.326070619,0
ERF6,40,75,1697,0.112121381,4.624606634,0
ERF6,8,75,68,0.112022407,7.092718504,0
ERF6,29,75,895,0.111932408,5.211404068,0
NAC047,25,393,127,0.111903037,6.892973887,0
WRKY50,29,280,240,0.111869929,4.740216261,0
NAC69,31,309,249,0.11175907,4.550320354,0
ERF8,42,2077,68,0.111757476,5.750679121,0
WRKY70,20,53,605,0.111690021,5.663138116,0
ERF014,31,360,215,0.111427199,3.873245202,0
ERF021,48,130,1432,0.111249496,3.631759629,0
ERF055,39,163,754,0.111246186,3.649073359,0
ERF094,2,18,18,0.111111111,10.00208312,0
ERF15,38,718,163,0.111077877,4.254114088,0
ERF9,42,2103,68,0.111064483,4.646863605,0
ERF069,34,1189,79,0.110936496,5.105609499,0
MYB83,47,674,268,0.110586092,2.636855629,0
NAC075,46,333,523,0.110226209,3.186057032,0
WRKY6,67,1123,331,0.109893227,0.835817404,0
ERF4,43,940,163,0.109852698,3.305511118,0
ERF6,36,75,1432,0.109850076,4.69626275,0
WRKY62,25,164,316,0.109818256,5.553101442,0
ERF5,34,200,481,0.1096204,4.356343591,0
ERF112,12,120,100,0.109544512,6.559377342,0
MYB92,20,210,159,0.109451517,5.589151106,0
ERF055,24,163,295,0.109447648,5.275862069,0
ERF15,24,718,67,0.109423756,5.659212687,0
MYB80,48,268,718,0.109423756,3.058010536,0
MYB41,32,389,220,0.109386528,3.412687193,0
ERF018,72,193,2245,0.109381952,1.29620491,0
WRKY7,24,122,395,0.109328346,4.856702565,0
WRKY47,39,625,204,0.109221847,3.384314409,0
WRKY8,84,527,1123,0.10919031,-1.059784058,0
ERF073,25,808,65,0.109088168,4.508130174,0
MYB81,19,115,264,0.109044237,6.149138523,0
MYB60,41,197,718,0.109015568,3.05492871,0
NAC92,38,272,447,0.108979644,3.91550987,0
MYB94,19,176,173,0.108886544,5.839055249,0
MYB46,11,74,138,0.108852218,5.320982508,0
ERF105,52,479,479,0.108559499,8.195454916,0
MYB93,31,419,195,0.108451953,4.442450112,0
WRKY6,43,1123,140,0.108446255,4.282802272,0
ERF11,36,1697,65,0.108393915,5.91728309,0
ERF017,21,175,215,0.108263245,5.93388695,0
ERF055,43,163,971,0.108084903,4.044272599,0
MYB121,22,162,256,0.108030203,5.209737158,0
ERF037,39,65,2006,0.108004653,3.883000272,0
MYB4,24,215,230,0.1079265,5.369945998,0
WRKY38,13,85,171,0.107829064,6.109472387,0
ERF021,55,130,2006,0.107702442,2.354448226,0
MYB111,12,32,389,0.107555211,6.827984233,0
MYB121,27,162,389,0.107555211,5.94679905,0
WRKY23,13,141,104,0.107353727,7.224602977,0
ERF021,40,130,1068,0.107350158,4.467828314,0
ATMYB31,46,718,256,0.107294047,2.333580253,0
WRKY15,30,106,738,0.10726058,5.342803346,0
ERF021,34,130,773,0.107254987,4.063734344,0
ERF015,25,79,689,0.107156088,5.12975129,0
MYB49,41,206,711,0.107131071,3.106575631,0
WRKY47,44,625,270,0.107110189,2.767499365,0
ERF017,31,175,479,0.107071753,4.407798625,0
ERF086,35,63,1697,0.107042649,4.709382692,0
WRKY59,23,270,171,0.107040443,5.621751612,0
NAC005,28,415,165,0.107002028,3.698173434,0
ERF018,68,193,2103,0.106735926,1.047236053,0
ERF003,42,2245,69,0.106712814,4.282709956,0
MYB49,36,206,554,0.106564857,3.335985131,0
ERF019,27,321,200,0.1065605,5.08731926,0
ERF015,29,79,940,0.106419331,5.796059764,0
MYB10,20,138,256,0.106407066,6.488003233,0
ERF023,24,773,66,0.106255037,5.685735327,0
NAC028,11,317,34,0.105955522,6.388991238,0
MYB80,23,268,176,0.105901986,4.878647348,0
ERF038,19,481,67,0.105838496,5.598703087,0
WRKY48,8,55,104,0.105777177,9.026724313,0
ERF011,44,241,718,0.105774732,2.398802324,0
ERF086,23,63,754,0.105529016,4.571040356,0
MYB57,37,222,554,0.105504347,3.295454003,0
MYB41,21,389,102,0.105425194,5.975293655,0
WRKY11,12,48,270,0.105409255,6.118878816,0
ERF015,28,79,895,0.105301115,4.79518809,0
NAC043,19,131,249,0.105200615,5.748370415,0
WRKY55,5,133,17,0.105152529,8.18164983,0
ERF010,15,69,295,0.10513703,5.24749064,0
ERF010,40,69,2103,0.10500641,4.145817588,0
WRKY15,11,106,104,0.104766656,6.269856015,0
MYB60,39,197,704,0.104723745,3.505008206,0
ERF011,13,241,64,0.104675452,6.487454289,0
NAC038,43,411,411,0.104622871,8.128953795,0
ERF11,57,1697,175,0.10459596,1.849949637,0
MYB30,46,757,256,0.104493652,2.258561936,0
MYB80,47,268,757,0.104347614,2.048404147,0
ERF122,25,481,120,0.104058329,5.344243854,0
MYB93,34,419,256,0.103813043,2.794904612,0
MYB77,36,159,757,0.103766221,3.497495958,0
WRKY48,14,55,331,0.103760652,6.928952509,0
MYB65,22,187,242,0.103417538,5.128447109,0
ERF10,51,1872,130,0.103382154,2.167767684,0
NAC028,39,317,449,0.103374115,2.70168273,0
WRKY59,7,270,17,0.103321737,5.601766005,0
ERF087,22,100,455,0.103137591,4.82862905,0
ERF1B,18,67,455,0.103093054,5.033203505,0
ERF086,29,63,1260,0.102930113,4.730027554,0
WRKY8,42,527,316,0.102920157,3.021593355,0
WRKY31,25,738,80,0.1028885,4.208152169,0
MYB40,19,159,215,0.102762772,4.857829466,0
MYB58,57,793,389,0.102627432,0.74024712,0
WRKY7,26,122,527,0.102538775,4.429931567,0
ERF015,11,79,146,0.102424231,6.705536771,0
MYB33,5,199,12,0.102318189,6.49632921,0
WRKY1,22,331,140,0.102198534,5.650901902,0
ERF010,14,69,272,0.102192503,4.850452581,0
MYB15,31,220,419,0.102104138,3.87074398,0
ERF012,14,295,64,0.101888939,5.5,0
MYB101,22,225,208,0.101695036,4.536470915,0
ERF021,14,130,146,0.101620173,5.526315789,0
ERF017,19,175,200,0.101559272,6.236282771,0
ERF13,32,68,1460,0.101559159,4.153094577,0
MYB3R1,5,202,12,0.101555558,9.081859733,0
ERF021,31,130,718,0.101467695,4.040509524,0
ERF018,37,193,689,0.101464346,3.446148553,0
NAC031,14,70,272,0.101459931,5.913716232,0
MYB1,28,276,276,0.101449275,7.710731984,0
ERF6,38,75,1872,0.101414497,2.983529219,0
MYB41,26,389,169,0.101404025,4.404327821,0
MYB74,4,9,173,0.101371456,8.526466073,0
MYB96,55,704,419,0.101267327,0.759574811,0
MYB40,15,159,138,0.101263551,6.798813995,0
WRKY7,15,122,180,0.101222041,6.43612125,0
WRKY21,30,1833,48,0.101139174,4.183218879,0
ERF13,36,68,1872,0.100900919,3.85518935,0
WRKY75,9,77,104,0.100572785,5.988689905,0
ERF122,22,481,100,0.100311366,4.676863169,0
WRKY75,22,77,625,0.100285307,5.625374905,0
WRKY6,48,1123,204,0.100285069,1.585858447,0
ERF13,37,68,2006,0.100180179,3.475461726,0
ERF1B,31,67,1432,0.100081264,4.043687826,0
ERF5,6,200,18,0.1,8.321712327,0
WRKY20,14,140,140,0.1,9.365098516,0
WRKY38,10,85,118,0.099850337,6.344098218,0
ERF13,39,68,2245,0.099816417,4.005196644,0
MYB63,21,173,256,0.099787527,4.21745757,0
ERF094,16,18,1432,0.099658012,4.842514326,0
MYB51,38,711,205,0.099534094,2.608131686,0
ERF057,32,215,481,0.099508049,2.964471093,0
NAC019,9,256,32,0.099436891,6.645396175,0
NAC010,27,165,448,0.099307668,3.310774889,0
WRKY28,8,118,55,0.099304205,5.425166581,0
ERF037,21,65,689,0.099232288,5.169162224,0
ERF109,28,1068,75,0.098933135,4.571756004,0
WRKY38,13,85,204,0.098723105,5.994470301,0
ERF043,23,272,200,0.098611686,4.332834368,0
WRKY31,44,738,270,0.098569514,2.289392435,0
WRKY31,35,738,171,0.098523948,3.577843288,0
ERF010,12,69,215,0.098522964,4.634404778,0
WRKY24,8,388,17,0.098503047,5.212917546,0
ERF039,26,146,479,0.098317123,4.659748216,0
ERF012,29,295,295,0.098305085,7.625570258,0
WRKY18,19,113,331,0.098242721,5.707562631,0
MYB93,40,419,397,0.098074867,2.042147238,0
NAC078,2,13,32,0.098058068,6.333333333,0
NAC057,7,13,393,0.097933232,7.563630616,0
ERF023,36,773,175,0.097879948,2.635205183,0
ERF1B,8,67,100,0.097735555,7.826237921,0
