geneId,Sample,Binding
Glyma.08G250300,WRKY_P1,no
Glyma.08G251200,WRKY_P1,no
Glyma.08G252000,WRKY_P1,no
Glyma.08G253000,WRKY_P1,no
Glyma.08G253800,WRKY_P1,no
Glyma.08G254500,WRKY_P1,no
Glyma.08G254600,WRKY_P1,no
Glyma.08G255000,WRKY_P1,no
Glyma.08G255800,WRKY_P1,no
Glyma.08G257300,WRKY_P1,no
Glyma.08G258700,WRKY_P1,no
Glyma.08G259300,WRKY_P1,no
Glyma.08G259500,WRKY_P1,no
Glyma.08G260400,WRKY_P1,no
Glyma.08G264800,WRKY_P1,no
Glyma.08G264900,WRKY_P1,no
Glyma.08G267700,WRKY_P1,no
Glyma.08G270600,WRKY_P1,no
Glyma.08G272000,WRKY_P1,no
Glyma.08G272600,WRKY_P1,no
Glyma.08G273500,WRKY_P1,no
Glyma.08G274400,WRKY_P1,no
Glyma.08G277000,WRKY_P1,no
Glyma.08G277100,WRKY_P1,no
Glyma.08G279700,WRKY_P1,no
Glyma.08G281600,WRKY_P1,no
Glyma.08G282100,WRKY_P1,no
Glyma.08G282900,WRKY_P1,no
Glyma.08G284100,WRKY_P1,no
Glyma.08G284300,WRKY_P1,no
Glyma.08G286800,WRKY_P1,no
Glyma.08G288600,WRKY_P1,no
Glyma.08G288700,WRKY_P1,no
Glyma.08G289200,WRKY_P1,no
Glyma.08G289900,WRKY_P1,no
Glyma.08G290100,WRKY_P1,no
Glyma.08G291000,WRKY_P1,yes
Glyma.08G291600,WRKY_P1,no
Glyma.08G292000,WRKY_P1,no
Glyma.08G292300,WRKY_P1,no
Glyma.08G292800,WRKY_P1,no
Glyma.08G293300,WRKY_P1,no
Glyma.08G293800,WRKY_P1,no
Glyma.08G294100,WRKY_P1,no
Glyma.08G294800,WRKY_P1,no
Glyma.08G295500,WRKY_P1,no
Glyma.08G296400,WRKY_P1,no
Glyma.08G297900,WRKY_P1,no
Glyma.08G298500,WRKY_P1,no
Glyma.08G298700,WRKY_P1,no
Glyma.08G298900,WRKY_P1,no
Glyma.08G299000,WRKY_P1,no
Glyma.08G299900,WRKY_P1,no
Glyma.08G302500,WRKY_P1,no
Glyma.08G302600,WRKY_P1,no
Glyma.08G303000,WRKY_P1,no
Glyma.08G303200,WRKY_P1,no
Glyma.08G303700,WRKY_P1,no
Glyma.08G303900,WRKY_P1,no
Glyma.08G304000,WRKY_P1,no
Glyma.08G304200,WRKY_P1,no
Glyma.08G305000,WRKY_P1,no
Glyma.08G306200,WRKY_P1,no
Glyma.08G306500,WRKY_P1,no
Glyma.08G306800,WRKY_P1,no
Glyma.08G307400,WRKY_P1,no
Glyma.08G307600,WRKY_P1,no
Glyma.08G307800,WRKY_P1,no
Glyma.08G311600,WRKY_P1,no
Glyma.08G312400,WRKY_P1,no
Glyma.08G312800,WRKY_P1,no
Glyma.08G313100,WRKY_P1,no
Glyma.08G314800,WRKY_P1,no
Glyma.08G314900,WRKY_P1,no
Glyma.08G316000,WRKY_P1,no
Glyma.08G316500,WRKY_P1,no
Glyma.08G320400,WRKY_P1,no
Glyma.08G324300,WRKY_P1,no
Glyma.08G324700,WRKY_P1,no
Glyma.08G325300,WRKY_P1,no
Glyma.08G330100,WRKY_P1,no
Glyma.08G330600,WRKY_P1,no
Glyma.08G330700,WRKY_P1,no
Glyma.08G332000,WRKY_P1,no
Glyma.08G336400,WRKY_P1,no
Glyma.08G337100,WRKY_P1,no
Glyma.08G338100,WRKY_P1,no
Glyma.08G338200,WRKY_P1,no
Glyma.08G338800,WRKY_P1,no
Glyma.08G339000,WRKY_P1,no
Glyma.08G339500,WRKY_P1,no
Glyma.08G340300,WRKY_P1,no
Glyma.08G341100,WRKY_P1,no
Glyma.08G341300,WRKY_P1,no
Glyma.08G342100,WRKY_P1,no
Glyma.08G344100,WRKY_P1,no
Glyma.08G344800,WRKY_P1,no
Glyma.08G345000,WRKY_P1,no
Glyma.08G345400,WRKY_P1,no
Glyma.08G345800,WRKY_P1,no
Glyma.08G347400,WRKY_P1,no
Glyma.08G348101,WRKY_P1,no
Glyma.08G348300,WRKY_P1,yes
Glyma.08G349900,WRKY_P1,no
Glyma.08G351932,WRKY_P1,no
Glyma.08G352100,WRKY_P1,no
Glyma.08G352200,WRKY_P1,no
Glyma.08G352300,WRKY_P1,no
Glyma.08G352500,WRKY_P1,no
Glyma.08G356800,WRKY_P1,no
Glyma.08G357000,WRKY_P1,no
Glyma.08G360100,WRKY_P1,no
Glyma.08G360200,WRKY_P1,no
Glyma.08G361100,WRKY_P1,no
Glyma.08G361200,WRKY_P1,no
Glyma.08G362100,WRKY_P1,no
Glyma.08G362466,WRKY_P1,yes
Glyma.08G362532,WRKY_P1,no
Glyma.08G362900,WRKY_P1,no
Glyma.08G364700,WRKY_P1,no
Glyma.08G365100,WRKY_P1,no
Glyma.08G367400,WRKY_P1,no
Glyma.09G003100,WRKY_P1,no
Glyma.09G004300,WRKY_P1,no
Glyma.09G004800,WRKY_P1,no
Glyma.09G005500,WRKY_P1,no
Glyma.09G005700,WRKY_P1,no
Glyma.09G008600,WRKY_P1,no
Glyma.09G010000,WRKY_P1,no
Glyma.09G011100,WRKY_P1,no
Glyma.09G011200,WRKY_P1,no
Glyma.09G012000,WRKY_P1,no
Glyma.09G013100,WRKY_P1,no
Glyma.09G014700,WRKY_P1,no
Glyma.09G015100,WRKY_P1,no
Glyma.09G016251,WRKY_P1,no
Glyma.09G016300,WRKY_P1,no
Glyma.09G016400,WRKY_P1,yes
Glyma.09G016700,WRKY_P1,no
Glyma.09G017800,WRKY_P1,no
Glyma.09G018400,WRKY_P1,no
Glyma.09G018600,WRKY_P1,no
Glyma.09G018900,WRKY_P1,no
Glyma.09G020800,WRKY_P1,no
Glyma.09G022000,WRKY_P1,no
Glyma.09G022400,WRKY_P1,no
Glyma.09G022500,WRKY_P1,no
Glyma.09G024100,WRKY_P1,no
Glyma.09G025000,WRKY_P1,no
Glyma.09G026100,WRKY_P1,no
Glyma.09G027000,WRKY_P1,no
Glyma.09G028000,WRKY_P1,no
Glyma.09G028800,WRKY_P1,no
Glyma.09G030300,WRKY_P1,no
Glyma.09G031400,WRKY_P1,no
Glyma.09G032100,WRKY_P1,no
Glyma.09G034500,WRKY_P1,no
Glyma.09G036900,WRKY_P1,no
Glyma.09G037600,WRKY_P1,no
Glyma.09G038300,WRKY_P1,no
Glyma.09G040400,WRKY_P1,no
Glyma.09G040500,WRKY_P1,no
Glyma.09G040600,WRKY_P1,no
Glyma.09G041400,WRKY_P1,no
Glyma.09G041500,WRKY_P1,no
Glyma.09G041800,WRKY_P1,no
Glyma.09G042400,WRKY_P1,no
Glyma.09G042500,WRKY_P1,no
Glyma.09G042800,WRKY_P1,no
Glyma.09G044200,WRKY_P1,no
Glyma.09G046400,WRKY_P1,no
Glyma.09G048900,WRKY_P1,no
Glyma.09G049200,WRKY_P1,no
Glyma.09G049300,WRKY_P1,no
Glyma.09G049500,WRKY_P1,no
Glyma.09G049700,WRKY_P1,yes
Glyma.09G050200,WRKY_P1,no
Glyma.09G051200,WRKY_P1,no
Glyma.09G051900,WRKY_P1,no
Glyma.09G052900,WRKY_P1,no
Glyma.09G054200,WRKY_P1,no
Glyma.09G056300,WRKY_P1,no
Glyma.09G056600,WRKY_P1,no
Glyma.09G056800,WRKY_P1,no
Glyma.09G059000,WRKY_P1,no
Glyma.09G059200,WRKY_P1,yes
Glyma.09G061300,WRKY_P1,no
Glyma.09G061500,WRKY_P1,no
Glyma.09G062700,WRKY_P1,no
Glyma.09G063000,WRKY_P1,no
Glyma.09G063300,WRKY_P1,no
Glyma.09G064200,WRKY_P1,no
Glyma.09G065000,WRKY_P1,no
Glyma.09G066400,WRKY_P1,no
Glyma.09G066800,WRKY_P1,yes
Glyma.09G067700,WRKY_P1,no
Glyma.09G068100,WRKY_P1,no
Glyma.09G068800,WRKY_P1,no
Glyma.09G069900,WRKY_P1,no
Glyma.09G070300,WRKY_P1,no
Glyma.09G071600,WRKY_P1,no
Glyma.09G072000,WRKY_P1,no
Glyma.09G073050,WRKY_P1,no
Glyma.09G073900,WRKY_P1,no
Glyma.09G075200,WRKY_P1,no
Glyma.09G075500,WRKY_P1,no
Glyma.09G079600,WRKY_P1,no
Glyma.09G080000,WRKY_P1,no
Glyma.09G083700,WRKY_P1,yes
Glyma.09G087700,WRKY_P1,no
Glyma.09G089000,WRKY_P1,no
Glyma.09G089500,WRKY_P1,no
Glyma.09G089700,WRKY_P1,no
Glyma.09G091100,WRKY_P1,no
Glyma.09G091800,WRKY_P1,no
Glyma.09G092100,WRKY_P1,no
Glyma.09G093050,WRKY_P1,no
Glyma.09G094000,WRKY_P1,no
Glyma.09G094400,WRKY_P1,no
Glyma.09G094600,WRKY_P1,no
Glyma.09G096300,WRKY_P1,no
Glyma.09G098000,WRKY_P1,no
Glyma.09G098300,WRKY_P1,yes
Glyma.09G099200,WRKY_P1,no
Glyma.09G102400,WRKY_P1,no
Glyma.09G104000,WRKY_P1,no
Glyma.09G104200,WRKY_P1,no
Glyma.09G109200,WRKY_P1,no
Glyma.09G109700,WRKY_P1,no
Glyma.09G110500,WRKY_P1,no
Glyma.09G114000,WRKY_P1,yes
Glyma.09G114100,WRKY_P1,no
Glyma.09G115800,WRKY_P1,no
Glyma.09G116300,WRKY_P1,no
Glyma.09G118500,WRKY_P1,no
Glyma.09G118800,WRKY_P1,no
Glyma.09G120200,WRKY_P1,no
Glyma.09G125800,WRKY_P1,no
Glyma.09G126200,WRKY_P1,no
Glyma.09G128300,WRKY_P1,no
Glyma.09G128400,WRKY_P1,no
Glyma.09G130400,WRKY_P1,no
Glyma.09G134500,WRKY_P1,no
Glyma.09G138100,WRKY_P1,no
Glyma.09G138400,WRKY_P1,no
Glyma.09G139200,WRKY_P1,no
Glyma.09G140400,WRKY_P1,no
Glyma.09G140700,WRKY_P1,no
Glyma.09G144200,WRKY_P1,no
Glyma.09G144800,WRKY_P1,no
Glyma.09G146500,WRKY_P1,no
Glyma.09G146700,WRKY_P1,yes
Glyma.09G146800,WRKY_P1,no
Glyma.09G148700,WRKY_P1,no
Glyma.09G149200,WRKY_P1,no
Glyma.09G149400,WRKY_P1,no
Glyma.09G151400,WRKY_P1,no
Glyma.09G152100,WRKY_P1,no
Glyma.09G153900,WRKY_P1,no
Glyma.09G154100,WRKY_P1,no
Glyma.09G154600,WRKY_P1,no
Glyma.09G154700,WRKY_P1,no
Glyma.09G156800,WRKY_P1,no
Glyma.09G156900,WRKY_P1,no
Glyma.09G157600,WRKY_P1,no
Glyma.09G160100,WRKY_P1,no
Glyma.09G161100,WRKY_P1,no
Glyma.09G162400,WRKY_P1,no
Glyma.09G163700,WRKY_P1,no
Glyma.09G163900,WRKY_P1,no
Glyma.09G164900,WRKY_P1,no
Glyma.09G168900,WRKY_P1,no
Glyma.09G172100,WRKY_P1,no
Glyma.09G172500,WRKY_P1,no
Glyma.09G173800,WRKY_P1,no
Glyma.09G177200,WRKY_P1,no
Glyma.09G177600,WRKY_P1,no
Glyma.09G178100,WRKY_P1,no
Glyma.09G180300,WRKY_P1,no
Glyma.09G181960,WRKY_P1,no
Glyma.09G182200,WRKY_P1,no
Glyma.09G183100,WRKY_P1,no
Glyma.09G183400,WRKY_P1,no
Glyma.09G183800,WRKY_P1,no
Glyma.09G184600,WRKY_P1,no
Glyma.09G185900,WRKY_P1,yes
Glyma.09G186200,WRKY_P1,no
Glyma.09G186400,WRKY_P1,no
Glyma.09G187300,WRKY_P1,no
Glyma.09G187800,WRKY_P1,no
Glyma.09G188500,WRKY_P1,yes
Glyma.09G189300,WRKY_P1,no
Glyma.09G190000,WRKY_P1,no
Glyma.09G191300,WRKY_P1,yes
Glyma.09G193000,WRKY_P1,no
Glyma.09G194100,WRKY_P1,no
Glyma.09G194900,WRKY_P1,no
Glyma.09G196000,WRKY_P1,no
Glyma.09G196400,WRKY_P1,no
Glyma.09G198200,WRKY_P1,no
Glyma.09G198700,WRKY_P1,no
Glyma.09G199600,WRKY_P1,no
Glyma.09G202000,WRKY_P1,no
Glyma.09G202700,WRKY_P1,no
Glyma.09G203300,WRKY_P1,no
Glyma.09G203400,WRKY_P1,no
Glyma.09G204500,WRKY_P1,no
Glyma.09G204800,WRKY_P1,no
Glyma.09G205400,WRKY_P1,no
Glyma.09G205500,WRKY_P1,no
Glyma.09G205700,WRKY_P1,no
Glyma.09G206100,WRKY_P1,no
Glyma.09G207200,WRKY_P1,yes
Glyma.09G207700,WRKY_P1,no
Glyma.09G207900,WRKY_P1,no
Glyma.09G209900,WRKY_P1,no
Glyma.09G210600,WRKY_P1,no
Glyma.09G210900,WRKY_P1,no
Glyma.09G211700,WRKY_P1,no
Glyma.09G213100,WRKY_P1,no
Glyma.09G214500,WRKY_P1,no
Glyma.09G215700,WRKY_P1,no
Glyma.09G216000,WRKY_P1,no
Glyma.09G216200,WRKY_P1,no
Glyma.09G216400,WRKY_P1,no
Glyma.09G216900,WRKY_P1,no
Glyma.09G217700,WRKY_P1,no
Glyma.09G218300,WRKY_P1,no
Glyma.09G218600,WRKY_P1,no
Glyma.09G219100,WRKY_P1,no
Glyma.09G221700,WRKY_P1,no
Glyma.09G222500,WRKY_P1,no
Glyma.09G223600,WRKY_P1,no
Glyma.09G225700,WRKY_P1,no
Glyma.09G225900,WRKY_P1,no
Glyma.09G226000,WRKY_P1,no
Glyma.09G226900,WRKY_P1,no
Glyma.09G227100,WRKY_P1,no
Glyma.09G227200,WRKY_P1,no
Glyma.09G227600,WRKY_P1,no
Glyma.09G228200,WRKY_P1,no
Glyma.09G229200,WRKY_P1,no
Glyma.09G230700,WRKY_P1,no
Glyma.09G232600,WRKY_P1,no
Glyma.09G235200,WRKY_P1,no
Glyma.09G235400,WRKY_P1,no
Glyma.09G236500,WRKY_P1,no
Glyma.09G237200,WRKY_P1,no
Glyma.09G238200,WRKY_P1,no
Glyma.09G238900,WRKY_P1,no
Glyma.09G239800,WRKY_P1,no
Glyma.09G239900,WRKY_P1,no
Glyma.09G240100,WRKY_P1,no
Glyma.09G244900,WRKY_P1,no
Glyma.09G245400,WRKY_P1,no
Glyma.09G246100,WRKY_P1,no
Glyma.09G246600,WRKY_P1,no
Glyma.09G246700,WRKY_P1,no
Glyma.09G246800,WRKY_P1,no
Glyma.09G247900,WRKY_P1,no
Glyma.09G249200,WRKY_P1,no
Glyma.09G249400,WRKY_P1,no
Glyma.09G249500,WRKY_P1,no
Glyma.09G250200,WRKY_P1,yes
Glyma.09G250700,WRKY_P1,no
Glyma.09G250800,WRKY_P1,no
Glyma.09G252800,WRKY_P1,no
Glyma.09G252900,WRKY_P1,no
Glyma.09G253200,WRKY_P1,no
Glyma.09G255500,WRKY_P1,no
Glyma.09G257500,WRKY_P1,no
Glyma.09G258000,WRKY_P1,no
Glyma.09G259100,WRKY_P1,no
Glyma.09G260600,WRKY_P1,no
Glyma.09G262400,WRKY_P1,no
Glyma.09G265500,WRKY_P1,no
Glyma.09G266700,WRKY_P1,no
Glyma.09G267700,WRKY_P1,no
Glyma.09G268800,WRKY_P1,no
Glyma.09G268900,WRKY_P1,no
Glyma.09G269500,WRKY_P1,no
Glyma.09G269600,WRKY_P1,no
Glyma.09G270500,WRKY_P1,no
Glyma.09G270900,WRKY_P1,no
Glyma.09G271300,WRKY_P1,no
Glyma.09G272300,WRKY_P1,no
Glyma.09G273800,WRKY_P1,no
Glyma.09G275100,WRKY_P1,no
Glyma.09G277100,WRKY_P1,no
Glyma.09G277200,WRKY_P1,no
Glyma.09G277800,WRKY_P1,no
Glyma.09G277900,WRKY_P1,no
Glyma.09G278600,WRKY_P1,yes
Glyma.09G280200,WRKY_P1,no
Glyma.09G280900,WRKY_P1,no
Glyma.09G281700,WRKY_P1,no
Glyma.09G281800,WRKY_P1,no
Glyma.09G281900,WRKY_P1,no
Glyma.09G285400,WRKY_P1,no
Glyma.09G286200,WRKY_P1,no
Glyma.10G000500,WRKY_P1,no
Glyma.10G000900,WRKY_P1,no
Glyma.10G002100,WRKY_P1,no
Glyma.10G002200,WRKY_P1,no
Glyma.10G002300,WRKY_P1,no
Glyma.10G002600,WRKY_P1,no
Glyma.10G005200,WRKY_P1,no
Glyma.10G005400,WRKY_P1,no
Glyma.10G005600,WRKY_P1,no
Glyma.10G006600,WRKY_P1,no
Glyma.10G006700,WRKY_P1,no
Glyma.10G007000,WRKY_P1,no
Glyma.10G007800,WRKY_P1,no
Glyma.10G008400,WRKY_P1,no
Glyma.10G008600,WRKY_P1,no
Glyma.10G009100,WRKY_P1,no
Glyma.10G010300,WRKY_P1,no
Glyma.10G011300,WRKY_P1,no
Glyma.10G012900,WRKY_P1,no
Glyma.10G014000,WRKY_P1,no
Glyma.10G016000,WRKY_P1,no
Glyma.10G016200,WRKY_P1,no
Glyma.10G016500,WRKY_P1,yes
Glyma.10G017000,WRKY_P1,no
Glyma.10G018400,WRKY_P1,yes
Glyma.10G018700,WRKY_P1,no
Glyma.10G018800,WRKY_P1,no
Glyma.10G019000,WRKY_P1,no
Glyma.10G019400,WRKY_P1,no
Glyma.10G019800,WRKY_P1,no
Glyma.10G021300,WRKY_P1,no
Glyma.10G022200,WRKY_P1,no
Glyma.10G023900,WRKY_P1,no
Glyma.10G024300,WRKY_P1,no
Glyma.10G024500,WRKY_P1,no
Glyma.10G025500,WRKY_P1,no
Glyma.10G026600,WRKY_P1,no
Glyma.10G027900,WRKY_P1,no
Glyma.10G028000,WRKY_P1,no
Glyma.10G028900,WRKY_P1,no
Glyma.10G029800,WRKY_P1,no
Glyma.10G032200,WRKY_P1,no
Glyma.10G032700,WRKY_P1,no
Glyma.10G034400,WRKY_P1,no
Glyma.10G034800,WRKY_P1,no
Glyma.10G036600,WRKY_P1,no
Glyma.10G036700,WRKY_P1,no
Glyma.10G037500,WRKY_P1,no
Glyma.10G037700,WRKY_P1,no
Glyma.10G039000,WRKY_P1,no
Glyma.10G040300,WRKY_P1,no
Glyma.10G040600,WRKY_P1,no
Glyma.10G041200,WRKY_P1,no
Glyma.10G041400,WRKY_P1,no
Glyma.10G042900,WRKY_P1,no
Glyma.10G043200,WRKY_P1,no
Glyma.10G043700,WRKY_P1,no
Glyma.10G044000,WRKY_P1,no
Glyma.10G044400,WRKY_P1,no
Glyma.10G044550,WRKY_P1,no
Glyma.10G045400,WRKY_P1,no
Glyma.10G046000,WRKY_P1,no
Glyma.10G046900,WRKY_P1,yes
Glyma.10G047100,WRKY_P1,no
Glyma.10G047700,WRKY_P1,no
Glyma.10G048900,WRKY_P1,no
Glyma.10G051100,WRKY_P1,no
Glyma.10G051400,WRKY_P1,no
Glyma.10G052000,WRKY_P1,no
Glyma.10G052100,WRKY_P1,no
Glyma.10G053000,WRKY_P1,no
Glyma.10G054700,WRKY_P1,no
Glyma.10G055300,WRKY_P1,no
Glyma.10G057000,WRKY_P1,no
Glyma.10G057600,WRKY_P1,yes
Glyma.10G058100,WRKY_P1,no
Glyma.10G058200,WRKY_P1,no
Glyma.10G058800,WRKY_P1,no
Glyma.10G059500,WRKY_P1,no
Glyma.10G059900,WRKY_P1,no
Glyma.10G062600,WRKY_P1,no
Glyma.10G062750,WRKY_P1,no
Glyma.10G062900,WRKY_P1,no
Glyma.10G063000,WRKY_P1,no
Glyma.10G063200,WRKY_P1,no
Glyma.10G063800,WRKY_P1,no
Glyma.10G064200,WRKY_P1,no
Glyma.10G065000,WRKY_P1,yes
Glyma.10G066400,WRKY_P1,no
Glyma.10G066700,WRKY_P1,no
Glyma.10G067500,WRKY_P1,no
Glyma.10G067900,WRKY_P1,no
Glyma.10G068900,WRKY_P1,no
Glyma.10G069500,WRKY_P1,no
Glyma.10G069600,WRKY_P1,no
Glyma.10G071500,WRKY_P1,no
Glyma.10G072000,WRKY_P1,no
Glyma.10G073600,WRKY_P1,no
Glyma.10G073700,WRKY_P1,no
Glyma.10G075000,WRKY_P1,no
Glyma.10G076700,WRKY_P1,no
Glyma.10G078566,WRKY_P1,no
Glyma.10G078851,WRKY_P1,no
Glyma.10G079700,WRKY_P1,no
Glyma.10G079900,WRKY_P1,no
Glyma.10G081900,WRKY_P1,no
Glyma.10G082500,WRKY_P1,no
Glyma.10G083700,WRKY_P1,no
Glyma.10G086600,WRKY_P1,no
Glyma.10G087100,WRKY_P1,no
Glyma.10G089300,WRKY_P1,no
Glyma.10G089500,WRKY_P1,no
Glyma.10G089700,WRKY_P1,no
Glyma.10G090500,WRKY_P1,no
Glyma.10G091800,WRKY_P1,no
Glyma.10G093900,WRKY_P1,no
Glyma.10G094000,WRKY_P1,no
Glyma.10G094900,WRKY_P1,no
Glyma.10G095200,WRKY_P1,no
Glyma.10G099400,WRKY_P1,no
Glyma.10G099700,WRKY_P1,no
Glyma.10G101600,WRKY_P1,no
Glyma.10G104900,WRKY_P1,no
Glyma.10G106100,WRKY_P1,no
Glyma.10G106600,WRKY_P1,no
Glyma.10G107100,WRKY_P1,no
Glyma.10G107900,WRKY_P1,no
Glyma.10G111700,WRKY_P1,no
Glyma.10G111800,WRKY_P1,no
Glyma.10G120200,WRKY_P1,no
Glyma.10G120400,WRKY_P1,no
Glyma.10G122200,WRKY_P1,no
Glyma.10G124800,WRKY_P1,no
Glyma.10G125000,WRKY_P1,no
Glyma.10G128400,WRKY_P1,no
Glyma.10G128800,WRKY_P1,yes
Glyma.10G129500,WRKY_P1,no
Glyma.10G129800,WRKY_P1,no
Glyma.10G132300,WRKY_P1,no
Glyma.10G136300,WRKY_P1,no
Glyma.10G138100,WRKY_P1,no
Glyma.10G138500,WRKY_P1,no
Glyma.10G139200,WRKY_P1,no
Glyma.10G139600,WRKY_P1,no
Glyma.10G141000,WRKY_P1,no
Glyma.10G141500,WRKY_P1,no
Glyma.10G143200,WRKY_P1,no
Glyma.10G143900,WRKY_P1,yes
Glyma.10G144300,WRKY_P1,no
Glyma.10G145100,WRKY_P1,no
Glyma.10G146200,WRKY_P1,no
Glyma.10G147000,WRKY_P1,no
Glyma.10G147200,WRKY_P1,no
Glyma.10G147300,WRKY_P1,no
Glyma.10G148100,WRKY_P1,no
Glyma.10G149600,WRKY_P1,no
Glyma.10G150400,WRKY_P1,no
Glyma.10G151000,WRKY_P1,no
Glyma.10G151300,WRKY_P1,no
Glyma.10G152200,WRKY_P1,no
Glyma.10G155400,WRKY_P1,no
Glyma.10G156100,WRKY_P1,no
Glyma.10G156500,WRKY_P1,no
Glyma.10G156600,WRKY_P1,no
Glyma.10G157000,WRKY_P1,no
Glyma.10G157100,WRKY_P1,no
Glyma.10G157200,WRKY_P1,no
Glyma.10G157500,WRKY_P1,no
Glyma.10G157800,WRKY_P1,no
Glyma.10G157900,WRKY_P1,no
Glyma.10G159100,WRKY_P1,no
Glyma.10G159800,WRKY_P1,no
Glyma.10G161500,WRKY_P1,no
Glyma.10G161700,WRKY_P1,no
Glyma.10G163400,WRKY_P1,no
Glyma.10G165800,WRKY_P1,no
Glyma.10G166600,WRKY_P1,no
Glyma.10G168600,WRKY_P1,no
Glyma.10G171700,WRKY_P1,no
Glyma.10G172100,WRKY_P1,no
Glyma.10G172300,WRKY_P1,no
Glyma.10G172400,WRKY_P1,no
Glyma.10G172500,WRKY_P1,no
Glyma.10G174000,WRKY_P1,no
Glyma.10G174200,WRKY_P1,no
Glyma.10G176500,WRKY_P1,no
Glyma.10G177200,WRKY_P1,no
Glyma.10G177600,WRKY_P1,no
Glyma.10G178000,WRKY_P1,no
Glyma.10G178400,WRKY_P1,no
Glyma.10G179100,WRKY_P1,no
Glyma.10G180100,WRKY_P1,no
Glyma.10G180500,WRKY_P1,no
Glyma.10G180800,WRKY_P1,no
Glyma.10G181000,WRKY_P1,no
Glyma.10G182300,WRKY_P1,no
Glyma.10G182900,WRKY_P1,no
Glyma.10G183200,WRKY_P1,no
Glyma.10G183800,WRKY_P1,no
Glyma.10G183900,WRKY_P1,no
Glyma.10G184600,WRKY_P1,no
Glyma.10G184700,WRKY_P1,no
Glyma.10G185000,WRKY_P1,no
Glyma.10G185600,WRKY_P1,no
Glyma.10G185700,WRKY_P1,no
Glyma.10G186800,WRKY_P1,no
Glyma.10G188100,WRKY_P1,no
Glyma.10G188500,WRKY_P1,no
Glyma.10G190100,WRKY_P1,no
Glyma.10G191200,WRKY_P1,no
Glyma.10G192200,WRKY_P1,no
Glyma.10G192900,WRKY_P1,no
Glyma.10G193200,WRKY_P1,no
Glyma.10G193500,WRKY_P1,no
Glyma.10G194000,WRKY_P1,no
Glyma.10G194200,WRKY_P1,no
Glyma.10G194500,WRKY_P1,no
Glyma.10G194900,WRKY_P1,no
Glyma.10G196200,WRKY_P1,no
Glyma.10G197800,WRKY_P1,no
Glyma.10G199500,WRKY_P1,yes
Glyma.10G200100,WRKY_P1,no
Glyma.10G200300,WRKY_P1,no
Glyma.10G200700,WRKY_P1,no
Glyma.10G200800,WRKY_P1,no
Glyma.10G201000,WRKY_P1,no
Glyma.10G201600,WRKY_P1,no
Glyma.10G202000,WRKY_P1,no
Glyma.10G203200,WRKY_P1,no
Glyma.10G203500,WRKY_P1,no
Glyma.10G204400,WRKY_P1,no
Glyma.10G205400,WRKY_P1,no
Glyma.10G205500,WRKY_P1,no
Glyma.10G205800,WRKY_P1,no
Glyma.10G206600,WRKY_P1,no
Glyma.10G207000,WRKY_P1,no
Glyma.10G207300,WRKY_P1,no
Glyma.10G209500,WRKY_P1,yes
Glyma.10G209800,WRKY_P1,no
Glyma.10G210051,WRKY_P1,no
Glyma.10G210300,WRKY_P1,yes
Glyma.10G211000,WRKY_P1,no
Glyma.10G211100,WRKY_P1,no
Glyma.10G211200,WRKY_P1,no
Glyma.10G211400,WRKY_P1,no
Glyma.10G212700,WRKY_P1,no
Glyma.10G212900,WRKY_P1,no
Glyma.10G213600,WRKY_P1,yes
Glyma.10G214500,WRKY_P1,no
Glyma.10G214900,WRKY_P1,no
Glyma.10G216400,WRKY_P1,no
Glyma.10G217000,WRKY_P1,no
Glyma.10G217300,WRKY_P1,no
Glyma.10G218400,WRKY_P1,no
Glyma.10G219600,WRKY_P1,yes
Glyma.10G220100,WRKY_P1,no
Glyma.10G221000,WRKY_P1,no
Glyma.10G221100,WRKY_P1,yes
Glyma.10G221600,WRKY_P1,no
Glyma.10G221700,WRKY_P1,no
Glyma.10G222100,WRKY_P1,no
Glyma.10G222400,WRKY_P1,no
Glyma.10G223200,WRKY_P1,no
Glyma.10G223700,WRKY_P1,no
Glyma.10G223800,WRKY_P1,yes
Glyma.10G224100,WRKY_P1,no
Glyma.10G224900,WRKY_P1,no
Glyma.10G226200,WRKY_P1,no
Glyma.10G227400,WRKY_P1,no
Glyma.10G227700,WRKY_P1,no
Glyma.10G229400,WRKY_P1,no
Glyma.10G229500,WRKY_P1,no
Glyma.10G229700,WRKY_P1,yes
Glyma.10G230000,WRKY_P1,no
Glyma.10G230600,WRKY_P1,no
Glyma.10G232200,WRKY_P1,no
Glyma.10G233300,WRKY_P1,no
Glyma.10G234200,WRKY_P1,no
Glyma.10G234400,WRKY_P1,no
Glyma.10G235000,WRKY_P1,no
Glyma.10G235300,WRKY_P1,no
Glyma.10G235700,WRKY_P1,no
Glyma.10G236000,WRKY_P1,no
Glyma.10G236200,WRKY_P1,no
Glyma.10G236300,WRKY_P1,no
Glyma.10G237000,WRKY_P1,no
Glyma.10G238300,WRKY_P1,no
Glyma.10G241100,WRKY_P1,no
Glyma.10G242000,WRKY_P1,no
Glyma.10G242300,WRKY_P1,no
Glyma.10G243800,WRKY_P1,no
Glyma.10G245300,WRKY_P1,no
Glyma.10G245500,WRKY_P1,no
Glyma.10G245700,WRKY_P1,no
Glyma.10G249000,WRKY_P1,no
Glyma.10G250200,WRKY_P1,no
Glyma.10G250300,WRKY_P1,no
