geneId,FC,FC_Type,cluster
Glyma.02G006600,-0.961297693,R25_FC,cluster3
Glyma.02G007400,2.368846585,R25_FC,cluster4
Glyma.02G008000,1.050897438,R25_FC,cluster9
Glyma.02G009300,3.219989623,R25_FC,cluster1
Glyma.02G009751,3.783755245,R25_FC,cluster1
Glyma.02G009800,4.837149967,R25_FC,cluster8
Glyma.02G010900,2.172900595,R25_FC,cluster4
Glyma.02G011600,3.238104455,R25_FC,cluster7
Glyma.02G011800,-0.546021612,R25_FC,cluster3
Glyma.02G011900,3.301402578,R25_FC,cluster7
Glyma.02G012400,0.555414253,R25_FC,cluster9
Glyma.02G012700,0.836235287,R25_FC,cluster9
Glyma.02G013200,-2.792688186,R25_FC,cluster6
Glyma.02G013402,-2.781115324,R25_FC,cluster6
Glyma.02G013700,-0.554127974,R25_FC,cluster3
Glyma.02G014000,0.438036505,R25_FC,cluster9
Glyma.02G014800,-0.852115811,R25_FC,cluster3
Glyma.02G015900,0.65472762,R25_FC,cluster9
Glyma.02G016100,3.56066301,R25_FC,cluster4
Glyma.02G016400,-1.482563675,R25_FC,cluster3
Glyma.02G017100,1.370214087,R25_FC,cluster9
Glyma.02G017500,0.459604741,R25_FC,cluster9
Glyma.02G019200,-1.425118363,R25_FC,cluster3
Glyma.02G019400,0.94996965,R25_FC,cluster9
Glyma.02G019600,-1.067753916,R25_FC,cluster3
Glyma.02G021600,-0.815308203,R25_FC,cluster3
Glyma.02G022200,4.0737563,R25_FC,cluster8
Glyma.02G022400,-0.934403655,R25_FC,cluster3
Glyma.02G023800,3.404001204,R25_FC,cluster1
Glyma.02G023900,4.903840417,R25_FC,cluster8
Glyma.02G024200,4.384683915,R25_FC,cluster7
Glyma.02G024500,0.898861452,R25_FC,cluster9
Glyma.02G024600,5.798595495,R25_FC,cluster2
Glyma.02G024800,6.121737672,R25_FC,cluster2
Glyma.02G026300,-0.798897428,R25_FC,cluster3
Glyma.02G026500,0.734464612,R25_FC,cluster9
Glyma.02G027800,5.462467775,R25_FC,cluster5
Glyma.02G028400,3.617785241,R25_FC,cluster1
Glyma.02G028600,4.513858053,R25_FC,cluster1
Glyma.02G028700,2.095108054,R25_FC,cluster4
Glyma.02G028800,3.018531066,R25_FC,cluster1
Glyma.02G029400,3.604215317,R25_FC,cluster7
Glyma.02G031100,-3.455756692,R25_FC,cluster6
Glyma.02G032200,-1.279026866,R25_FC,cluster3
Glyma.02G034000,1.721264862,R25_FC,cluster4
Glyma.02G035000,0.898674463,R25_FC,cluster9
Glyma.02G035200,1.606303263,R25_FC,cluster4
Glyma.02G036000,0.433144138,R25_FC,cluster9
Glyma.02G036100,0.744606801,R25_FC,cluster9
Glyma.02G036500,-0.552750208,R25_FC,cluster3
Glyma.02G038100,-0.847580455,R25_FC,cluster3
Glyma.02G039400,-1.141366774,R25_FC,cluster3
Glyma.02G041900,0.911301481,R25_FC,cluster9
Glyma.02G042500,4.512673232,R25_FC,cluster7
Glyma.02G044500,-1.730507074,R25_FC,cluster3
Glyma.02G047000,-1.206114929,R25_FC,cluster3
Glyma.02G047600,-1.552092364,R25_FC,cluster6
Glyma.02G048400,-2.139502314,R25_FC,cluster6
Glyma.02G048800,-1.652877351,R25_FC,cluster3
Glyma.02G049600,0.821425824,R25_FC,cluster9
Glyma.02G049700,0.840602744,R25_FC,cluster9
Glyma.02G049800,1.242159451,R25_FC,cluster9
Glyma.02G052300,4.90331654,R25_FC,cluster8
Glyma.02G053600,2.740305924,R25_FC,cluster7
Glyma.02G054900,5.945790514,R25_FC,cluster8
Glyma.02G055000,5.290505847,R25_FC,cluster7
Glyma.02G055500,1.078307279,R25_FC,cluster9
Glyma.02G056700,-2.229799566,R25_FC,cluster6
Glyma.02G057400,-1.337331748,R25_FC,cluster3
Glyma.02G057900,0.707619673,R25_FC,cluster9
Glyma.02G058000,1.623920777,R25_FC,cluster9
Glyma.02G058200,1.103142296,R25_FC,cluster9
Glyma.02G059500,6.256801947,R25_FC,cluster5
Glyma.02G060102,-0.678243926,R25_FC,cluster3
Glyma.02G061100,-0.774297291,R25_FC,cluster3
Glyma.02G063900,3.136195485,R25_FC,cluster4
Glyma.02G064800,-0.871913336,R25_FC,cluster3
Glyma.02G066200,1.279339644,R25_FC,cluster9
Glyma.02G067100,-0.916309721,R25_FC,cluster3
Glyma.02G069400,-1.155047434,R25_FC,cluster3
Glyma.02G070000,3.342054682,R25_FC,cluster8
Glyma.02G070600,1.409352027,R25_FC,cluster9
Glyma.02G071500,-0.900233351,R25_FC,cluster3
Glyma.02G072000,1.201412622,R25_FC,cluster9
Glyma.02G072200,2.713804151,R25_FC,cluster7
Glyma.02G072500,-0.63072691,R25_FC,cluster3
Glyma.02G075100,0.7329446,R25_FC,cluster9
Glyma.02G080000,-1.381736383,R25_FC,cluster3
Glyma.02G080200,5.850156275,R25_FC,cluster2
Glyma.02G081200,-0.796628961,R25_FC,cluster3
Glyma.02G081400,-0.845616092,R25_FC,cluster3
Glyma.02G083600,5.97188155,R25_FC,cluster2
Glyma.02G083702,5.985714898,R25_FC,cluster8
Glyma.02G087000,-0.642973198,R25_FC,cluster3
Glyma.02G087800,-1.110961466,R25_FC,cluster3
Glyma.02G088700,4.510179989,R25_FC,cluster8
Glyma.02G089400,6.852983075,R25_FC,cluster2
Glyma.02G089500,4.075343226,R25_FC,cluster1
Glyma.02G091500,1.037103843,R25_FC,cluster9
Glyma.02G092500,5.045854313,R25_FC,cluster7
Glyma.02G093100,-1.58105878,R25_FC,cluster6
Glyma.02G094500,3.975538299,R25_FC,cluster8
Glyma.02G095200,0.837047031,R25_FC,cluster9
Glyma.02G095500,1.263794246,R25_FC,cluster9
Glyma.02G096800,1.116049842,R25_FC,cluster9
Glyma.02G097000,-0.786470255,R25_FC,cluster3
Glyma.02G097700,-1.12803818,R25_FC,cluster3
Glyma.02G099500,1.742970989,R25_FC,cluster4
Glyma.02G100000,-1.510307958,R25_FC,cluster3
Glyma.02G100300,5.542034457,R25_FC,cluster8
Glyma.02G102900,0.854349134,R25_FC,cluster9
Glyma.02G103700,-0.902659568,R25_FC,cluster3
Glyma.02G104300,5.238154731,R25_FC,cluster8
Glyma.02G104500,5.41103738,R25_FC,cluster8
Glyma.02G105300,-1.598908728,R25_FC,cluster3
Glyma.02G106100,1.075758009,R25_FC,cluster9
Glyma.02G106300,-0.955172302,R25_FC,cluster3
Glyma.02G107500,0.71872391,R25_FC,cluster9
Glyma.02G107700,0.668792859,R25_FC,cluster9
Glyma.02G110300,-1.440647594,R25_FC,cluster6
Glyma.02G111800,-0.531242032,R25_FC,cluster3
Glyma.02G114000,0.942577212,R25_FC,cluster9
Glyma.02G116100,-0.970333818,R25_FC,cluster3
Glyma.02G116300,-0.863360901,R25_FC,cluster3
Glyma.02G121800,-1.217006963,R25_FC,cluster3
Glyma.02G124600,2.758433793,R25_FC,cluster4
Glyma.02G124700,4.660025418,R25_FC,cluster8
Glyma.02G125400,-0.801610038,R25_FC,cluster3
Glyma.02G125900,2.1336468,R25_FC,cluster4
Glyma.02G126500,-1.123035016,R25_FC,cluster3
Glyma.02G128800,3.440198457,R25_FC,cluster1
Glyma.02G130400,4.464019975,R25_FC,cluster1
Glyma.02G131700,-0.734190178,R25_FC,cluster3
Glyma.02G131900,0.715799442,R25_FC,cluster9
Glyma.02G132200,3.255557748,R25_FC,cluster1
Glyma.02G133500,0.792380493,R25_FC,cluster9
Glyma.02G133600,-0.837511784,R25_FC,cluster3
Glyma.02G133900,-1.408751761,R25_FC,cluster3
Glyma.02G134000,2.955519867,R25_FC,cluster4
Glyma.02G134500,2.838143984,R25_FC,cluster4
Glyma.02G134600,-0.636220451,R25_FC,cluster3
Glyma.02G134700,3.11875241,R25_FC,cluster8
Glyma.02G135800,-1.405914422,R25_FC,cluster3
Glyma.02G136300,-0.901747727,R25_FC,cluster3
Glyma.02G137400,1.578278851,R25_FC,cluster9
Glyma.02G137500,-1.508876418,R25_FC,cluster3
Glyma.02G141700,-0.970419469,R25_FC,cluster3
Glyma.02G141800,0.625005195,R25_FC,cluster9
Glyma.02G142500,-1.219377963,R25_FC,cluster3
Glyma.02G143700,-0.772037344,R25_FC,cluster3
Glyma.02G146100,-0.890167133,R25_FC,cluster3
Glyma.02G147300,-1.919926925,R25_FC,cluster6
Glyma.02G148200,6.405680131,R25_FC,cluster2
Glyma.02G148400,2.618897681,R25_FC,cluster4
Glyma.02G149200,0.784563249,R25_FC,cluster9
Glyma.02G149800,-0.584140292,R25_FC,cluster3
Glyma.02G149900,0.797719139,R25_FC,cluster9
Glyma.02G151200,1.484744274,R25_FC,cluster9
Glyma.02G152500,-1.207358531,R25_FC,cluster3
Glyma.02G153000,-3.462778841,R25_FC,cluster6
Glyma.02G155400,0.937324667,R25_FC,cluster9
Glyma.02G155600,1.459226834,R25_FC,cluster9
Glyma.02G156000,1.865378871,R25_FC,cluster9
Glyma.02G157200,-0.797389792,R25_FC,cluster3
Glyma.02G157900,1.508815595,R25_FC,cluster9
Glyma.02G158700,3.384903825,R25_FC,cluster4
Glyma.02G160500,-0.882076294,R25_FC,cluster3
Glyma.02G161100,0.706785328,R25_FC,cluster9
Glyma.02G162000,-0.158360177,R25_FC,cluster3
Glyma.02G166800,3.895240167,R25_FC,cluster7
Glyma.02G167600,2.923068316,R25_FC,cluster4
Glyma.02G167900,0.489245242,R25_FC,cluster9
Glyma.02G168000,-0.59588722,R25_FC,cluster3
Glyma.02G168900,1.159774877,R25_FC,cluster9
Glyma.02G170500,1.342014524,R25_FC,cluster9
Glyma.02G171100,-1.049353162,R25_FC,cluster3
Glyma.02G172200,7.349972147,R25_FC,cluster2
Glyma.02G173000,0.465864557,R25_FC,cluster9
Glyma.02G174700,1.519340719,R25_FC,cluster4
Glyma.02G179100,-1.538646255,R25_FC,cluster3
Glyma.02G181500,1.904156673,R25_FC,cluster4
Glyma.02G181800,4.226005061,R25_FC,cluster7
Glyma.02G182600,-1.343270687,R25_FC,cluster3
Glyma.02G182900,2.703726593,R25_FC,cluster9
Glyma.02G184200,4.26933066,R25_FC,cluster5
Glyma.02G184800,-0.60906848,R25_FC,cluster3
Glyma.02G185300,-0.478841156,R25_FC,cluster3
Glyma.02G187200,1.4540331,R25_FC,cluster9
Glyma.02G190900,2.026547551,R25_FC,cluster4
Glyma.02G193200,1.558779856,R25_FC,cluster9
Glyma.02G195300,7.247554315,R25_FC,cluster2
Glyma.02G195400,1.998954339,R25_FC,cluster4
Glyma.02G195900,6.355058625,R25_FC,cluster2
Glyma.02G198000,-0.953237697,R25_FC,cluster3
Glyma.02G198400,-1.096318506,R25_FC,cluster3
Glyma.02G202500,-2.08716422,R25_FC,cluster6
Glyma.02G203200,-0.735503739,R25_FC,cluster3
Glyma.02G203300,-0.705667094,R25_FC,cluster3
Glyma.02G204000,0.482902763,R25_FC,cluster9
Glyma.02G208000,0.827288744,R25_FC,cluster9
Glyma.02G208200,1.350206039,R25_FC,cluster9
Glyma.02G208400,2.627915537,R25_FC,cluster4
Glyma.02G208500,1.697983927,R25_FC,cluster4
Glyma.02G209000,-1.346667118,R25_FC,cluster3
Glyma.02G209400,0.840799496,R25_FC,cluster9
Glyma.02G210300,3.539177254,R25_FC,cluster7
Glyma.02G211000,1.138814302,R25_FC,cluster9
Glyma.02G211300,1.016096851,R25_FC,cluster9
Glyma.02G211600,1.291276751,R25_FC,cluster9
Glyma.02G212000,-1.329294842,R25_FC,cluster3
Glyma.02G213500,1.711519972,R25_FC,cluster4
Glyma.02G214300,-0.49402627,R25_FC,cluster3
Glyma.02G215000,-1.16498942,R25_FC,cluster3
Glyma.02G217100,-0.502173001,R25_FC,cluster3
Glyma.02G217600,3.017948342,R25_FC,cluster4
Glyma.02G219700,-0.822479995,R25_FC,cluster3
Glyma.02G220500,0.884406758,R25_FC,cluster9
Glyma.02G222600,-0.790996771,R25_FC,cluster3
Glyma.02G224001,0.839283039,R25_FC,cluster9
Glyma.02G227000,1.460713167,R25_FC,cluster9
Glyma.02G227500,-1.963434526,R25_FC,cluster6
Glyma.02G228200,1.358628586,R25_FC,cluster9
Glyma.02G229400,-0.953283619,R25_FC,cluster3
Glyma.02G230200,0.875281224,R25_FC,cluster9
Glyma.02G230500,-0.782502448,R25_FC,cluster3
Glyma.02G232600,4.062727946,R25_FC,cluster8
Glyma.02G233800,7.866705347,R25_FC,cluster2
Glyma.02G235700,0.9463486,R25_FC,cluster9
Glyma.02G236500,1.635900849,R25_FC,cluster9
Glyma.02G238100,0.582129836,R25_FC,cluster9
Glyma.02G238800,2.369505088,R25_FC,cluster4
Glyma.02G239100,6.194719495,R25_FC,cluster2
Glyma.02G239900,2.315430067,R25_FC,cluster4
Glyma.02G241200,1.325116585,R25_FC,cluster9
Glyma.02G242200,0.924595027,R25_FC,cluster9
Glyma.02G242900,5.636813695,R25_FC,cluster8
Glyma.02G243300,4.875637333,R25_FC,cluster8
Glyma.02G243600,2.893855341,R25_FC,cluster4
Glyma.02G244300,-1.139964908,R25_FC,cluster3
Glyma.02G244400,-0.88989524,R25_FC,cluster3
Glyma.02G244700,-0.632258172,R25_FC,cluster3
Glyma.02G245400,0.770953229,R25_FC,cluster9
Glyma.02G246100,-2.05489852,R25_FC,cluster3
Glyma.02G246500,-1.927158235,R25_FC,cluster6
Glyma.02G247000,1.231315786,R25_FC,cluster9
Glyma.02G247600,1.425502969,R25_FC,cluster9
Glyma.02G247900,1.560825006,R25_FC,cluster9
Glyma.02G248100,5.216558179,R25_FC,cluster8
Glyma.02G248500,1.098752801,R25_FC,cluster9
Glyma.02G249600,-1.22741521,R25_FC,cluster3
Glyma.02G250200,-0.974397478,R25_FC,cluster3
Glyma.02G251000,0.918209908,R25_FC,cluster9
Glyma.02G251700,0.796871522,R25_FC,cluster9
Glyma.02G253200,-0.901969617,R25_FC,cluster3
Glyma.02G254000,0.660740547,R25_FC,cluster9
Glyma.02G255400,1.88636275,R25_FC,cluster4
Glyma.02G256900,5.334171302,R25_FC,cluster8
Glyma.02G257200,-0.692089319,R25_FC,cluster3
Glyma.02G257700,3.797711249,R25_FC,cluster8
Glyma.02G258300,-0.798237808,R25_FC,cluster3
Glyma.02G260300,-0.766409302,R25_FC,cluster3
Glyma.02G260800,0.968170456,R25_FC,cluster9
Glyma.02G263900,0.915396003,R25_FC,cluster9
Glyma.02G264600,-1.624868683,R25_FC,cluster6
Glyma.02G266700,-1.538723027,R25_FC,cluster6
Glyma.02G267900,-0.91404471,R25_FC,cluster3
Glyma.02G269300,-1.071996534,R25_FC,cluster3
Glyma.02G269600,1.573962851,R25_FC,cluster9
Glyma.02G271400,-1.270718873,R25_FC,cluster3
Glyma.02G272400,-0.838169136,R25_FC,cluster3
Glyma.02G273300,-0.697417931,R25_FC,cluster3
Glyma.02G273500,-0.7432574,R25_FC,cluster3
Glyma.02G274000,-1.266102267,R25_FC,cluster3
Glyma.02G274400,1.962930872,R25_FC,cluster4
Glyma.02G277700,-1.003756314,R25_FC,cluster3
Glyma.02G279700,-2.051591319,R25_FC,cluster6
Glyma.02G280100,3.219704766,R25_FC,cluster7
Glyma.02G281000,0.459602963,R25_FC,cluster9
Glyma.02G282400,-0.605324198,R25_FC,cluster3
Glyma.02G282500,-0.915046199,R25_FC,cluster3
Glyma.02G283300,1.129923234,R25_FC,cluster9
Glyma.02G283900,2.810402302,R25_FC,cluster7
Glyma.02G284300,4.257790925,R25_FC,cluster7
Glyma.02G284667,3.629555543,R25_FC,cluster5
Glyma.02G284800,3.923923717,R25_FC,cluster8
Glyma.02G285100,-2.251021219,R25_FC,cluster6
Glyma.02G286900,-2.038844738,R25_FC,cluster3
Glyma.02G288600,1.578174071,R25_FC,cluster9
Glyma.02G289400,-0.892445154,R25_FC,cluster3
Glyma.02G290000,-1.151979508,R25_FC,cluster3
Glyma.02G290300,1.077995006,R25_FC,cluster9
Glyma.02G290800,-1.128540007,R25_FC,cluster3
Glyma.02G292100,4.156484843,R25_FC,cluster8
Glyma.02G293700,-0.919739585,R25_FC,cluster3
Glyma.02G294500,0.477133764,R25_FC,cluster9
Glyma.02G295900,0.66099458,R25_FC,cluster9
Glyma.02G296600,1.255996276,R25_FC,cluster9
Glyma.02G296900,0.834970372,R25_FC,cluster9
Glyma.02G297200,1.508561706,R25_FC,cluster9
Glyma.02G299100,2.473930596,R25_FC,cluster4
Glyma.02G299400,0.934328296,R25_FC,cluster9
Glyma.02G299500,3.808303699,R25_FC,cluster8
Glyma.02G299800,-1.040561823,R25_FC,cluster3
Glyma.02G300400,3.75734172,R25_FC,cluster1
Glyma.02G300500,6.098551766,R25_FC,cluster2
Glyma.02G301800,1.843611574,R25_FC,cluster4
Glyma.02G302900,-0.904908006,R25_FC,cluster3
Glyma.02G303300,0.972341886,R25_FC,cluster9
Glyma.02G303500,-1.106345738,R25_FC,cluster3
Glyma.02G304500,-1.22096093,R25_FC,cluster3
Glyma.02G305200,0.788358486,R25_FC,cluster9
Glyma.02G305400,-1.226088382,R25_FC,cluster3
Glyma.02G305500,-2.057602578,R25_FC,cluster6
Glyma.02G306400,0.765023914,R25_FC,cluster9
Glyma.02G307300,6.341340859,R25_FC,cluster2
Glyma.02G309300,4.565704277,R25_FC,cluster8
Glyma.02G309500,-0.724898728,R25_FC,cluster3
Glyma.02G311200,1.17857106,R25_FC,cluster9
Glyma.03G001200,0.650063323,R25_FC,cluster9
Glyma.03G001500,2.539882658,R25_FC,cluster4
Glyma.03G001700,-1.480994241,R25_FC,cluster3
Glyma.03G002200,-1.231963347,R25_FC,cluster3
Glyma.03G003100,7.064747641,R25_FC,cluster2
Glyma.03G003300,5.35780659,R25_FC,cluster8
Glyma.03G004300,1.028894168,R25_FC,cluster9
Glyma.03G005600,-2.408020523,R25_FC,cluster6
Glyma.03G005800,4.067641644,R25_FC,cluster8
Glyma.03G006200,-3.113852296,R25_FC,cluster6
Glyma.03G006900,0.938961934,R25_FC,cluster9
Glyma.03G007100,-1.666776188,R25_FC,cluster3
Glyma.03G009000,-1.185173074,R25_FC,cluster3
Glyma.03G009500,-6.162451148,R25_FC,cluster6
Glyma.03G012600,0.744772432,R25_FC,cluster9
Glyma.03G013400,-1.300655397,R25_FC,cluster3
Glyma.03G015800,5.049134613,R25_FC,cluster5
Glyma.03G015900,3.219217207,R25_FC,cluster7
Glyma.03G016500,0.714151197,R25_FC,cluster9
Glyma.03G017200,-0.628685249,R25_FC,cluster3
Glyma.03G017800,-1.064112261,R25_FC,cluster3
Glyma.03G019500,1.533228462,R25_FC,cluster9
Glyma.03G022200,1.15139583,R25_FC,cluster9
Glyma.03G022800,1.87330032,R25_FC,cluster4
Glyma.03G027400,1.181775162,R25_FC,cluster9
Glyma.03G027500,0.631200737,R25_FC,cluster9
Glyma.03G029900,-0.649141168,R25_FC,cluster3
Glyma.03G031000,-1.393762908,R25_FC,cluster3
Glyma.03G032500,3.249615272,R25_FC,cluster8
Glyma.03G032700,-1.78713393,R25_FC,cluster6
Glyma.03G032800,4.138647625,R25_FC,cluster7
Glyma.03G034000,-1.129618323,R25_FC,cluster3
Glyma.03G035300,2.069048871,R25_FC,cluster4
Glyma.03G036000,1.173605994,R25_FC,cluster9
Glyma.03G036600,3.925469829,R25_FC,cluster7
Glyma.03G037500,-0.752114773,R25_FC,cluster3
Glyma.03G037600,-1.868036324,R25_FC,cluster6
Glyma.03G040300,-1.723400625,R25_FC,cluster3
Glyma.03G040600,-1.279017258,R25_FC,cluster3
Glyma.03G040900,3.269891867,R25_FC,cluster7
Glyma.03G041300,5.781485537,R25_FC,cluster4
Glyma.03G041500,3.190377297,R25_FC,cluster7
Glyma.03G041800,1.268507751,R25_FC,cluster9
Glyma.03G041850,1.751212738,R25_FC,cluster9
Glyma.03G042600,1.655923966,R25_FC,cluster4
Glyma.03G042700,4.309579212,R25_FC,cluster7
Glyma.03G043000,0.482622801,R25_FC,cluster3
Glyma.03G044500,4.906571363,R25_FC,cluster8
Glyma.03G044900,9.022548037,R25_FC,cluster2
Glyma.03G045400,-0.771091587,R25_FC,cluster3
Glyma.03G050400,-0.723329208,R25_FC,cluster3
Glyma.03G052400,1.610809869,R25_FC,cluster4
Glyma.03G054900,4.119471545,R25_FC,cluster8
Glyma.03G055900,0.74050553,R25_FC,cluster9
Glyma.03G056300,-0.796390324,R25_FC,cluster3
Glyma.03G056800,7.060835823,R25_FC,cluster5
Glyma.03G057100,3.333343336,R25_FC,cluster7
Glyma.03G058000,-2.135879103,R25_FC,cluster6
Glyma.03G060300,-0.934975745,R25_FC,cluster3
Glyma.03G063200,-0.892600042,R25_FC,cluster3
Glyma.03G063400,1.428491401,R25_FC,cluster9
Glyma.03G063900,-2.609363054,R25_FC,cluster6
Glyma.03G066800,3.403276611,R25_FC,cluster4
Glyma.03G068100,-2.348841258,R25_FC,cluster6
Glyma.03G069300,2.053885904,R25_FC,cluster4
Glyma.03G071700,-0.897319192,R25_FC,cluster3
Glyma.03G073200,3.064381171,R25_FC,cluster1
Glyma.03G073702,3.422636824,R25_FC,cluster4
Glyma.03G073770,-0.352831118,R25_FC,cluster3
Glyma.03G073776,5.460411429,R25_FC,cluster1
Glyma.03G073778,8.098386779,R25_FC,cluster2
Glyma.03G074000,1.161820948,R25_FC,cluster9
Glyma.03G074900,1.565950791,R25_FC,cluster9
Glyma.03G076100,0.982718336,R25_FC,cluster9
Glyma.03G076200,-0.654456285,R25_FC,cluster3
Glyma.03G079500,3.2112422,R25_FC,cluster7
Glyma.03G081900,-1.427836576,R25_FC,cluster3
Glyma.03G082100,-1.231792475,R25_FC,cluster3
Glyma.03G083100,-0.549911104,R25_FC,cluster3
Glyma.03G083200,1.768866567,R25_FC,cluster9
Glyma.03G084600,3.466157342,R25_FC,cluster7
Glyma.03G085900,-0.882431061,R25_FC,cluster3
Glyma.03G086200,-0.494991345,R25_FC,cluster3
Glyma.03G087500,1.72427844,R25_FC,cluster4
Glyma.03G088800,2.320571101,R25_FC,cluster4
Glyma.03G088900,-0.882603614,R25_FC,cluster3
Glyma.03G090000,-0.789095307,R25_FC,cluster3
Glyma.03G092500,-1.287279546,R25_FC,cluster3
Glyma.03G092700,0.871026652,R25_FC,cluster9
Glyma.03G093600,3.011256378,R25_FC,cluster7
Glyma.03G097300,-1.34097309,R25_FC,cluster3
Glyma.03G097600,-0.604204903,R25_FC,cluster3
Glyma.03G098300,-1.538304067,R25_FC,cluster3
Glyma.03G098600,4.070623606,R25_FC,cluster7
Glyma.03G098900,-1.401313675,R25_FC,cluster3
Glyma.03G099000,4.472720808,R25_FC,cluster8
Glyma.03G099500,-0.899710213,R25_FC,cluster3
Glyma.03G101000,2.371478985,R25_FC,cluster4
Glyma.03G102700,-0.517423388,R25_FC,cluster3
Glyma.03G102800,5.703243786,R25_FC,cluster8
Glyma.03G103400,-1.723390744,R25_FC,cluster3
Glyma.03G105700,-1.644567284,R25_FC,cluster3
Glyma.03G107000,0.625079557,R25_FC,cluster9
Glyma.03G107900,4.166480719,R25_FC,cluster7
Glyma.03G108000,3.965000514,R25_FC,cluster7
Glyma.03G108200,-0.599030667,R25_FC,cluster3
Glyma.03G109900,1.717307665,R25_FC,cluster9
Glyma.03G110100,-0.728596562,R25_FC,cluster3
Glyma.03G112700,3.513618897,R25_FC,cluster8
Glyma.03G114100,-1.151627371,R25_FC,cluster3
Glyma.03G114600,-0.967165234,R25_FC,cluster3
Glyma.03G119200,1.015439369,R25_FC,cluster9
Glyma.03G119500,-0.701919105,R25_FC,cluster3
Glyma.03G120300,-0.824901683,R25_FC,cluster3
Glyma.03G120700,2.326519369,R25_FC,cluster4
Glyma.03G122000,0.597155094,R25_FC,cluster9
Glyma.03G122500,2.309272744,R25_FC,cluster4
Glyma.03G124300,-0.792856996,R25_FC,cluster3
Glyma.03G125300,-0.887380889,R25_FC,cluster3
Glyma.03G125600,4.686742434,R25_FC,cluster1
Glyma.03G126000,2.008453971,R25_FC,cluster4
Glyma.03G126200,0.869956197,R25_FC,cluster9
Glyma.03G127300,-0.695497896,R25_FC,cluster3
Glyma.03G127600,0.610584871,R25_FC,cluster9
Glyma.03G128300,-0.504110424,R25_FC,cluster3
Glyma.03G129300,1.852084023,R25_FC,cluster4
Glyma.03G130300,-1.179057844,R25_FC,cluster3
Glyma.03G130800,0.800025601,R25_FC,cluster9
Glyma.03G131000,0.98098079,R25_FC,cluster9
Glyma.03G131600,3.216798771,R25_FC,cluster4
Glyma.03G132700,2.100925634,R25_FC,cluster4
Glyma.03G133200,1.067708454,R25_FC,cluster9
Glyma.03G134100,-1.160285598,R25_FC,cluster3
Glyma.03G134200,1.145971731,R25_FC,cluster9
Glyma.03G134800,2.131933265,R25_FC,cluster4
Glyma.03G135800,5.904602555,R25_FC,cluster2
Glyma.03G136000,0.690454155,R25_FC,cluster9
Glyma.03G136500,-1.23656295,R25_FC,cluster3
Glyma.03G137000,-1.204398138,R25_FC,cluster3
Glyma.03G137100,0.451179055,R25_FC,cluster9
Glyma.03G137700,-1.548660355,R25_FC,cluster6
Glyma.03G138000,1.178252314,R25_FC,cluster9
Glyma.03G138200,1.193364268,R25_FC,cluster9
Glyma.03G140700,-0.668106176,R25_FC,cluster3
Glyma.03G141600,-1.576075184,R25_FC,cluster6
Glyma.03G142100,6.553424097,R25_FC,cluster2
Glyma.03G142400,3.56027164,R25_FC,cluster1
Glyma.03G142500,-0.674664901,R25_FC,cluster3
Glyma.03G142800,-0.870674914,R25_FC,cluster3
Glyma.03G143000,-1.947219015,R25_FC,cluster6
Glyma.03G143100,-1.22930605,R25_FC,cluster3
Glyma.03G143700,6.034753918,R25_FC,cluster2
Glyma.03G146100,-0.905239595,R25_FC,cluster3
Glyma.03G147700,4.205910057,R25_FC,cluster1
Glyma.03G147900,5.523430348,R25_FC,cluster8
Glyma.03G148500,-2.120213652,R25_FC,cluster6
Glyma.03G149400,2.613491822,R25_FC,cluster4
Glyma.03G150600,0.859273157,R25_FC,cluster9
Glyma.03G151200,-1.539546991,R25_FC,cluster3
Glyma.03G152400,1.338530938,R25_FC,cluster9
Glyma.03G154700,-1.425677147,R25_FC,cluster3
Glyma.03G156100,-1.195774354,R25_FC,cluster3
Glyma.03G156700,1.790192847,R25_FC,cluster9
Glyma.03G157700,3.104204118,R25_FC,cluster4
Glyma.03G157800,5.522278418,R25_FC,cluster2
Glyma.03G158700,-1.580318295,R25_FC,cluster3
Glyma.03G159100,-0.989491361,R25_FC,cluster3
Glyma.03G160100,6.24273335,R25_FC,cluster8
Glyma.03G160200,6.86770553,R25_FC,cluster2
Glyma.03G160400,6.550227147,R25_FC,cluster2
Glyma.03G160600,2.201688616,R25_FC,cluster1
Glyma.03G161600,0.77701768,R25_FC,cluster9
Glyma.03G162600,5.078391847,R25_FC,cluster8
Glyma.03G162800,4.437706125,R25_FC,cluster8
Glyma.03G163100,3.107423973,R25_FC,cluster7
Glyma.03G164300,-0.714450187,R25_FC,cluster3
Glyma.03G165800,2.974103426,R25_FC,cluster1
Glyma.03G166300,2.414806881,R25_FC,cluster7
Glyma.03G166400,0.549976399,R25_FC,cluster9
Glyma.03G167200,-0.7552879,R25_FC,cluster3
Glyma.03G168000,6.985781309,R25_FC,cluster2
Glyma.03G168700,-0.585325816,R25_FC,cluster3
Glyma.03G168900,2.30219824,R25_FC,cluster1
Glyma.03G169500,-0.844412802,R25_FC,cluster3
Glyma.03G170300,-1.192412441,R25_FC,cluster3
Glyma.03G171500,2.891790507,R25_FC,cluster4
Glyma.03G171600,-2.935163336,R25_FC,cluster6
Glyma.03G172300,1.016696991,R25_FC,cluster9
Glyma.03G173100,6.470519939,R25_FC,cluster2
Glyma.03G173200,4.39316009,R25_FC,cluster8
Glyma.03G173300,5.061485838,R25_FC,cluster8
Glyma.03G175100,-1.527466203,R25_FC,cluster3
