geneId,Family,cluster
Glyma.11G179400,NA,cluster3
Glyma.11G181100,NA,cluster3
Glyma.11G182600,NA,cluster3
Glyma.11G191900,NA,cluster3
Glyma.11G192300,NA,cluster3
Glyma.11G192700,NA,cluster3
Glyma.11G196300,TALE,cluster3
Glyma.11G200400,NA,cluster3
Glyma.11G201200,NA,cluster3
Glyma.11G201700,NA,cluster3
Glyma.11G209681,NA,cluster3
Glyma.11G216400,NA,cluster3
Glyma.11G216500,GRAS,cluster3
Glyma.11G217200,NA,cluster3
Glyma.11G217400,NA,cluster3
Glyma.11G219400,NA,cluster3
Glyma.11G221600,NA,cluster3
Glyma.11G222600,NA,cluster3
Glyma.11G223700,NA,cluster3
Glyma.11G225700,NA,cluster3
Glyma.11G226400,NA,cluster3
Glyma.11G228600,NA,cluster3
Glyma.11G230700,NA,cluster3
Glyma.11G231400,NA,cluster3
Glyma.11G231600,NA,cluster3
Glyma.11G233100,NA,cluster3
Glyma.11G235600,NA,cluster3
Glyma.11G238400,NA,cluster3
Glyma.11G238800,NA,cluster3
Glyma.11G241702,NA,cluster3
Glyma.11G243100,NA,cluster3
Glyma.11G243200,NA,cluster3
Glyma.11G244600,NA,cluster3
Glyma.11G245400,NA,cluster3
Glyma.11G245600,NA,cluster3
Glyma.11G246700,NA,cluster3
Glyma.11G250500,NA,cluster3
Glyma.11G252100,NA,cluster3
Glyma.12G002500,NA,cluster3
Glyma.12G005200,NA,cluster3
Glyma.12G009600,NA,cluster3
Glyma.12G009700,NA,cluster3
Glyma.12G010100,NA,cluster3
Glyma.12G011600,NA,cluster3
Glyma.12G013100,NA,cluster3
Glyma.12G016300,NA,cluster3
Glyma.12G016500,NA,cluster3
Glyma.12G016900,NA,cluster3
Glyma.12G019200,NA,cluster3
Glyma.12G021500,NA,cluster3
Glyma.12G022100,GRAS,cluster3
Glyma.12G025400,NA,cluster3
Glyma.12G026900,NA,cluster3
Glyma.12G031000,NA,cluster3
Glyma.12G031200,NA,cluster3
Glyma.12G031800,NA,cluster3
Glyma.12G032200,MYB,cluster3
Glyma.12G032700,NA,cluster3
Glyma.12G032800,NA,cluster3
Glyma.12G033700,NA,cluster3
Glyma.12G036900,NA,cluster3
Glyma.12G037400,NA,cluster3
Glyma.12G038900,NA,cluster3
Glyma.12G040000,NA,cluster3
Glyma.12G040800,NA,cluster3
Glyma.12G042500,NA,cluster3
Glyma.12G042800,bHLH,cluster3
Glyma.12G043400,NA,cluster3
Glyma.12G043700,NA,cluster3
Glyma.12G045700,NA,cluster3
Glyma.12G046200,NA,cluster3
Glyma.12G047500,NA,cluster3
Glyma.12G048900,NA,cluster3
Glyma.12G049500,NA,cluster3
Glyma.12G052500,NA,cluster3
Glyma.12G055400,bHLH,cluster3
Glyma.12G055900,NA,cluster3
Glyma.12G056700,NA,cluster3
Glyma.12G064000,NA,cluster3
Glyma.12G071000,ARF,cluster3
Glyma.12G072100,NA,cluster3
Glyma.12G072200,NA,cluster3
Glyma.12G074300,NA,cluster3
Glyma.12G081300,NA,cluster3
Glyma.12G082100,NA,cluster3
Glyma.12G087100,NA,cluster3
Glyma.12G091300,NA,cluster3
Glyma.12G094000,NA,cluster3
Glyma.12G095500,NA,cluster3
Glyma.12G097700,NA,cluster3
Glyma.12G098600,NA,cluster3
Glyma.12G099700,NA,cluster3
Glyma.12G103800,NA,cluster3
Glyma.12G105900,NA,cluster3
Glyma.12G117900,NA,cluster3
Glyma.12G122400,NA,cluster3
Glyma.12G131200,NA,cluster3
Glyma.12G133700,NA,cluster3
Glyma.12G151500,NA,cluster3
Glyma.12G154300,NA,cluster3
Glyma.12G158460,NA,cluster3
Glyma.12G169500,NA,cluster3
Glyma.12G172500,NA,cluster3
Glyma.12G172600,NA,cluster3
Glyma.12G179300,NA,cluster3
Glyma.12G180000,NA,cluster3
Glyma.12G180400,NA,cluster3
Glyma.12G181600,NA,cluster3
Glyma.12G182100,NA,cluster3
Glyma.12G183100,NA,cluster3
Glyma.12G190700,NA,cluster3
Glyma.12G191400,NA,cluster3
Glyma.12G194300,NA,cluster3
Glyma.12G199400,NA,cluster3
Glyma.12G200200,NA,cluster3
Glyma.12G201000,NA,cluster3
Glyma.12G202500,NA,cluster3
Glyma.12G204100,NA,cluster3
Glyma.12G208400,bZIP,cluster3
Glyma.12G210000,NA,cluster3
Glyma.12G212100,NA,cluster3
Glyma.12G215200,NA,cluster3
Glyma.12G215300,NA,cluster3
Glyma.12G219300,NA,cluster3
Glyma.12G219400,NA,cluster3
Glyma.12G221900,NA,cluster3
Glyma.12G222000,NA,cluster3
Glyma.12G222200,NA,cluster3
Glyma.12G224600,NA,cluster3
Glyma.12G225700,NA,cluster3
Glyma.12G227400,NA,cluster3
Glyma.12G229200,NA,cluster3
Glyma.12G235500,NA,cluster3
Glyma.12G239400,NA,cluster3
Glyma.13G007200,NA,cluster3
Glyma.13G009100,NA,cluster3
Glyma.13G026901,NA,cluster3
Glyma.13G030700,NA,cluster3
Glyma.13G035900,NA,cluster3
Glyma.13G036100,NA,cluster3
Glyma.13G039900,NA,cluster3
Glyma.13G041200,NA,cluster3
Glyma.13G042500,NA,cluster3
Glyma.13G044800,NA,cluster3
Glyma.13G046200,NA,cluster3
Glyma.13G047300,NA,cluster3
Glyma.13G048100,NA,cluster3
Glyma.13G048200,NA,cluster3
Glyma.13G048500,NA,cluster3
Glyma.13G049000,NA,cluster3
Glyma.13G051000,NA,cluster3
Glyma.13G054800,NA,cluster3
Glyma.13G055400,NA,cluster3
Glyma.13G062700,NA,cluster3
Glyma.13G062900,ZF-HD,cluster3
Glyma.13G063400,NA,cluster3
Glyma.13G067500,NA,cluster3
Glyma.13G068400,NA,cluster3
Glyma.13G069100,NA,cluster3
Glyma.13G070100,NA,cluster3
Glyma.13G087300,NA,cluster3
Glyma.13G089200,NA,cluster3
Glyma.13G089600,NA,cluster3
Glyma.13G089800,NA,cluster3
Glyma.13G093100,NA,cluster3
Glyma.13G093500,NA,cluster3
Glyma.13G094200,NA,cluster3
Glyma.13G098100,NA,cluster3
Glyma.13G100100,NA,cluster3
Glyma.13G111900,NA,cluster3
Glyma.13G112100,NA,cluster3
Glyma.13G112700,NA,cluster3
Glyma.13G114800,NA,cluster3
Glyma.13G118300,NA,cluster3
Glyma.13G120000,NA,cluster3
Glyma.13G120100,NA,cluster3
Glyma.13G127200,NA,cluster3
Glyma.13G129300,NA,cluster3
Glyma.13G133500,NA,cluster3
Glyma.13G134700,NA,cluster3
Glyma.13G136700,NA,cluster3
Glyma.13G139400,NA,cluster3
Glyma.13G140700,NA,cluster3
Glyma.13G141700,NA,cluster3
Glyma.13G142500,NA,cluster3
Glyma.13G143600,NA,cluster3
Glyma.13G146200,NA,cluster3
Glyma.13G146600,NA,cluster3
Glyma.13G147800,NA,cluster3
Glyma.13G148600,NA,cluster3
Glyma.13G150000,NA,cluster3
Glyma.13G153300,NA,cluster3
Glyma.13G155200,NA,cluster3
Glyma.13G156600,NA,cluster3
Glyma.13G159400,NA,cluster3
Glyma.13G159600,NA,cluster3
Glyma.13G162900,NA,cluster3
Glyma.13G165700,NA,cluster3
Glyma.13G170200,NA,cluster3
Glyma.13G174900,NA,cluster3
Glyma.13G176300,NA,cluster3
Glyma.13G176500,NA,cluster3
Glyma.13G177900,NA,cluster3
Glyma.13G179900,NA,cluster3
Glyma.13G187000,NA,cluster3
Glyma.13G192400,NA,cluster3
Glyma.13G196200,NA,cluster3
Glyma.13G199500,NA,cluster3
Glyma.13G199800,NA,cluster3
Glyma.13G200800,NA,cluster3
Glyma.13G202200,NA,cluster3
Glyma.13G202300,NF-YA,cluster3
Glyma.13G204800,NA,cluster3
Glyma.13G205300,NA,cluster3
Glyma.13G205600,NA,cluster3
Glyma.13G210800,NA,cluster3
Glyma.13G211800,NA,cluster3
Glyma.13G213500,NA,cluster3
Glyma.13G220100,NA,cluster3
Glyma.13G220900,NA,cluster3
Glyma.13G221400,ARF,cluster3
Glyma.13G223100,NA,cluster3
Glyma.13G227000,NA,cluster3
Glyma.13G232500,NA,cluster3
Glyma.13G235600,NA,cluster3
Glyma.13G238300,bHLH,cluster3
Glyma.13G240500,NA,cluster3
Glyma.13G240600,NA,cluster3
Glyma.13G240800,NA,cluster3
Glyma.13G241900,Dof,cluster3
Glyma.13G246700,NA,cluster3
Glyma.13G253800,NA,cluster3
Glyma.13G258300,NA,cluster3
Glyma.13G258500,NA,cluster3
Glyma.13G259200,NA,cluster3
Glyma.13G261700,NA,cluster3
Glyma.13G269100,NA,cluster3
Glyma.13G269500,NA,cluster3
Glyma.13G270400,NA,cluster3
Glyma.13G270600,NA,cluster3
Glyma.13G271200,NA,cluster3
Glyma.13G272000,NA,cluster3
Glyma.13G277900,NA,cluster3
Glyma.13G281700,NA,cluster3
Glyma.13G281900,NA,cluster3
Glyma.13G282000,NA,cluster3
Glyma.13G286300,NA,cluster3
Glyma.13G286400,NA,cluster3
Glyma.13G287200,NA,cluster3
Glyma.13G289600,NA,cluster3
Glyma.13G293100,NA,cluster3
Glyma.13G294400,NA,cluster3
Glyma.13G299200,NA,cluster3
Glyma.13G302100,NA,cluster3
Glyma.13G302900,NA,cluster3
Glyma.13G307000,NA,cluster3
Glyma.13G307300,MYB_related,cluster3
Glyma.13G312500,NA,cluster3
Glyma.13G313500,NA,cluster3
Glyma.13G316000,NA,cluster3
Glyma.13G320800,NA,cluster3
Glyma.13G321300,NA,cluster3
Glyma.13G325100,GATA,cluster3
Glyma.13G326000,NA,cluster3
Glyma.13G327951,NA,cluster3
Glyma.13G330600,NA,cluster3
Glyma.13G335300,NA,cluster3
Glyma.13G335500,NA,cluster3
Glyma.13G337900,NA,cluster3
Glyma.13G344200,NA,cluster3
Glyma.13G345700,GRAS,cluster3
Glyma.13G349100,NA,cluster3
Glyma.13G351450,NA,cluster3
Glyma.13G356000,NA,cluster3
Glyma.13G357200,NA,cluster3
Glyma.13G357800,NA,cluster3
Glyma.13G359800,Trihelix,cluster3
Glyma.13G364801,NA,cluster3
Glyma.13G371000,NA,cluster3
Glyma.13G371900,NA,cluster3
Glyma.13G372300,NA,cluster3
Glyma.13G372900,NA,cluster3
Glyma.14G001900,NA,cluster3
Glyma.14G002900,NA,cluster3
Glyma.14G003400,NA,cluster3
Glyma.14G004000,NA,cluster3
Glyma.14G005300,NA,cluster3
Glyma.14G007100,NA,cluster3
Glyma.14G008000,NA,cluster3
Glyma.14G009300,NA,cluster3
Glyma.14G009700,NA,cluster3
Glyma.14G012700,NA,cluster3
Glyma.14G021400,NA,cluster3
Glyma.14G028000,NA,cluster3
Glyma.14G031200,NA,cluster3
Glyma.14G031800,NA,cluster3
Glyma.14G036900,NA,cluster3
Glyma.14G038200,NA,cluster3
Glyma.14G046600,NA,cluster3
Glyma.14G047000,TALE,cluster3
Glyma.14G048000,NA,cluster3
Glyma.14G050900,NA,cluster3
Glyma.14G051500,NA,cluster3
Glyma.14G052067,NA,cluster3
Glyma.14G056800,NA,cluster3
Glyma.14G058200,bHLH,cluster3
Glyma.14G059200,NA,cluster3
Glyma.14G060500,NA,cluster3
Glyma.14G062600,NA,cluster3
Glyma.14G064200,NA,cluster3
Glyma.14G066400,NA,cluster3
Glyma.14G067000,NA,cluster3
Glyma.14G072400,NA,cluster3
Glyma.14G076200,NA,cluster3
Glyma.14G076500,NA,cluster3
Glyma.14G078200,NA,cluster3
Glyma.14G079400,NA,cluster3
Glyma.14G082200,NA,cluster3
Glyma.14G084600,WOX,cluster3
Glyma.14G085200,NA,cluster3
Glyma.14G085900,NA,cluster3
Glyma.14G086200,NA,cluster3
Glyma.14G089024,NA,cluster3
Glyma.14G091200,TALE,cluster3
Glyma.14G092500,NA,cluster3
Glyma.14G094700,NA,cluster3
Glyma.14G095300,NA,cluster3
Glyma.14G095400,NA,cluster3
Glyma.14G096100,NA,cluster3
Glyma.14G096600,NA,cluster3
Glyma.14G096700,NA,cluster3
Glyma.14G098600,NA,cluster3
Glyma.14G101800,NA,cluster3
Glyma.14G102500,NA,cluster3
Glyma.14G104500,NA,cluster3
Glyma.14G105200,NA,cluster3
Glyma.14G113600,NA,cluster3
Glyma.14G114600,NA,cluster3
Glyma.14G118100,NA,cluster3
Glyma.14G127800,NA,cluster3
Glyma.14G134800,NA,cluster3
Glyma.14G138980,NA,cluster3
Glyma.14G141800,NA,cluster3
Glyma.14G142300,NA,cluster3
Glyma.14G145200,NA,cluster3
Glyma.14G150600,NA,cluster3
Glyma.14G151300,NA,cluster3
Glyma.14G151400,NA,cluster3
Glyma.14G152100,NA,cluster3
Glyma.14G153000,NA,cluster3
Glyma.14G155500,NA,cluster3
Glyma.14G157300,NA,cluster3
Glyma.14G159100,NA,cluster3
Glyma.14G159600,NA,cluster3
Glyma.14G160600,NA,cluster3
Glyma.14G162000,NA,cluster3
Glyma.14G164700,NA,cluster3
Glyma.14G169300,NA,cluster3
Glyma.14G170100,NA,cluster3
Glyma.14G174200,NA,cluster3
Glyma.14G174400,NA,cluster3
Glyma.14G177200,NA,cluster3
Glyma.14G185400,NA,cluster3
Glyma.14G187900,NA,cluster3
Glyma.14G190100,NA,cluster3
Glyma.14G190300,NA,cluster3
Glyma.14G197600,NA,cluster3
Glyma.14G198700,NA,cluster3
Glyma.14G199900,NA,cluster3
Glyma.14G208400,NA,cluster3
Glyma.14G210700,NA,cluster3
Glyma.14G211100,NA,cluster3
Glyma.14G212100,NA,cluster3
Glyma.14G214300,NA,cluster3
Glyma.14G214700,NA,cluster3
Glyma.14G215200,NA,cluster3
Glyma.14G215400,NA,cluster3
Glyma.14G217900,NA,cluster3
Glyma.14G218200,NA,cluster3
Glyma.14G218800,NA,cluster3
Glyma.14G219400,NA,cluster3
Glyma.14G222700,NA,cluster3
Glyma.15G001200,NA,cluster3
Glyma.15G005000,bHLH,cluster3
Glyma.15G006300,NA,cluster3
Glyma.15G009900,NA,cluster3
Glyma.15G010800,NA,cluster3
Glyma.15G012500,NA,cluster3
Glyma.15G015800,NA,cluster3
Glyma.15G016300,NA,cluster3
Glyma.15G018400,ERF,cluster3
Glyma.15G019100,NA,cluster3
Glyma.15G023400,NA,cluster3
Glyma.15G024500,C2H2,cluster3
Glyma.15G025600,NA,cluster3
Glyma.15G026000,NA,cluster3
Glyma.15G028900,NA,cluster3
Glyma.15G033000,NA,cluster3
Glyma.15G034600,NA,cluster3
Glyma.15G034900,NA,cluster3
Glyma.15G037400,NA,cluster3
Glyma.15G038200,NA,cluster3
Glyma.15G040900,NA,cluster3
Glyma.15G043600,NA,cluster3
Glyma.15G046400,NA,cluster3
Glyma.15G047000,NA,cluster3
Glyma.15G047700,NA,cluster3
Glyma.15G052200,NA,cluster3
Glyma.15G052400,NA,cluster3
Glyma.15G056500,NA,cluster3
Glyma.15G056800,NA,cluster3
Glyma.15G058000,MIKC_MADS,cluster3
Glyma.15G058900,NA,cluster3
Glyma.15G061100,NA,cluster3
Glyma.15G061500,NA,cluster3
Glyma.15G067200,NA,cluster3
Glyma.15G070200,NA,cluster3
Glyma.15G073000,NA,cluster3
Glyma.15G073100,NA,cluster3
Glyma.15G080000,NA,cluster3
Glyma.15G080200,NA,cluster3
Glyma.15G081300,NA,cluster3
Glyma.15G082000,NA,cluster3
Glyma.15G085500,NA,cluster3
Glyma.15G088900,NA,cluster3
Glyma.15G091600,NA,cluster3
Glyma.15G105100,NA,cluster3
Glyma.15G106000,NA,cluster3
Glyma.15G107200,NA,cluster3
Glyma.15G107700,NA,cluster3
Glyma.15G107900,NA,cluster3
Glyma.15G108400,NA,cluster3
Glyma.15G110200,NA,cluster3
Glyma.15G111500,NA,cluster3
Glyma.15G111600,NA,cluster3
Glyma.15G115000,NA,cluster3
Glyma.15G115500,NA,cluster3
Glyma.15G118600,NA,cluster3
Glyma.15G118700,NA,cluster3
Glyma.15G118800,NF-YB,cluster3
Glyma.15G119900,NA,cluster3
Glyma.15G120300,NA,cluster3
Glyma.15G123400,NA,cluster3
Glyma.15G132200,NA,cluster3
Glyma.15G134900,NA,cluster3
Glyma.15G135200,NA,cluster3
Glyma.15G136200,NA,cluster3
Glyma.15G139200,NA,cluster3
Glyma.15G152700,NA,cluster3
Glyma.15G154900,NA,cluster3
Glyma.15G157700,NA,cluster3
Glyma.15G160700,NA,cluster3
Glyma.15G169600,NA,cluster3
Glyma.15G171100,NA,cluster3
Glyma.15G174200,NA,cluster3
Glyma.15G178400,NA,cluster3
Glyma.15G181600,NA,cluster3
Glyma.15G182800,NA,cluster3
Glyma.15G185000,NA,cluster3
Glyma.15G190500,NA,cluster3
Glyma.15G192700,NA,cluster3
Glyma.15G194300,NA,cluster3
Glyma.15G197100,NA,cluster3
Glyma.15G197800,NA,cluster3
Glyma.15G203100,NA,cluster3
Glyma.15G205900,NA,cluster3
Glyma.15G210100,NA,cluster3
Glyma.15G212100,NA,cluster3
Glyma.15G213700,NA,cluster3
Glyma.15G217400,C3H,cluster3
Glyma.15G219100,NA,cluster3
Glyma.15G228400,NA,cluster3
Glyma.15G234100,Trihelix,cluster3
Glyma.15G236100,NA,cluster3
Glyma.15G237800,NA,cluster3
Glyma.15G238600,NA,cluster3
Glyma.15G242200,NA,cluster3
Glyma.15G242900,NA,cluster3
Glyma.15G243000,NA,cluster3
Glyma.15G247900,NA,cluster3
Glyma.15G248300,NA,cluster3
Glyma.15G250800,NA,cluster3
Glyma.15G253000,NA,cluster3
Glyma.15G253300,NA,cluster3
Glyma.15G253700,NA,cluster3
Glyma.15G258200,NA,cluster3
Glyma.15G261900,NA,cluster3
Glyma.15G270900,NA,cluster3
Glyma.15G271000,NA,cluster3
Glyma.15G271200,NA,cluster3
Glyma.15G274300,NA,cluster3
Glyma.15G274600,NA,cluster3
Glyma.15G275600,NA,cluster3
Glyma.15G275900,NA,cluster3
Glyma.15G276100,NA,cluster3
Glyma.16G008900,NA,cluster3
Glyma.16G012700,NA,cluster3
Glyma.16G014200,NA,cluster3
Glyma.16G014500,NA,cluster3
Glyma.16G016100,NA,cluster3
Glyma.16G017600,NA,cluster3
Glyma.16G018300,NA,cluster3
Glyma.16G018500,NA,cluster3
Glyma.16G019700,NA,cluster3
Glyma.16G021200,NA,cluster3
Glyma.16G021400,NA,cluster3
Glyma.16G024500,NA,cluster3
Glyma.16G027700,NA,cluster3
Glyma.16G028500,NA,cluster3
Glyma.16G028700,NA,cluster3
Glyma.16G037100,NA,cluster3
Glyma.16G037900,NA,cluster3
Glyma.16G040400,NA,cluster3
Glyma.16G040900,NA,cluster3
Glyma.16G043100,NA,cluster3
Glyma.16G043500,NA,cluster3
Glyma.16G044900,NA,cluster3
Glyma.16G055000,NA,cluster3
Glyma.16G055100,NA,cluster3
Glyma.16G059500,NA,cluster3
Glyma.16G061400,NA,cluster3
Glyma.16G068200,NA,cluster3
Glyma.16G077200,NA,cluster3
Glyma.16G085600,NA,cluster3
Glyma.16G089700,NA,cluster3
Glyma.16G094300,NA,cluster3
Glyma.16G095100,NA,cluster3
Glyma.16G095900,NA,cluster3
Glyma.16G096600,NA,cluster3
Glyma.16G101800,NA,cluster3
Glyma.16G111500,NA,cluster3
Glyma.16G118800,NA,cluster3
Glyma.16G127300,NA,cluster3
Glyma.16G128900,NA,cluster3
Glyma.16G129900,NA,cluster3
Glyma.16G131700,NA,cluster3
Glyma.16G131800,NA,cluster3
Glyma.16G142100,NA,cluster3
Glyma.16G143600,NA,cluster3
Glyma.16G145800,NA,cluster3
Glyma.16G145900,NA,cluster3
Glyma.16G153000,NA,cluster3
Glyma.16G154200,NA,cluster3
Glyma.16G155300,GATA,cluster3
Glyma.16G158700,NA,cluster3
Glyma.16G165200,NA,cluster3
Glyma.16G165500,NA,cluster3
Glyma.16G165800,NA,cluster3
Glyma.16G168000,NA,cluster3
Glyma.16G175600,NA,cluster3
Glyma.16G179100,NA,cluster3
Glyma.16G179500,NA,cluster3
Glyma.16G189100,NA,cluster3
Glyma.16G203100,NA,cluster3
Glyma.16G205100,NA,cluster3
Glyma.16G205200,NA,cluster3
Glyma.16G207800,NA,cluster3
Glyma.16G209800,NA,cluster3
Glyma.16G209900,NA,cluster3
Glyma.16G211100,NA,cluster3
Glyma.16G217900,NA,cluster3
Glyma.16G218500,NA,cluster3
Glyma.16G220200,NA,cluster3
Glyma.16G220700,NA,cluster3
Glyma.16G221100,NA,cluster3
Glyma.17G003000,NA,cluster3
Glyma.17G003900,NA,cluster3
Glyma.17G006200,NA,cluster3
Glyma.17G007400,NA,cluster3
Glyma.17G007900,NA,cluster3
Glyma.17G008600,NA,cluster3
Glyma.17G010200,TALE,cluster3
Glyma.17G010500,NA,cluster3
Glyma.17G012000,NA,cluster3
Glyma.17G013000,NA,cluster3
Glyma.17G013600,NA,cluster3
Glyma.17G015100,NA,cluster3
Glyma.17G016200,NA,cluster3
Glyma.17G017000,NA,cluster3
Glyma.17G018200,NA,cluster3
Glyma.17G021500,NA,cluster3
Glyma.17G025900,NA,cluster3
Glyma.17G032600,NA,cluster3
Glyma.17G033400,NA,cluster3
Glyma.17G037700,NA,cluster3
Glyma.17G040700,NA,cluster3
Glyma.17G042100,NA,cluster3
Glyma.17G046500,NA,cluster3
Glyma.17G047600,NA,cluster3
Glyma.17G048100,NA,cluster3
Glyma.17G050600,NA,cluster3
Glyma.17G059800,NA,cluster3
Glyma.17G060400,NA,cluster3
Glyma.17G061300,NA,cluster3
Glyma.17G062500,NA,cluster3
Glyma.17G062900,NA,cluster3
Glyma.17G063500,NA,cluster3
Glyma.17G068900,NA,cluster3
Glyma.17G069700,NA,cluster3
Glyma.17G072000,NA,cluster3
Glyma.17G074500,NA,cluster3
Glyma.17G077900,NA,cluster3
Glyma.17G081800,Dof,cluster3
Glyma.17G086500,NA,cluster3
Glyma.17G087000,NA,cluster3
Glyma.17G088400,NA,cluster3
Glyma.17G088800,NA,cluster3
Glyma.17G088900,NA,cluster3
Glyma.17G095000,bHLH,cluster3
Glyma.17G096100,NA,cluster3
Glyma.17G096200,NA,cluster3
Glyma.17G098200,NA,cluster3
Glyma.17G100700,NA,cluster3
Glyma.17G101700,NA,cluster3
Glyma.17G105800,NA,cluster3
Glyma.17G108300,NA,cluster3
Glyma.17G111100,NA,cluster3
Glyma.17G114800,NA,cluster3
Glyma.17G118100,NA,cluster3
Glyma.17G120300,NA,cluster3
Glyma.17G125700,NA,cluster3
Glyma.17G126500,NA,cluster3
Glyma.17G130100,NA,cluster3
Glyma.17G132100,NA,cluster3
Glyma.17G133000,NA,cluster3
Glyma.17G133200,NA,cluster3
Glyma.17G137600,NA,cluster3
Glyma.17G139400,NA,cluster3
Glyma.17G143400,NA,cluster3
Glyma.17G144700,HD-ZIP,cluster3
Glyma.17G145100,NA,cluster3
Glyma.17G145900,NA,cluster3
Glyma.17G147900,NA,cluster3
Glyma.17G149800,NA,cluster3
Glyma.17G150900,NA,cluster3
Glyma.17G152600,NA,cluster3
Glyma.17G154800,LSD,cluster3
Glyma.17G154900,NA,cluster3
Glyma.17G156300,NA,cluster3
Glyma.17G161500,NA,cluster3
Glyma.17G163400,NA,cluster3
Glyma.17G163500,NA,cluster3
Glyma.17G173100,bHLH,cluster3
Glyma.17G175500,B3,cluster3
Glyma.17G175700,NA,cluster3
Glyma.17G178500,G2-like,cluster3
Glyma.17G180600,Dof,cluster3
Glyma.17G181000,NA,cluster3
Glyma.17G187200,NA,cluster3
Glyma.17G187500,NA,cluster3
Glyma.17G195100,NA,cluster3
Glyma.17G202300,NA,cluster3
Glyma.17G205000,NA,cluster3
Glyma.17G212200,NA,cluster3
Glyma.17G219500,NA,cluster3
Glyma.17G226100,NA,cluster3
Glyma.17G228800,NA,cluster3
Glyma.17G229400,NA,cluster3
Glyma.17G230700,NA,cluster3
Glyma.17G235900,NA,cluster3
Glyma.17G237800,NA,cluster3
Glyma.17G244900,NA,cluster3
Glyma.17G246400,NA,cluster3
Glyma.17G247300,NA,cluster3
Glyma.17G253700,NA,cluster3
Glyma.17G254100,NA,cluster3
Glyma.17G255100,DBB,cluster3
Glyma.17G257400,NA,cluster3
Glyma.17G257500,NA,cluster3
Glyma.17G257800,NA,cluster3
Glyma.17G259000,NA,cluster3
Glyma.18G000300,NA,cluster3
Glyma.18G004100,NA,cluster3
Glyma.18G006700,NA,cluster3
Glyma.18G009200,NA,cluster3
Glyma.18G009500,NA,cluster3
Glyma.18G014000,NA,cluster3
Glyma.18G015200,NA,cluster3
Glyma.18G015500,NA,cluster3
Glyma.18G015700,NA,cluster3
Glyma.18G018600,NA,cluster3
Glyma.18G018800,NA,cluster3
Glyma.18G023100,NA,cluster3
Glyma.18G024600,NA,cluster3
Glyma.18G025500,NA,cluster3
Glyma.18G025800,bHLH,cluster3
Glyma.18G026600,NA,cluster3
Glyma.18G031800,NA,cluster3
Glyma.18G034400,NA,cluster3
Glyma.18G034600,NA,cluster3
Glyma.18G035300,NA,cluster3
Glyma.18G039800,NA,cluster3
Glyma.18G040800,NA,cluster3
Glyma.18G043500,NA,cluster3
Glyma.18G045900,NA,cluster3
Glyma.18G047900,NA,cluster3
Glyma.18G057900,NA,cluster3
Glyma.18G061100,NA,cluster3
Glyma.18G065900,NA,cluster3
Glyma.18G067600,NA,cluster3
Glyma.18G067700,NA,cluster3
Glyma.18G072300,NA,cluster3
Glyma.18G076600,NA,cluster3
Glyma.18G078100,NA,cluster3
Glyma.18G090700,NA,cluster3
Glyma.18G091900,NA,cluster3
Glyma.18G101400,NA,cluster3
Glyma.18G102100,NA,cluster3
Glyma.18G106800,NA,cluster3
Glyma.18G107200,NA,cluster3
Glyma.18G109600,NA,cluster3
Glyma.18G114900,NA,cluster3
Glyma.18G115500,NA,cluster3
Glyma.18G115700,bHLH,cluster3
Glyma.18G116400,NA,cluster3
Glyma.18G116800,NA,cluster3
Glyma.18G123500,HD-ZIP,cluster3
Glyma.18G125600,NA,cluster3
Glyma.18G126500,NA,cluster3
Glyma.18G134500,NA,cluster3
Glyma.18G144100,NA,cluster3
Glyma.18G146900,NA,cluster3
Glyma.18G150000,NA,cluster3
Glyma.18G153500,NA,cluster3
Glyma.18G154700,NA,cluster3
Glyma.18G155200,NA,cluster3
Glyma.18G158700,NA,cluster3
Glyma.18G158800,NA,cluster3
Glyma.18G159700,NA,cluster3
Glyma.18G169800,NA,cluster3
Glyma.18G171900,NA,cluster3
Glyma.18G175300,NA,cluster3
Glyma.18G175800,NA,cluster3
Glyma.18G187600,NA,cluster3
Glyma.18G189700,TALE,cluster3
Glyma.18G190300,NA,cluster3
Glyma.18G193600,NA,cluster3
Glyma.18G195900,NA,cluster3
Glyma.18G197600,NA,cluster3
Glyma.18G207200,NA,cluster3
Glyma.18G207400,NA,cluster3
Glyma.18G208202,NA,cluster3
Glyma.18G211800,NA,cluster3
Glyma.18G212700,NA,cluster3
Glyma.18G219900,NA,cluster3
Glyma.18G222200,NA,cluster3
Glyma.18G227000,NA,cluster3
Glyma.18G228100,NA,cluster3
Glyma.18G229700,NA,cluster3
Glyma.18G230500,NA,cluster3
Glyma.18G237400,NA,cluster3
Glyma.18G239900,NA,cluster3
Glyma.18G241700,NA,cluster3
Glyma.18G243000,NA,cluster3
Glyma.18G243200,NA,cluster3
Glyma.18G244900,NA,cluster3
Glyma.18G250100,NA,cluster3
Glyma.18G250700,NA,cluster3
Glyma.18G254200,NA,cluster3
Glyma.18G255300,NA,cluster3
Glyma.18G256600,NA,cluster3
Glyma.18G258600,NA,cluster3
Glyma.18G259300,ZF-HD,cluster3
Glyma.18G259400,NA,cluster3
Glyma.18G263900,NA,cluster3
Glyma.18G265100,NA,cluster3
Glyma.18G270300,NA,cluster3
Glyma.18G275600,NA,cluster3
Glyma.18G282100,NA,cluster3
Glyma.18G282200,NA,cluster3
Glyma.18G283500,NA,cluster3
Glyma.18G284000,NA,cluster3
